address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
300 Adams Jenkins Memorial Dr,,"13,900 SF",Canton,"Rental Rate,$11.50 /SF/YR,Rentable Building Area,13,900 SF,Property Type,Industrial,Year Built,2001,Property Subtype,Warehouse",10/17/2019,14885678,$0.96 SF/Mo,Industrial,"1,000 SF",1 Space,GA,For Lease,Industrial,"[('Georgia Ports - Savannah', '320 min drive', '284.9 mi'), ('ATLANTA BONDED WAREHOUSE CORP.-KENNESAW-GA', '26 min drive', '17.3 mi')]","Water - City Water,Sewer - City Sewer,Heating - Electric"
715 E 11th Ave,,"3,050 SF",Cordele,"Rental Rate,$3.53 /SF/YR,Rentable Building Area,3,050 SF,Property Type,Industrial,Year Built,1968,Property Subtype,Warehouse",5/16/2019,16071046,$0.29 SF/Mo,Industrial,"3,050 SF",1 Space,GA,For Lease,Industrial,"[('Georgia Ports - Brunswick', '198 min drive', '166.6 mi'), ('Georgia Cold Storage', '57 min drive', '38.7 mi')]",
951 Carl Vinson Pky,,"22,929 SF",Centerville,"Rental Rate,$3.10 /SF/YR,Rentable Building Area,22,929 SF,Property Type,Industrial,Year Built,1971,Property Subtype,Warehouse",8/8/2019,16851613,$0.26 SF/Mo,Industrial,"11,250 SF",1 Space,GA,For Lease,Industrial,"[('Middle Georgia Regional Airport', '16 min drive', '8.1 mi'), ('Georgia Ports - Savannah', '196 min drive', '167.6 mi'), ('Damaste Warehouse', '26 min drive', '14.1 mi')]",
1500 Southpoint Dr,,"218,875 SF",Forest Park,"Property Type,Industrial,Rentable Building Area,218,875 SF,Property Subtype,Warehouse,Year Built,1997",10/28/2019,17570554,Rent Upon Request,Industrial,"40,500 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '16 min drive', '4.1 mi'), ('Georgia Ports - Savannah', '266 min drive', '239.6 mi'), ('AMWARE DISTRIBUTION WAREHOUSES-ATLANTA-GA', '6 min drive', '1.9 mi')]",
6275 Highway 85,,"13,545 SF",Riverdale,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,13,545 SF,Property Type,Industrial,Year Built,1987,Property Subtype,Warehouse",2/6/2020,18433178,$0.75 SF/Mo,Industrial,"5,000 SF",1 Space,GA,For Lease,Office,"[('Hartsfield-Jackson Atlanta International Airport', '21 min drive', '6.5 mi'), ('Georgia Ports - Savannah', '266 min drive', '239.2 mi'), ('Advanced Distribution Systems, Incorporated', '13 min drive', '5.4 mi')]",
4145 Thurman Rd,Fenced Lot,"7,500 SF",Conley,"Property Type,Industrial,Rentable Building Area,7,500 SF,Property Subtype,Warehouse,Year Built,1995",4/2/2020,19088811,Rent Upon Request,Industrial,"7,500 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '22 min drive', '6.9 mi'), ('Georgia Ports - Savannah', '265 min drive', '238.6 mi'), ('All South Warehouse', '9 min drive', '3.7 mi')]",
1100 Vijay Dr,"Fenced Lot,Storage Space,Air Conditioning","15,150 SF",Atlanta,"Rental Rate,$8.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,15,000 SF,Rentable Building Area,15,150 SF,Property Type,Industrial,Year Built,1986",1/17/2020,18218944,$0.71 SF/Mo,Industrial,"15,000 - 15,150 SF",1 Space,GA,For Lease,Industrial,"[('Chamblee Transit Stop', '15 min walk', '0.8 mi'), ('Hartsfield-Jackson Atlanta International Airport', '45 min drive', '23.7 mi'), ('Georgia Ports - Savannah', '294 min drive', '256.4 mi'), ('NS INDEPENDENT BULK TRANSFER TERMINAL-DORAVILLE-GA', '7 min drive', '2.1 mi')]",
2150 Cedars Rd,,"73,194 SF",Lawrenceville,"Property Type,Industrial,Rentable Building Area,73,194 SF,Property Subtype,Warehouse,Year Built,2001",2/6/2020,18435919,Rent Upon Request,Industrial,"11,200 SF",1 Space,GA,For Lease,Industrial,"[('Georgia Ports - Savannah', '308 min drive', '252.7 mi'), ('NEXUS DISTRIBUTION CORP.-LAWRENCEVILLE-GA', '14 min drive', '6.5 mi')]",
1280 Oakbrook Dr,,"46,400 SF",Norcross,"Min. Divisible,27,200 SF,Rentable Building Area,46,400 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse",3/5/2020,18754296,Rent Upon Request,Industrial,"27,200 - 46,400 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '53 min drive', '31.0 mi'), ('Georgia Ports - Savannah', '297 min drive', '263.7 mi'), ('Kellar Bonded Warehouse, Incorporated', '9 min drive', '2.8 mi')]",
1097-1121 Cobb Pky S,Bus Line,"40,017 SF",Marietta,"Property Type,Industrial,Rentable Building Area,40,017 SF,Property Subtype,Warehouse,Year Built,1974",3/16/2020,18883322,Rent Upon Request,Industrial,"8,433 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '43 min drive', '25.4 mi'), ('Georgia Ports - Savannah', '296 min drive', '264.1 mi'), ('ATLANTA BONDED WAREHOUSE CORP.-KENNESAW-GA', '19 min drive', '10.1 mi')]",
467 Circle 85 St,,"31,800 SF",College Park,"Rental Rate,$5.95 /SF/YR,Rentable Building Area,31,800 SF,Property Type,Industrial,Year Built,1972,Property Subtype,Warehouse",4/9/2020,19167222,$0.50 SF/Mo,Industrial,"2,400 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '15 min drive', '3.3 mi'), ('Georgia Ports - Savannah', '265 min drive', '239.4 mi'), ('AMWARE DISTRIBUTION WAREHOUSES-ATLANTA-GA', '6 min drive', '2.3 mi')]",
130 Greenwood Industrial Pky,"Fenced Lot,Security System,Fluorescent Lighting","490,961 SF",McDonough,"Property Type,Industrial,Rentable Building Area,490,961 SF,Property Subtype,Warehouse,Year Built,1997",9/30/2019,4024653,Rent Upon Request,Industrial,"192,504 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '45 min drive', '28.0 mi'), ('Georgia Ports - Savannah', '243 min drive', '220.1 mi'), ('ODC Integrated Logistics', '6 min drive', '2.6 mi')]",Lighting - Fluorescent
2137 Flintstone Dr,,"53,130 SF",Tucker,"Property Type,Industrial,Rentable Building Area,53,130 SF,Property Subtype,Manufacturing,Industrial Warehouse,Year Built,1979",4/10/2019,4035571,Rent Upon Request,Industrial,"14,490 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '44 min drive', '26.1 mi'), ('Georgia Ports - Savannah', '287 min drive', '257.1 mi'), ('Commercial Cold Storage', '12 min drive', '5.9 mi')]",
1532 Stone Ridge Dr,,"30,400 SF",Stone Mountain,"Property Type,Industrial,Rentable Building Area,30,400 SF,Property Subtype,Warehouse,Industrial Distribution,Year Built,1978",1/22/2015,4035600,Rent Upon Request,Industrial,"30,400 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '43 min drive', '24.5 mi'), ('Georgia Ports - Savannah', '286 min drive', '255.6 mi'), ('Commercial Cold Storage', '14 min drive', '7.4 mi')]",
930 Interstate Ridge Dr,Bus Line,"33,600 SF",Gainesville,"Min. Divisible,852 SF,Building Class,B,Property Type,Flex,Rentable Building Area,33,600 SF,Property Subtype,Light Distribution,Showroom,Industrial Warehouse,Office Building,Year Built,2004",6/8/2015,4040144,Rent Upon Request,Flex,"852 - 20,776 SF",1 Space,GA,For Lease,Office,,"Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
4042 Enterprise Way,,"50,784 SF",Flowery Branch,"Min. Divisible,3,017 SF,Rentable Building Area,50,784 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse",3/25/2020,4064661,Rent Upon Request,Industrial,"3,017 - 22,351 SF",4 Spaces,GA,For Lease,Industrial,,"Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
300 Brogdon Rd,,"105,971 SF",Suwanee,"Property Type,Industrial,Year Built,2007,Property Subtype,Warehouse,Cross Streets,Peachtree Industrial Blvd,Rentable Building Area,105,971 SF",1/10/2020,4181225,Rent Upon Request,Industrial,"13,519 SF",1 Space,GA,For Lease,Industrial,"[('Georgia Ports - Savannah', '310 min drive', '276.8 mi'), ('NEXUS DISTRIBUTION CORP.-LAWRENCEVILLE-GA', '20 min drive', '9.5 mi')]",
240 Mercer Jct,,"11,000 SF",Macon,"Property Type,Industrial,Rentable Building Area,11,000 SF,Property Subtype,Warehouse,Year Built,2006",11/13/2014,4265317,Rent Upon Request,Industrial,"11,000 SF",1 Space,GA,For Lease,Industrial,"[('Middle Georgia Regional Airport', '27 min drive', '13.9 mi'), ('Georgia Ports - Savannah', '197 min drive', '173.7 mi'), ('Stanford Refrigerated Warehouse', '16 min drive', '7.0 mi')]","Lighting,Water,Sewer"
872 Main St,,"22,450 SF",Gainesville,"Property Type,Industrial,Rentable Building Area,22,450 SF,Property Subtype,Warehouse,Showroom,Year Built,2008",2/16/2017,4303875,Rent Upon Request,Industrial,"3,183 - 12,410 SF",3 Spaces,GA,For Lease,Flex,"[('Georgia Ports - Savannah', '317 min drive', '254.6 mi'), ('NEXUS DISTRIBUTION CORP.-LAWRENCEVILLE-GA', '41 min drive', '32.0 mi')]",
0 Hog Mountain Rd,,"381,920 SF",Jefferson,"Min. Divisible,100,000 SF,Rentable Building Area,381,920 SF,Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed",12/13/2016,5164240,Rent Upon Request,Industrial,"100,000 - 381,920 SF",1 Space,GA,For Lease,Industrial,,
0 Hog Mountain Rd,,"710,640 SF",Jefferson,"Min. Divisible,150,000 SF,Rentable Building Area,710,640 SF,Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed",12/13/2016,5167392,Rent Upon Request,Industrial,"150,000 - 710,640 SF",1 Space,GA,For Lease,Retail,,
4801 Lewis Rd,,"45,000 SF",Stone Mountain,"Property Type,Industrial,Rentable Building Area,45,000 SF,Property Subtype,Warehouse,Year Built,1965",2/3/2017,5773515,Rent Upon Request,Industrial,"45,000 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '42 min drive', '25.7 mi'), ('Georgia Ports - Savannah', '285 min drive', '256.7 mi'), ('Commercial Cold Storage', '13 min drive', '6.9 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
4565-4575 Winters Chapel Rd,,"66,199 SF",Atlanta,"Property Type,Industrial,Rentable Building Area,66,199 SF,Property Subtype,Warehouse,Year Built,1976",2/7/2020,6201519,Rent Upon Request,Industrial,"7,200 - 16,425 SF",2 Spaces,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '50 min drive', '28.7 mi'), ('Georgia Ports - Savannah', '292 min drive', '262.4 mi'), ('NS THOROUGHBRED BULK TRANSFER TERMINAL-DORAVILLE-G', '6 min drive', '2.5 mi')]",Lighting - Fluorescent
1336 Citizens Pky,,"24,080 SF",Morrow,"Min. Divisible,5,190 SF,Rentable Building Area,24,080 SF,Property Type,Industrial,Year Built,1986,Property Subtype,Warehouse,Cross Streets,Jonesboro Rd",3/10/2015,6494407,Rent Upon Request,Industrial,"5,190 - 13,861 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '26 min drive', '11.2 mi'), ('Georgia Ports - Savannah', '260 min drive', '235.2 mi'), ('Southern Bonded', '5 min drive', '1.3 mi')]",
1310 Citizens Pky,,"273,000 SF",Morrow,"Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse,Cross Streets,Jonesboro Rd,Rentable Building Area,273,000 SF",4/6/2018,6494408,Rent Upon Request,Industrial,"70,000 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '27 min drive', '11.7 mi'), ('Georgia Ports - Savannah', '262 min drive', '235.8 mi'), ('Southern Bonded', '4 min drive', '0.6 mi')]",Lighting - Metal Halide
906 Interstate Ridge Dr,,"20,672 SF",Gainesville,"Property Type,Industrial,Rentable Building Area,20,672 SF,Property Subtype,Distribution,Industrial Warehouse,Office Building,Year Built,2000",4/13/2017,6763689,Rent Upon Request,Industrial,"2,500 SF",1 Space,GA,For Lease,Office,"[('Georgia Ports - Savannah', '316 min drive', '253.8 mi'), ('NEXUS DISTRIBUTION CORP.-LAWRENCEVILLE-GA', '41 min drive', '32.0 mi')]","Gas,Water - City Water,Sewer - City Sewer"
240 Thornton Rd,"Bus Line,Signage","100,150 SF",Lithia Springs,"Property Type,Industrial,Year Built/Renovated,1980/1986,Property Subtype,Warehouse,Cross Streets,Westfork Ct,Rentable Building Area,100,150 SF",8/12/2015,7569524,Rent Upon Request,Industrial,"20,131 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '37 min drive', '19.5 mi'), ('Georgia Ports - Savannah', '294 min drive', '262.9 mi'), ('NS-AUSTELL-GA', '5 min drive', '2.7 mi')]","Water - City Water,Sewer - City Sewer,Heating - Gas"
4905 Derrick Rd,Skylights,"500,000 SF",Atlanta,"Min. Divisible,200,000 SF,Rentable Building Area,500,000 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Distribution,Industrial Warehouse",6/7/2017,7571999,Rent Upon Request,Industrial,"200,000 - 500,000 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '25 min drive', '10.9 mi'), ('Georgia Ports - Savannah', '280 min drive', '250.0 mi'), ('SUPERIOR PRODUCT TRANSFER SOLUTIONS, SPTS, DIV. TR', '13 min drive', '7.4 mi')]",
S Fulton And Stonewall Tell,Skylights,"1,150,000 SF",Union City,"Property Type,Industrial,Year Built,2021,Property Subtype,Distribution,Industrial Warehouse,Construction Status,Proposed,Rentable Building Area,1,150,000 SF",6/23/2017,7785380,Rent Upon Request,Industrial,"1,150,000 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '23 min drive', '9.2 mi'), ('Georgia Ports - Savannah', '278 min drive', '248.3 mi'), ('SUPERIOR PRODUCT TRANSFER SOLUTIONS, SPTS, DIV. TR', '12 min drive', '6.0 mi')]",
4820 Clark Howell Hwy,,"35,250 SF",College Park,"Property Type,Industrial,Rentable Building Area,35,250 SF,Property Subtype,Warehouse,Year Built,1986",10/3/2017,9415942,Rent Upon Request,Industrial,"21,600 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '14 min drive', '3.0 mi'), ('Georgia Ports - Savannah', '265 min drive', '239.6 mi'), ('AMWARE DISTRIBUTION WAREHOUSES-ATLANTA-GA', '6 min drive', '2.0 mi')]",
1531 Marietta Blvd NW,,"13,000 SF",Atlanta,"Property Type,Industrial,Rentable Building Area,13,000 SF,Property Subtype,Warehouse,Year Built,1955",9/26/2019,10874257,Rent Upon Request,Industrial,"13,000 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '34 min drive', '15.1 mi'), ('Georgia Ports - Savannah', '286 min drive', '253.9 mi'), ('NS-ATLANTA-TOFC/COFC', '5 min drive', '1.5 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
955 Watson Blvd,,"24,300 SF",Warner Robins,"Rental Rate,$3.14 /SF/YR,Rentable Building Area,24,300 SF,Property Type,Industrial,Year Built,1983,Property Subtype,Warehouse",4/2/2020,19092442,$0.26 SF/Mo,Industrial,"12,750 SF",1 Space,GA,For Lease,Industrial,"[('Middle Georgia Regional Airport', '15 min drive', '8.1 mi'), ('Georgia Ports - Savannah', '188 min drive', '162.3 mi'), ('Damaste Warehouse', '25 min drive', '14.2 mi')]",
1210 Kennestone Cir,,"41,600 SF",Marietta,"Rental Rate,$7.00 /SF/YR,Rentable Building Area,41,600 SF,Property Type,Industrial,Year Built,1996,Property Subtype,Warehouse",4/6/2020,19130004,$0.58 SF/Mo,Industrial,"19,200 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '49 min drive', '31.6 mi'), ('Georgia Ports - Savannah', '301 min drive', '269.1 mi'), ('ATLANTA BONDED WAREHOUSE CORP.-KENNESAW-GA', '11 min drive', '5.5 mi')]",
655 SE Bradford St,Fenced Lot,"7,840 SF",Gainesville,"Rental Rate,$7.50 /SF/YR,Rentable Building Area,7,840 SF,Property Type,Industrial,Year Built,1986,Property Subtype,Warehouse",4/6/2020,19130016,$0.63 SF/Mo,Industrial,"7,840 SF",1 Space,GA,For Lease,Industrial,"[('Georgia Ports - Savannah', '317 min drive', '254.7 mi'), ('NEXUS DISTRIBUTION CORP.-LAWRENCEVILLE-GA', '41 min drive', '32.9 mi')]",
1190 Kennestone Cir NW,,"100,800 SF",Marietta,"Rental Rate,$7.00 /SF/YR,Rentable Building Area,100,800 SF,Property Type,Industrial,Year Built,1996,Property Subtype,Warehouse",4/6/2020,19130779,$0.58 SF/Mo,Industrial,"20,800 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '49 min drive', '31.6 mi'), ('Georgia Ports - Savannah', '301 min drive', '269.1 mi'), ('ATLANTA BONDED WAREHOUSE CORP.-KENNESAW-GA', '11 min drive', '5.5 mi')]",
5760-5800 Tulane Dr SW,Bus Line,"84,123 SF",Atlanta,"Rental Rate,$3.95 /SF/YR,Rentable Building Area,84,123 SF,Property Type,Industrial,Year Built,1968,Property Subtype,Warehouse",4/15/2020,19231165,$0.33 SF/Mo,Industrial,"8,460 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '32 min drive', '15.1 mi'), ('Georgia Ports - Savannah', '290 min drive', '256.4 mi'), ('ATLANTA SERVICE WAREHOUSE-ATLANTA-GA', '2 min drive', '0.2 mi')]",
6690 Jones Mill Ct,,"34,038 SF",Norcross,"Property Type,Industrial,Rentable Building Area,34,038 SF,Property Subtype,Warehouse,Year Built,1981",4/17/2020,19255957,Rent Upon Request,Industrial,"8,880 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '52 min drive', '32.9 mi'), ('Georgia Ports - Savannah', '295 min drive', '264.0 mi'), ('NS INDEPENDENT BULK TRANSFER TERMINAL-NORCROSS-GA', '5 min drive', '2.2 mi')]","Water - City Water,Sewer - City Sewer,Heating - Gas"
185 Laredo Dr,,"10,000 SF",Decatur,"Property Type,Industrial,Rentable Building Area,10,000 SF,Property Subtype,Warehouse,Year Built,1960",4/17/2020,19257367,Rent Upon Request,Industrial,"10,000 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '36 min drive', '19.9 mi'), ('Georgia Ports - Savannah', '280 min drive', '251.0 mi'), ('BMI/FLEET TRANSPORT, INC.-ATLANTA-GA', '18 min drive', '8.5 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
5965 Peachtree Corners E,,"107,777 SF",Norcross,"Rental Rate,$5.95 /SF/YR,Rentable Building Area,107,777 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",10/28/2019,4024229,$0.50 SF/Mo,Industrial,"7,410 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '52 min drive', '33.8 mi'), ('Georgia Ports - Savannah', '295 min drive', '264.9 mi'), ('NS INDEPENDENT BULK TRANSFER TERMINAL-NORCROSS-GA', '5 min drive', '1.4 mi')]",
1422-1442 Chattahoochee Ave NW,"Bus Line,Signage","62,095 SF",Atlanta,"Rental Rate,$8.50 - $10.50 /SF/YR,Rentable Building Area,62,095 SF,Property Type,Industrial,Year Built,1970,Property Subtype,Warehouse",1/30/2020,6221543,$0.71 - $0.88 SF/Mo,Industrial,"3,010 - 19,360 SF",3 Spaces,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '34 min drive', '15.0 mi'), ('Georgia Ports - Savannah', '286 min drive', '254.9 mi'), ('NS-ATLANTA-TOFC/COFC', '5 min drive', '1.3 mi')]",
405 King Mill Rd,,"1,555,200 SF",Mcdonough,"Min. Divisible,275,000 SF,Rentable Building Area,1,555,200 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",5/19/2017,6630462,Rent Upon Request,Industrial,"275,000 - 550,800 SF",1 Space,GA,For Lease,Industrial,,
4787 Clark Howell Hwy,,"25,440 SF",College Park,"Rental Rate,$6.25 /SF/YR,Rentable Building Area,25,440 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse,Cross Streets,Terrell Mill Rd",2/27/2020,9839775,$0.52 SF/Mo,Industrial,"2,400 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '14 min drive', '2.9 mi'), ('Georgia Ports - Savannah', '265 min drive', '239.7 mi'), ('AMWARE DISTRIBUTION WAREHOUSES-ATLANTA-GA', '5 min drive', '1.9 mi')]",
1475-1493 Trae Ln,,"56,000 SF",Lithia Springs,"Property Type,Industrial,Rentable Building Area,56,000 SF,Property Subtype,Warehouse,Year Built,2001",10/22/2019,12311716,Rent Upon Request,Industrial,"7,800 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '36 min drive', '17.4 mi'), ('Georgia Ports - Savannah', '293 min drive', '258.6 mi'), ('PIEDMONT DISTRIBUTION CENTERS-ATLANTA-GA', '13 min drive', '5.3 mi')]","Water - City Water,Sewer - Septic Field,Heating - Gas"
315 Corporate Pky,,"30,000 SF",Macon,"Rental Rate,$4.95 /SF/YR,Rentable Building Area,30,000 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse",5/23/2018,12647762,$0.41 SF/Mo,Industrial,"25,000 SF",1 Space,GA,For Lease,Industrial,"[('Middle Georgia Regional Airport', '29 min drive', '19.2 mi'), ('Georgia Ports - Savannah', '192 min drive', '173.2 mi'), ('Stanford Refrigerated Warehouse', '18 min drive', '11.6 mi')]",
4750 Southpark Blvd,,"297,188 SF",Ellenwood,"Min. Divisible,100,000 SF,Rentable Building Area,297,188 SF,Property Type,Industrial,Year Built,2019,Property Subtype,Warehouse",9/19/2018,13825857,Rent Upon Request,Industrial,"100,000 - 297,188 SF",1 Space,GA,For Lease,Industrial,,
12101 Harland Dr,,"188,225 SF",Covington,"Property Type,Industrial,Rentable Building Area,188,225 SF,Property Subtype,Warehouse,Year Built,2020",1/13/2020,14864443,Rent Upon Request,Industrial,"127,650 SF",1 Space,GA,For Lease,Industrial,"[('Georgia Ports - Savannah', '265 min drive', '230.2 mi'), ('ODC Integrated Logistics', '44 min drive', '27.8 mi')]",
1542 Old Clyattville Rd,,"56,600 SF",Valdosta,"Rental Rate,$3.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,18,900 SF,Rentable Building Area,56,600 SF,Property Type,Industrial,Year Built,2000",3/4/2020,15777645,$0.25 SF/Mo,Industrial,"18,900 - 44,100 SF",1 Space,GA,For Lease,Industrial,,
6400 Highlands Pky SE,,"102,000 SF",Smyrna,"Rental Rate,$8.50 /SF/YR,Rentable Building Area,102,000 SF,Property Type,Industrial,Year Built,1989,Property Subtype,Warehouse",7/12/2019,15752557,$0.71 SF/Mo,Industrial,"4,620 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '37 min drive', '19.5 mi'), ('Georgia Ports - Savannah', '293 min drive', '260.7 mi'), ('NS-ATLANTA-TOFC/COFC', '16 min drive', '6.7 mi')]",
500 Satellite Blvd,,"71,102 SF",Suwanee,"Rental Rate,$9.85 /SF/YR,Property Subtype,Warehouse,Min. Divisible,21,605 SF,Rentable Building Area,71,102 SF,Property Type,Industrial,Year Built,1994",8/14/2019,16913905,$0.82 SF/Mo,Industrial,"21,605 - 36,228 SF",1 Space,GA,For Lease,Flex,"[('Georgia Ports - Savannah', '307 min drive', '274.3 mi'), ('NEXUS DISTRIBUTION CORP.-LAWRENCEVILLE-GA', '17 min drive', '8.2 mi')]","Lighting,Gas,Water,Sewer,Heating"
3715 Atlanta Industrial Pky N,Bus Line,"39,060 SF",Atlanta,"Property Type,Industrial,Rentable Building Area,39,060 SF,Property Subtype,Warehouse,Year Built,1985",10/14/2019,17450571,Rent Upon Request,Industrial,"6,240 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '32 min drive', '15.5 mi'), ('Georgia Ports - Savannah', '288 min drive', '256.7 mi'), ('NS-ATLANTA-TOFC/COFC', '14 min drive', '5.8 mi')]",
9120 Wheat St,,"40,000 SF",Covington,"Property Type,Industrial,Rentable Building Area,40,000 SF,Property Subtype,Warehouse,Year Built,1997",10/28/2019,17569642,Rent Upon Request,Industrial,"40,000 SF",1 Space,GA,For Lease,Industrial,"[('Georgia Ports - Savannah', '263 min drive', '229.4 mi'), ('ODC Integrated Logistics', '43 min drive', '28.2 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
2408 Tech Center Pky,,"124,827 SF",Buford,"Rental Rate,$6.25 /SF/YR,Rentable Building Area,124,827 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse",10/29/2019,17575712,$0.52 SF/Mo,Industrial,"15,974 SF",1 Space,GA,For Lease,Industrial,"[('Georgia Ports - Savannah', '313 min drive', '279.9 mi'), ('NEXUS DISTRIBUTION CORP.-LAWRENCEVILLE-GA', '18 min drive', '9.2 mi')]",
2100 Norcross Pky,,"53,768 SF",Norcross,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,53,768 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse",12/20/2019,18010256,$0.54 SF/Mo,Industrial,"8,593 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '52 min drive', '31.6 mi'), ('Georgia Ports - Savannah', '295 min drive', '264.3 mi'), ('Modern Warehousing, Incorporated', '5 min drive', '1.7 mi')]",
1075 Satellite Blvd,,"238,154 SF",Suwanee,"Rental Rate,$4.95 /SF/YR,Rentable Building Area,238,154 SF,Property Type,Industrial,Year Built,1997,Property Subtype,Warehouse",12/31/2019,18061839,$0.41 SF/Mo,Industrial,"48,400 - 100,400 SF",2 Spaces,GA,For Lease,Industrial,"[('Georgia Ports - Savannah', '305 min drive', '273.3 mi'), ('NEXUS DISTRIBUTION CORP.-LAWRENCEVILLE-GA', '16 min drive', '7.9 mi')]",
145 Wes Walker Memorial Dr,,"10,000 SF",Ball Ground,"Rental Rate,$7.75 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,2005,Property Subtype,Warehouse",1/8/2020,18125156,$0.65 SF/Mo,Industrial,"5,000 SF",1 Space,GA,For Lease,Industrial,"[('Georgia Ports - Savannah', '330 min drive', '294.2 mi'), ('ATLANTA BONDED WAREHOUSE CORP.-KENNESAW-GA', '36 min drive', '26.6 mi')]",
6275 Highway 85,,"10,500 SF",Riverdale,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,10,500 SF,Property Type,Industrial,Year Built,1987,Property Subtype,Warehouse",2/6/2020,18433179,$0.75 SF/Mo,Industrial,"5,200 SF",1 Space,GA,For Lease,Office,"[('Hartsfield-Jackson Atlanta International Airport', '21 min drive', '6.5 mi'), ('Georgia Ports - Savannah', '266 min drive', '239.1 mi'), ('Advanced Distribution Systems, Incorporated', '13 min drive', '5.4 mi')]",
