address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
2133 N Sheridan Rd,Signage,"29,680 SF",Tulsa,"Rental Rate,$5.40 - $5.70 /SF/YR,Rentable Building Area,29,680 SF,Property Type,Industrial,Year Built,2002,Property Subtype,Warehouse,Cross Streets,N. Sheridan Road & E. Virgin Street",5/17/2018,11296130,$0.45 - $0.48 SF/Mo,Industrial,"2,000 - 6,000 SF",2 Spaces,OK,For Lease,Industrial,"[('Tulsa International Airport', '7 min drive', '3.1 mi'), ('Port of Shreveport', '430 min drive', '369.5 mi'), ('METRO PORT WAREHOUSE CO. OF OKLAHOMA, INC.-TULSA-O', '8 min drive', '3.4 mi')]",Heating
7501-7507 Broadway Ext,"24 Hour Access,Air Conditioning","50,427 SF",Oklahoma City,"Rental Rate,$9.00 /SF/YR,Property Subtype,Warehouse,Total Space Available,16,413 SF,Rentable Building Area,50,427 SF,Max. Contiguous,10,000 SF,Year Built,1970,Property Type,Industrial,Cross Streets,W Wilshire Blvd",8/14/2019,12909480,$0.75 SF/Mo,Industrial,"6,413 - 16,413 SF",2 Spaces,OK,For Lease,Industrial,"[('Will Rogers World Airport', '26 min drive', '14.8 mi'), ('Port of Shreveport', '440 min drive', '403.9 mi'), ('COMMERCIAL WAREHOUSE CO.-OKLAHOMA CITY-OK', '6 min drive', '3.1 mi')]","Water - City Water,Sewer - City Sewer"
13728-13742 N Lincoln Blvd,,"93,236 SF",Edmond,"Rental Rate,$8.91 /SF/YR,Property Subtype,Warehouse,Min. Divisible,3,500 SF,Rentable Building Area,93,236 SF,Property Type,Industrial,Year Built,2001",1/15/2020,13310770,$0.74 SF/Mo,Industrial,"3,500 - 10,500 SF",2 Spaces,OK,For Lease,Industrial,"[('Will Rogers World Airport', '34 min drive', '19.9 mi'), ('Port of Shreveport', '447 min drive', '409.0 mi'), ('COMMERCIAL WAREHOUSE CO.-OKLAHOMA CITY-OK', '12 min drive', '8.3 mi')]","Lighting,Gas,Water,Sewer,Heating"
16615 E Admiral Pl,"Bus Line,Signage","30,000 SF",Tulsa,"Rental Rate,$6.25 /SF/YR,Rentable Building Area,30,000 SF,Property Type,Industrial,Year Built,2007,Property Subtype,Service,Industrial Warehouse",2/25/2020,13618207,$0.52 SF/Mo,Industrial,"2,500 SF",1 Space,OK,For Lease,Industrial,"[('Tulsa International Airport', '16 min drive', '10.6 mi'), ('Port of Shreveport', '432 min drive', '371.6 mi'), ('ELLSWORTH MOTOR FREIGHT LINES, INC.-TULSA-OK', '5 min drive', '2.1 mi')]",
8921 NW Expressway St,,"45,200 SF",Oklahoma City,"Rental Rate,$7.00 - $8.00 /SF/YR,Rentable Building Area,45,200 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",10/29/2019,13717254,$0.58 - $0.67 SF/Mo,Industrial,"18,000 - 42,185 SF",2 Spaces,OK,For Lease,"Retail, Industrial","[('Will Rogers World Airport', '34 min drive', '17.2 mi'), ('Port of Shreveport', '457 min drive', '412.9 mi'), ('COMMERCIAL WAREHOUSE CO.-OKLAHOMA CITY-OK', '23 min drive', '11.0 mi')]",
911 SW 4th St,,"26,000 SF",Oklahoma City,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,26,000 SF,Property Type,Industrial,Year Built,1962,Property Subtype,Warehouse",5/31/2019,13903155,$0.42 SF/Mo,Industrial,"26,000 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '19 min drive', '8.9 mi'), ('Port of Shreveport', '436 min drive', '400.1 mi'), ('OKLAHOMA CITY RELOAD, INC.-OKLAHOMA CITY-OK', '8 min drive', '4.2 mi')]",
1901 W Detroit St,"24 Hour Access,Security System,Signage,Storage Space,Air Conditioning","10,097 SF",Broken Arrow,"Rental Rate,$7.25 /SF/YR,Rentable Building Area,10,097 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse",3/18/2020,18906395,$0.60 SF/Mo,Industrial,"10,097 SF",1 Space,OK,For Lease,Industrial,"[('Tulsa International Airport', '25 min drive', '16.2 mi'), ('Port of Shreveport', '427 min drive', '365.4 mi'), ('KATY INTERMODALTRANSFER TERMINAL-TULSA-OK', '10 min drive', '4.8 mi')]","Lighting,Gas - Natural,Water,Sewer,Heating"
1330-1398 Metropolitan Ave,,"69,279 SF",Oklahoma City,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,69,279 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse,Cross Streets,Will Rogers Parkway",3/2/2017,18918550,$0.38 SF/Mo,Industrial,"24,626 SF",1 Space,OK,For Lease,Industrial,,
4100 Will Rogers Pky,Signage,"69,027 SF",Oklahoma City,"Rental Rate,$5.50 /SF/YR,Rentable Building Area,69,027 SF,Property Type,Flex,Year Built,1984,Building Class,B,Cross Streets,Metropolitan Ave",4/3/2020,18918563,$0.46 SF/Mo,Flex,"5,390 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '14 min drive', '5.2 mi')]",
3704-3716 S Harmon St,Signage,"102,836 SF",Oklahoma City,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,102,836 SF,Property Type,Industrial,Year Built,1982,Property Subtype,Distribution,Industrial Warehouse,Cross Streets,S Harmon Ave",3/28/2016,18918567,$0.38 SF/Mo,Industrial,"30,000 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '11 min drive', '3.5 mi'), ('Port of Shreveport', '438 min drive', '400.8 mi'), ('APOLLO DISTRIBUTION, INC.-OKLAHOMA CITY-OK', '1 min drive', '0.1 mi')]","Lighting,Gas,Water,Sewer,Heating"
4116-4118 Will Rogers Pky,Signage,"65,520 SF",Oklahoma City,"Rental Rate,$4.50 - $5.75 /SF/YR,Rentable Building Area,65,520 SF,Property Type,Industrial,Year Built,1981,Property Subtype,Distribution,Industrial Warehouse,Cross Streets,Metropolitan Ave",9/20/2019,18918571,$0.38 - $0.48 SF/Mo,Industrial,"9,284 - 54,528 SF",3 Spaces,OK,For Lease,Industrial,"[('Will Rogers World Airport', '14 min drive', '5.2 mi'), ('Port of Shreveport', '441 min drive', '402.4 mi'), ('APOLLO DISTRIBUTION, INC.-OKLAHOMA CITY-OK', '6 min drive', '2.5 mi')]",
4020 Will Rogers Pky,Signage,"65,438 SF",Oklahoma City,"Rental Rate,$5.75 /SF/YR,Rentable Building Area,65,438 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",4/4/2019,18918612,$0.48 SF/Mo,Industrial,"10,839 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '15 min drive', '5.3 mi'), ('Port of Shreveport', '441 min drive', '402.6 mi'), ('APOLLO DISTRIBUTION, INC.-OKLAHOMA CITY-OK', '6 min drive', '2.7 mi')]",
420 NE 48th St,Skylights,"37,150 SF",Oklahoma City,"Rental Rate,$3.50 /SF/YR,Rentable Building Area,37,150 SF,Min. Divisible,9,720 SF,Year Built,1966,Property Type,Industrial,Cross Streets,N Stiles,Property Subtype,Warehouse",3/20/2020,18930056,$0.29 SF/Mo,Industrial,"9,720 - 34,579 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '26 min drive', '14.9 mi'), ('Port of Shreveport', '440 min drive', '402.3 mi'), ('COMMERCIAL WAREHOUSE CO.-OKLAHOMA CITY-OK', '3 min drive', '1.2 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Electric"
501-531 Beacon Dr,"Fenced Lot,Security System","10,000 SF",Oklahoma City,"Rental Rate,$5.50 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,1994,Property Subtype,Warehouse",3/24/2020,18968472,$0.46 SF/Mo,Industrial,"2,500 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '18 min drive', '7.4 mi'), ('Port of Shreveport', '443 min drive', '405.1 mi'), ('APOLLO DISTRIBUTION, INC.-OKLAHOMA CITY-OK', '8 min drive', '3.8 mi')]",Lighting - Fluorescent
500 N Morgan Rd,Fenced Lot,"5,000 SF",Oklahoma City,"Rental Rate,$7.80 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse",3/31/2020,19063838,$0.65 SF/Mo,Industrial,"5,000 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '22 min drive', '11.1 mi'), ('Port of Shreveport', '447 min drive', '408.9 mi'), ('D AND M DISTRIBUTION SERVICES, INC.-OKLAHOMA CITY-', '10 min drive', '5.1 mi')]",
397 N Harvard Ave,,"56,250 SF",Oklahoma City,"Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse,Cross Streets,NW 3rd St,Rentable Building Area,56,250 SF",7/12/2019,19131102,Rent Upon Request,Industrial,"27,000 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '16 min drive', '6.1 mi'), ('Port of Shreveport', '442 min drive', '403.9 mi'), ('APOLLO DISTRIBUTION, INC.-OKLAHOMA CITY-OK', '8 min drive', '3.4 mi')]",
1275 N Air Depot Blvd,Signage,"5,000 SF",Oklahoma City,"Rental Rate,$7.08 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,2003,Property Subtype,Warehouse",4/16/2020,19243246,$0.59 SF/Mo,Industrial,"5,000 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '30 min drive', '16.7 mi'), ('Port of Shreveport', '441 min drive', '403.4 mi'), ('OKLAHOMA CITY RELOAD, INC.-OKLAHOMA CITY-OK', '13 min drive', '7.4 mi')]",
2410-2412 SW Lee Blvd,,"24,740 SF",Lawton,"Rental Rate,$3.00 - $4.00 /SF/YR,Rentable Building Area,24,740 SF,Property Type,Industrial,Year Built,1959,Property Subtype,Warehouse",11/8/2017,9910465,$0.25 - $0.33 SF/Mo,Industrial,"24,000 SF",2 Spaces,OK,For Lease,Industrial,"[('Lawton-Fort Sill Regional Airport', '10 min drive', '2.5 mi'), ('Port of Shreveport', '422 min drive', '388.9 mi'), ('Attebury Grain, Inc. - 202 N. Commercial', '50 min drive', '33.7 mi')]",
2502-2628 N Hemlock Cir,"24 Hour Access,Fenced Lot,Signage,Storage Space,Air Conditioning","99,737 SF",Broken Arrow,"Rental Rate,$4.50 - $4.95 /SF/YR,Rentable Building Area,99,737 SF,Property Type,Industrial,Year Built/Renovated,1980/2011,Property Subtype,Warehouse",3/9/2020,14230516,$0.38 - $0.41 SF/Mo,Industrial,"25,000 - 75,111 SF",2 Spaces,OK,For Lease,Industrial,"[('Tulsa International Airport', '23 min drive', '15.0 mi'), ('Port of Shreveport', '427 min drive', '366.4 mi'), ('KATY INTERMODALTRANSFER TERMINAL-TULSA-OK', '7 min drive', '2.8 mi')]","Lighting,Water,Sewer"
1412 N 105th East Ave,,"9,597 SF",Tulsa,"Rental Rate,$7.25 /SF/YR,Rentable Building Area,9,597 SF,Property Type,Industrial,Year Built,2007,Property Subtype,Warehouse",3/4/2019,15342287,$0.60 SF/Mo,Industrial,"9,597 SF",1 Space,OK,For Lease,Industrial,"[('Tulsa International Airport', '11 min drive', '5.7 mi'), ('Port of Shreveport', '430 min drive', '369.8 mi'), ('METRO PORT WAREHOUSE CO. OF OKLAHOMA, INC.-TULSA-O', '10 min drive', '5.3 mi')]",
1408 N 105th East Ave,Fenced Lot,"9,597 SF",Tulsa,"Rental Rate,$7.50 /SF/YR,Rentable Building Area,9,597 SF,Property Type,Industrial,Year Built,2007,Property Subtype,Warehouse",4/10/2019,15691006,$0.63 SF/Mo,Industrial,"9,597 SF",1 Space,OK,For Lease,Industrial,"[('Tulsa International Airport', '11 min drive', '5.8 mi'), ('Port of Shreveport', '430 min drive', '369.9 mi'), ('METRO PORT WAREHOUSE CO. OF OKLAHOMA, INC.-TULSA-O', '10 min drive', '5.4 mi')]",Lighting
4107-4115 S 72nd Ave,"24 Hour Access,Bus Line,Signage,Storage Space,Fluorescent Lighting,Monument Signage,Air Conditioning","30,924 SF",Tulsa,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,30,924 SF,Property Type,Industrial,Year Built,1994,Property Subtype,Warehouse,Cross Streets,41st Street & S. 72nd E. Avenue",9/30/2019,17329837,$0.50 SF/Mo,Industrial,"3,060 - 6,516 SF",2 Spaces,OK,For Lease,Industrial,,
816 SE 2nd St,,"4,360 SF",Lawton,"Rental Rate,$4.19 /SF/YR,Rentable Building Area,4,360 SF,Property Type,Industrial,Year Built,1982,Property Subtype,Warehouse",11/13/2019,17713530,$0.35 SF/Mo,Industrial,"4,360 SF",1 Space,OK,For Lease,Industrial,"[('Lawton-Fort Sill Regional Airport', '15 min drive', '4.8 mi'), ('Port of Shreveport', '422 min drive', '388.9 mi'), ('Attebury Grain, Inc. - 202 N. Commercial', '50 min drive', '33.7 mi')]",
3431 Macdonnell Dr,,"10,500 SF",Norman,"Rental Rate,$7.50 /SF/YR,Rentable Building Area,10,500 SF,Property Type,Industrial,Year Built,2000,Property Subtype,Warehouse",1/13/2020,18171398,$0.63 SF/Mo,Industrial,"10,500 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '30 min drive', '18.2 mi'), ('Port of Shreveport', '419 min drive', '384.9 mi'), ('BNSF-OKLAHOMA CITY-OK', '15 min drive', '10.0 mi')]",
803 SW Manning Ave,,"28,343 SF",Lawton,"Property Type,Industrial,Rentable Building Area,28,343 SF,Property Subtype,Warehouse,Year Built,1962",4/21/2015,4405208,Rent Upon Request,Industrial,"9,000 SF",1 Space,OK,For Lease,Industrial,"[('Lawton-Fort Sill Regional Airport', '14 min drive', '4.1 mi'), ('Port of Shreveport', '418 min drive', '386.2 mi'), ('Attebury Grain, Inc. - 202 N. Commercial', '47 min drive', '31.0 mi')]",
5300 S 129th East Ave,,"60,000 SF",Tulsa,"Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed,Rentable Building Area,60,000 SF",3/26/2015,4417933,Rent Upon Request,Industrial,"60,000 SF",1 Space,OK,For Lease,Industrial,"[('Tulsa International Airport', '23 min drive', '15.6 mi'), ('Port of Shreveport', '429 min drive', '368.0 mi'), ('KATY INTERMODALTRANSFER TERMINAL-TULSA-OK', '9 min drive', '4.4 mi')]",
11 NE 11th St,Fenced Lot,"96,000 SF",Oklahoma City,"Min. Divisible,500 SF,Rentable Building Area,96,000 SF,Property Type,Industrial,Year Built,1949,Property Subtype,Warehouse",8/7/2018,8677632,Rent Upon Request,Industrial,"500 - 5,300 SF",1 Space,OK,For Lease,Office,"[('Will Rogers World Airport', '23 min drive', '10.7 mi'), ('Port of Shreveport', '435 min drive', '399.4 mi'), ('SOUTHWEST WAREHOUSING-OKLAHOMA CITY-OK', '5 min drive', '2.4 mi')]",
9490 E Highway 412,,"79,802 SF",Locust Grove,"Min. Divisible,10,000 SF,Rentable Building Area,79,802 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse",4/20/2018,12324655,Rent Upon Request,Industrial,"10,000 - 56,802 SF",1 Space,OK,For Lease,Industrial,"[('Port of Shreveport', '449 min drive', '382.0 mi'), ('CATOOSA FERTILIZER TERMINAL-CATOOSA-OK', '53 min drive', '43.7 mi')]",
2806-2814 Broce Dr,,"7,500 SF",Norman,"Min. Divisible,1,250 SF,Rentable Building Area,7,500 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse",1/22/2019,14946278,Rent Upon Request,Industrial,"1,250 - 4,250 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '32 min drive', '18.6 mi'), ('Port of Shreveport', '417 min drive', '383.5 mi'), ('BNSF-OKLAHOMA CITY-OK', '17 min drive', '10.4 mi')]",
3931 W Albany St,Storage Space,"43,000 SF",Broken Arrow,"Property Type,Industrial,Rentable Building Area,43,000 SF,Property Subtype,Warehouse,Year Built,2017",7/18/2019,16649823,Rent Upon Request,Industrial,"10,000 SF",1 Space,OK,For Lease,Industrial,,"Lighting,Heating"
2133 SW 4th St,,"16,900 SF",Lawton,"Rental Rate,$2.49 /SF/YR,Rentable Building Area,16,900 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",9/23/2019,17273157,$0.21 SF/Mo,Industrial,"16,900 SF",1 Space,OK,For Lease,Industrial,"[('Lawton-Fort Sill Regional Airport', '14 min drive', '4.5 mi'), ('Port of Shreveport', '421 min drive', '387.9 mi'), ('Attebury Grain, Inc. - 202 N. Commercial', '50 min drive', '32.7 mi')]",
5454 S 103rd East Ave,"Fenced Lot,Signage","7,500 SF",Tulsa,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,7,500 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",9/25/2019,17291961,$0.50 SF/Mo,Industrial,"7,500 SF",1 Space,OK,For Lease,Industrial,"[('Tulsa International Airport', '21 min drive', '12.9 mi'), ('Port of Shreveport', '426 min drive', '365.5 mi'), ('KATY INTERMODALTRANSFER TERMINAL-TULSA-OK', '2 min drive', '0.5 mi')]",
4601-4627 NW 3rd St,,"67,610 SF",Oklahoma City,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,67,610 SF,Property Type,Industrial,Year Built,1971,Property Subtype,Warehouse,Cross Streets,Meridian Ave",10/22/2019,17521363,$0.42 SF/Mo,Industrial,"9,882 - 24,489 SF",2 Spaces,OK,For Lease,Industrial,"[('Will Rogers World Airport', '16 min drive', '6.2 mi'), ('Port of Shreveport', '442 min drive', '404.0 mi'), ('APOLLO DISTRIBUTION, INC.-OKLAHOMA CITY-OK', '8 min drive', '3.5 mi')]",
401 W 33rd St,"Fenced Lot,Signage","75,609 SF",Edmond,"Min. Divisible,255 SF,Rentable Building Area,75,609 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse",10/28/2019,17569081,Rent Upon Request,Industrial,255 - 550 SF,1 Space,OK,For Lease,Office,"[('Will Rogers World Airport', '34 min drive', '20.6 mi'), ('Port of Shreveport', '447 min drive', '409.7 mi'), ('COMMERCIAL WAREHOUSE CO.-OKLAHOMA CITY-OK', '13 min drive', '9.0 mi')]",
1039 SE 26th St,Fenced Lot,"5,760 SF",Oklahoma City,"Rental Rate,$4.85 /SF/YR,Rentable Building Area,5,760 SF,Property Type,Industrial,Year Built,1981,Property Subtype,Warehouse",11/5/2019,17641150,$0.40 SF/Mo,Industrial,"5,760 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '22 min drive', '9.3 mi'), ('Port of Shreveport', '431 min drive', '396.3 mi'), ('OKLAHOMA CITY RELOAD, INC.-OKLAHOMA CITY-OK', '4 min drive', '1.2 mi')]",
1901 S 81st West Ave,Yard,"24,000 SF",Tulsa,"Rental Rate,$4.25 /SF/YR,Rentable Building Area,24,000 SF,Property Type,Industrial,Year Built,1970,Property Subtype,Warehouse",11/11/2019,17691504,$0.35 SF/Mo,Industrial,"24,000 SF",1 Space,OK,For Lease,Industrial,,
3901 S Thomas Rd,,"16,650 SF",Oklahoma City,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,16,650 SF,Property Type,Industrial,Year Built,2013,Property Subtype,Warehouse",11/19/2019,17764547,$0.54 SF/Mo,Industrial,"5,364 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '11 min drive', '3.5 mi'), ('Port of Shreveport', '438 min drive', '400.8 mi'), ('APOLLO DISTRIBUTION, INC.-OKLAHOMA CITY-OK', '2 min drive', '0.3 mi')]",
101 N Ann Arbor Ave,"Fenced Lot,Yard","27,692 SF",Oklahoma City,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,27,692 SF,Property Type,Industrial,Year Built,1973,Property Subtype,Warehouse",12/4/2019,17874328,$0.38 SF/Mo,Industrial,"27,692 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '17 min drive', '6.8 mi'), ('Port of Shreveport', '443 min drive', '405.0 mi'), ('APOLLO DISTRIBUTION, INC.-OKLAHOMA CITY-OK', '8 min drive', '3.7 mi')]",
14808 Santa Fe Crossing Dr,,"9,153 SF",Edmond,"Rental Rate,$7.95 /SF/YR,Rentable Building Area,9,153 SF,Property Type,Industrial,Year Built,2017,Property Subtype,Warehouse",12/11/2019,17938114,$0.66 SF/Mo,Industrial,"3,153 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '35 min drive', '21.3 mi'), ('Port of Shreveport', '449 min drive', '410.4 mi'), ('COMMERCIAL WAREHOUSE CO.-OKLAHOMA CITY-OK', '14 min drive', '9.7 mi')]",
4600 S 4th St,Conferencing Facility,"9,026 SF",Chickasha,"Rental Rate,$6.65 /SF/YR,Rentable Building Area,9,026 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",12/12/2019,17951376,$0.55 SF/Mo,Industrial,"9,026 SF",1 Space,OK,For Lease,Industrial,,
5925 NW 37th St,Fenced Lot,"6,720 SF",Oklahoma City,"Rental Rate,$4.21 /SF/YR,Rentable Building Area,6,720 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Warehouse",12/16/2019,17979158,$0.35 SF/Mo,Industrial,"6,720 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '22 min drive', '9.8 mi'), ('Port of Shreveport', '447 min drive', '407.4 mi'), ('APOLLO DISTRIBUTION, INC.-OKLAHOMA CITY-OK', '12 min drive', '6.3 mi')]","Lighting - Fluorescent,Water - City Water,Sewer - City Sewer,Heating - Gas"
1662 N 166th East Ave,,"5,350 SF",Tulsa,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,5,350 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",12/18/2019,17995701,$0.54 SF/Mo,Industrial,"5,350 SF",1 Space,OK,For Lease,Industrial,"[('Tulsa International Airport', '18 min drive', '11.5 mi'), ('Port of Shreveport', '433 min drive', '372.5 mi'), ('ELLSWORTH MOTOR FREIGHT LINES, INC.-TULSA-OK', '3 min drive', '1.1 mi')]",
9410 E 46th St N,"24 Hour Access,Yard,Air Conditioning","9,210 SF",Tulsa,"Property Type,Industrial,Rentable Building Area,9,210 SF,Property Subtype,Warehouse,Year Built,1970",12/19/2019,18001756,Rent Upon Request,Industrial,"9,210 SF",1 Space,OK,For Lease,Industrial,"[('Tulsa International Airport', '6 min drive', '2.8 mi'), ('Port of Shreveport', '434 min drive', '373.7 mi'), ('SOUTH KANSAS AND OKLAHOMA RAILROAD-OWASSO-OK', '6 min drive', '3.7 mi')]",
1-27 SW F Ave,,"29,000 SF",Lawton,"Rental Rate,$4.00 - $4.44 /SF/YR,Property Subtype,Warehouse,Min. Divisible,1,625 SF,Rentable Building Area,29,000 SF,Property Type,Industrial,Year Built,1972",6/27/2019,18044829,$0.33 - $0.37 SF/Mo,Industrial,"1,625 - 20,000 SF",2 Spaces,OK,For Lease,Industrial,"[('Lawton-Fort Sill Regional Airport', '14 min drive', '4.8 mi'), ('Port of Shreveport', '421 min drive', '389.2 mi'), ('Attebury Grain, Inc. - 202 N. Commercial', '50 min drive', '34.0 mi')]",
11717 N Morgan Rd,,"4,800 SF",Yukon,"Rental Rate,$21.00 /SF/YR,Rentable Building Area,4,800 SF,Property Type,Industrial,Year Built,2000,Property Subtype,Warehouse",1/6/2020,18091749,$1.75 SF/Mo,Industrial,"4,800 SF",1 Space,OK,For Lease,Industrial,,
4610 NW 10th St,,"4,800 SF",Oklahoma City,"Rental Rate,$6.25 /SF/YR,Rentable Building Area,4,800 SF,Property Type,Industrial,Year Built,1966,Property Subtype,Warehouse",1/13/2020,18175263,$0.52 SF/Mo,Industrial,"4,800 SF",1 Space,OK,For Lease,Industrial,,
10522 E Latimer St,,"4,786 SF",Tulsa,"Rental Rate,$8.25 /SF/YR,Rentable Building Area,4,786 SF,Property Type,Industrial,Year Built,2013,Property Subtype,Warehouse",1/22/2020,18261689,$0.69 SF/Mo,Industrial,"4,786 SF",1 Space,OK,For Lease,Industrial,"[('Tulsa International Airport', '12 min drive', '6.1 mi'), ('Port of Shreveport', '431 min drive', '370.2 mi'), ('METRO PORT WAREHOUSE CO. OF OKLAHOMA, INC.-TULSA-O', '11 min drive', '5.7 mi')]",
5216 SW 23rd St,Fenced Lot,"5,700 SF",Oklahoma City,"Rental Rate,$8.00 /SF/YR,Rentable Building Area,5,700 SF,Property Type,Industrial,Year Built,2019,Property Subtype,Warehouse",1/22/2020,18263504,$0.67 SF/Mo,Industrial,"5,700 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '14 min drive', '4.6 mi'), ('Port of Shreveport', '440 min drive', '401.8 mi'), ('APOLLO DISTRIBUTION, INC.-OKLAHOMA CITY-OK', '4 min drive', '1.2 mi')]","Lighting,Gas,Water,Sewer,Heating"
7301 S Eastern Ave,,"10,000 SF",Oklahoma City,"Rental Rate,$8.00 /SF/YR,Rentable Building Area,10,000 SF,Min. Divisible,5,000 SF,Year Built,2020,Property Type,Industrial,Construction Status,Under Construction,Property Subtype,Warehouse",1/31/2020,18364806,$0.67 SF/Mo,Industrial,"5,000 - 10,000 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '18 min drive', '9.2 mi'), ('Port of Shreveport', '428 min drive', '393.8 mi'), ('AFFILIATED CARTAGE, INC.-OKLAHOMA CITY-OK', '1 min drive', '0.4 mi')]",
11327 E 20th St,Signage,"3,531 SF",Tulsa,"Rental Rate,$6.80 /SF/YR,Rentable Building Area,3,531 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",2/4/2020,18404248,$0.57 SF/Mo,Industrial,"3,531 SF",1 Space,OK,For Lease,Industrial,"[('Tulsa International Airport', '16 min drive', '9.3 mi'), ('Port of Shreveport', '428 min drive', '367.6 mi'), ('KATY INTERMODALTRANSFER TERMINAL-TULSA-OK', '9 min drive', '4.0 mi')]",
3700 S Kelly Ave,Signage,"12,000 SF",Edmond,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,12,000 SF,Property Type,Industrial,Year Built,1996,Property Subtype,Warehouse",2/18/2020,18561101,$0.54 SF/Mo,Industrial,"12,000 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '33 min drive', '20.0 mi'), ('Port of Shreveport', '446 min drive', '409.1 mi'), ('COMMERCIAL WAREHOUSE CO.-OKLAHOMA CITY-OK', '12 min drive', '8.4 mi')]",
15024 W Hwy 66,Fenced Lot,"10,950 SF",Yukon,"Rental Rate,$17.53 /SF/YR,Rentable Building Area,10,950 SF,Property Type,Industrial,Year Built,2015,Property Subtype,Warehouse",2/26/2020,18655149,$1.46 SF/Mo,Industrial,"10,950 SF",1 Space,OK,For Lease,Industrial,"[('Will Rogers World Airport', '30 min drive', '19.1 mi'), ('Port of Shreveport', '455 min drive', '416.9 mi'), ('El Reno Terminal Grain', '14 min drive', '9.3 mi')]",
1415 S 70th East Ave,Signage,"8,050 SF",Tulsa,"Rental Rate,$4.95 /SF/YR,Rentable Building Area,8,050 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",3/3/2020,18727099,$0.41 SF/Mo,Industrial,"8,050 SF",1 Space,OK,For Lease,Industrial,"[('Tulsa International Airport', '14 min drive', '6.4 mi'), ('Port of Shreveport', '428 min drive', '366.4 mi'), ('METRO PORT WAREHOUSE CO. OF OKLAHOMA, INC.-TULSA-O', '4 min drive', '1.4 mi')]",
