address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
2826 Westover Park St,,"30,000 SF",Belden,"Rental Rate,$2.50 /SF/YR,Rentable Building Area,30,000 SF,Property Type,Industrial,Year Built,1989,Property Subtype,Warehouse",2/14/2020,18524367,$0.21 SF/Mo,Industrial,"30,000 SF",1 Space,MS,For Lease,Industrial,,
2100 W Chambers Dr,,"357,650 SF",Booneville,"Rental Rate,$2.20 /SF/YR,Rentable Building Area,357,650 SF,Property Type,Industrial,Year Built,2001,Property Subtype,Warehouse",2/19/2020,18568689,$0.18 SF/Mo,Industrial,"357,650 SF",1 Space,MS,For Lease,Industrial,"[('Port of Mobile', '372 min drive', '305.0 mi'), ('REDMONT TRANSLOAD', '63 min drive', '40.5 mi')]",
875 Highway 51 S,"USDA/FDA,Yard,Air Conditioning","90,000 SF",Batesville,"Rental Rate,$3.25 /SF/YR,Rentable Building Area,90,000 SF,Property Type,Industrial,Year Built,1972,Property Subtype,Warehouse",3/13/2019,18637436,$0.27 SF/Mo,Industrial,"39,000 SF",1 Space,MS,For Lease,Industrial,"[('Port of Shreveport', '407 min drive', '330.2 mi'), ('NATCHEZ ADAM COUNTY PORT COMMISSION', '75 min drive', '63.7 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
19001 Hwy 51,,"406,168 SF",Hazlehurst,"Rental Rate,$3.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,100,000 SF,Rentable Building Area,406,168 SF,Property Type,Industrial,Year Built,2000",3/9/2020,18801212,$0.29 SF/Mo,Industrial,"100,000 - 230,400 SF",1 Space,MS,For Lease,Industrial,"[('Port of Greater Baton Rouge', '171 min drive', '147.8 mi'), ('LEFLEUR PAPER COMPANY, LLC', '45 min drive', '32.2 mi')]",
380 Commerce Park Dr,,"148,743 SF",Jackson,"Rental Rate,$3.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,50,000 SF,Rentable Building Area,148,743 SF,Property Type,Industrial,Year Built,1960",2/25/2019,18994818,$0.29 SF/Mo,Industrial,"50,000 - 148,000 SF",1 Space,MS,For Lease,Industrial,"[('Jackson–Evers International Airport', '24 min drive', '11.6 mi'), ('Port of Greater Baton Rouge', '203 min drive', '179.9 mi'), ('WAREHOUSE SERVICES, INC.-JACKSON-MS', '12 min drive', '4.3 mi')]",
181 Davis Johnson Dr,,"67,275 SF",Richland,"Rental Rate,$7.56 /SF/YR,Rentable Building Area,67,275 SF,Property Type,Industrial,Year Built,1989,Property Subtype,Warehouse",4/13/2020,19212169,$0.63 SF/Mo,Industrial,"5,000 SF",1 Space,MS,For Lease,Industrial,"[('Jackson–Evers International Airport', '18 min drive', '9.5 mi'), ('Port of Greater Baton Rouge', '199 min drive', '178.0 mi'), ('KANSAS CITY SOUTHERN-JACKSON-MS', '3 min drive', '0.5 mi')]",Lighting - Fluorescent
2787 S Harper Rd,"Fenced Lot,Storage Space,Fluorescent Lighting,Air Conditioning","584,311 SF",Corinth,"Min. Divisible,20,000 SF,Rentable Building Area,584,311 SF,Property Type,Industrial,Year Built,1976,Property Subtype,Warehouse",6/15/2017,8425035,Rent Upon Request,Industrial,"20,000 - 584,311 SF",1 Space,MS,For Lease,Industrial,"[('Port of Mobile', '391 min drive', '321.0 mi'), ('REDMONT TRANSLOAD', '72 min drive', '49.3 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Steam Oil"
1700-1752 N Corrington Ave,Signage,"81,910 SF",Kansas City,"Rental Rate,$6.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,3,000 SF,Rentable Building Area,81,910 SF,Property Type,Industrial,Year Built,1986",3/13/2020,18855601,$0.50 SF/Mo,Industrial,"3,000 - 64,410 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '32 min drive', '24.1 mi'), ('Port of Shreveport', '694 min drive', '560.8 mi'), ('METRO PARK WAREHOUSES, INC.-KANSAS CITY-MO', '7 min drive', '1.9 mi')]",
625 Feise Rd,,"12,000 SF",O'Fallon,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,12,000 SF,Property Type,Industrial,Year Built,1997,Property Subtype,Warehouse",3/13/2020,18857306,$0.50 SF/Mo,Industrial,"12,000 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '37 min drive', '24.0 mi'), ('Port of Shreveport', '691 min drive', '592.3 mi'), ('HCI CHEMTECH DISTRUBITION INC.-CHESTERFIELD-MO', '29 min drive', '20.1 mi')]",
6239-6245 Lemay Ferry Rd,"Bio-Tech/ Lab Space,Floor Drains,Property Manager on Site,Raised Floor,Signage,USDA/FDA,Storage Space,Monument Signage,Air Conditioning","210,690 SF",Saint Louis,"Rental Rate,$7.50 - $11.00 /SF/YR,Rentable Building Area,210,690 SF,Property Type,Industrial,Year Built,1977,Property Subtype,Warehouse,Cross Streets,Meramec Bottom Rd",3/21/2020,18945664,$0.63 - $0.92 SF/Mo,Industrial,"13,513 - 51,513 SF",2 Spaces,MO,For Lease,"Office, Industrial",,"Lighting - Halide,Gas - Natural,Water - County Water,Sewer - County Sewer,Heating - Gas"
1300 W Poplar St,Fenced Lot,"62,000 SF",Springfield,"Rental Rate,$3.35 /SF/YR,Rentable Building Area,62,000 SF,Property Type,Industrial,Year Built,1996,Property Subtype,Warehouse",3/31/2020,19063826,$0.28 SF/Mo,Industrial,"7,000 SF",1 Space,MO,For Lease,Industrial,"[('Springfield-Branson National Airport', '18 min drive', '7.6 mi'), ('Port of Shreveport', '530 min drive', '434.7 mi'), ('WESTSIDE RELOAD-SPRINGFIELD-MO', '5 min drive', '1.8 mi')]","Lighting,Gas,Water,Sewer,Heating"
1291-1299 N Highway Dr,Signage,"257,181 SF",Fenton,"Rental Rate,$4.95 /SF/YR,Rentable Building Area,257,181 SF,Property Type,Industrial,Year Built,1967,Property Subtype,Warehouse",3/31/2020,19064158,$0.41 SF/Mo,Industrial,"74,000 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '34 min drive', '21.3 mi'), ('Port of Shreveport', '657 min drive', '564.0 mi'), ('HCI CHEMTECH DISTRUBITION INC.-CHESTERFIELD-MO', '19 min drive', '10.1 mi')]",
130 N Central Dr,Signage,"12,000 SF",O'Fallon,"Rental Rate,$7.50 /SF/YR,Rentable Building Area,12,000 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse,Cross Streets,Elaine Dr",4/1/2020,19080986,$0.63 SF/Mo,Industrial,"12,000 SF",1 Space,MO,For Lease,Flex,"[('Lambert-St. Louis International Airport', '37 min drive', '23.6 mi'), ('Port of Shreveport', '694 min drive', '595.0 mi'), ('HCI CHEMTECH DISTRUBITION INC.-CHESTERFIELD-MO', '33 min drive', '20.9 mi')]",
9740-9754 N Seymour St,"24 Hour Access,Signage,Storage Space,Air Conditioning","24,000 SF",Kansas City,"Rental Rate,$7.00 /SF/YR,Rentable Building Area,24,000 SF,Property Type,Industrial,Year Built,1984,Property Subtype,Warehouse",4/2/2020,19091462,$0.58 SF/Mo,Industrial,"6,000 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '11 min drive', '6.0 mi'), ('Port of Shreveport', '714 min drive', '572.9 mi'), ('FARMLAND INDUSTRIES, INC.-KANSAS CITY-KS', '16 min drive', '10.7 mi')]","Water - City Water,Sewer - City Sewer"
2735 Mercantile Dr,Signage,"24,000 SF",Brentwood,"Rental Rate,$8.25 /SF/YR,Rentable Building Area,24,000 SF,Property Type,Industrial,Year Built,1967,Property Subtype,Warehouse",4/13/2020,19209852,$0.69 SF/Mo,Industrial,"9,000 SF",1 Space,MO,For Lease,Industrial,"[('Maplewood-Manchester Transit Stop', '12 min walk', '0.5 mi'), ('Sunnen Transit Stop', '18 min walk', '0.9 mi'), ('Lambert-St. Louis International Airport', '20 min drive', '12.3 mi'), ('Port of Shreveport', '661 min drive', '568.0 mi'), ('Cole Grain Co.', '4 min drive', '1.5 mi')]",
11990 Missouri Bottom Rd,"Fenced Lot,Security System,Signage,Fluorescent Lighting","107,000 SF",Hazelwood,"Rental Rate,$3.95 /SF/YR,Rentable Building Area,107,000 SF,Property Type,Industrial,Year Built,2005,Property Subtype,Warehouse",1/23/2017,5564435,$0.33 SF/Mo,Industrial,"107,000 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '10 min drive', '4.0 mi'), ('Port of Shreveport', '676 min drive', '581.8 mi'), ('G. A. T. X. Logistics', '7 min drive', '3.4 mi')]",Lighting - Fluorescent
5-49 Cassens Ct,Signage,"67,200 SF",Fenton,"Rental Rate,$7.75 /SF/YR,Rentable Building Area,67,200 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",11/15/2019,12762040,$0.65 SF/Mo,Industrial,"9,694 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '36 min drive', '21.4 mi'), ('Port of Shreveport', '659 min drive', '564.1 mi'), ('HCI CHEMTECH DISTRUBITION INC.-CHESTERFIELD-MO', '22 min drive', '11.9 mi')]",
145-159 Cassens Ct,"Signage,Storage Space","101,366 SF",Fenton,"Rental Rate,$4.25 /SF/YR,Rentable Building Area,101,366 SF,Property Type,Industrial,Year Built,1986,Property Subtype,Warehouse",12/20/2018,14683073,$0.35 SF/Mo,Industrial,"20,431 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '36 min drive', '21.5 mi'), ('Port of Shreveport', '660 min drive', '564.2 mi'), ('HCI CHEMTECH DISTRUBITION INC.-CHESTERFIELD-MO', '23 min drive', '12.0 mi')]",
1340-1348 Quebec St,,"42,880 SF",North Kansas City,"Rental Rate,$3.70 /SF/YR,Rentable Building Area,42,880 SF,Property Type,Industrial,Year Built,1945,Property Subtype,Warehouse",7/2/2019,16503179,$0.31 SF/Mo,Industrial,"42,880 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '28 min drive', '19.4 mi'), ('Port of Shreveport', '697 min drive', '560.4 mi'), ('METRO PARK WAREHOUSES, INC.-N. KANSAS CITY-MO', '1 min drive', '0.0 mi')]",
1501 Bedford Rd,,"22,588 SF",North Kansas City,"Rental Rate,$4.10 /SF/YR,Rentable Building Area,22,588 SF,Property Type,Industrial,Year Built,1959,Property Subtype,Warehouse",7/2/2019,16503244,$0.34 SF/Mo,Industrial,"22,588 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '27 min drive', '19.5 mi'), ('Port of Shreveport', '696 min drive', '560.2 mi'), ('METRO PARK WAREHOUSES, INC.-N. KANSAS CITY-MO', '1 min drive', '0.2 mi')]",
1000 W 12th St,Fenced Lot,"51,358 SF",Kansas City,"Rental Rate,$2.75 /SF/YR,Rentable Building Area,51,358 SF,Property Type,Industrial,Year Built,1959,Property Subtype,Warehouse",7/11/2019,16583494,$0.23 SF/Mo,Industrial,"51,304 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '29 min drive', '20.1 mi'), ('Port of Shreveport', '695 min drive', '559.4 mi'), ('KANSAS CITY SOUTHERN RAILWAY-KANSAS CITY-MO-114 WE', '4 min drive', '1.4 mi')]",
3039 E Pythian St,"Fenced Lot,Floor Drains,Storage Space","56,892 SF",Springfield,"Rental Rate,$3.25 /SF/YR,Rentable Building Area,56,892 SF,Property Type,Industrial,Year Built,1983,Property Subtype,Warehouse",8/5/2019,16820487,$0.27 SF/Mo,Industrial,"56,892 SF",1 Space,MO,For Lease,Industrial,"[('Springfield-Branson National Airport', '26 min drive', '13.0 mi'), ('Port of Shreveport', '524 min drive', '430.9 mi'), ('QUEEN CITY WAREHOUSE CORP.-SPRINGFIELD-MO', '5 min drive', '1.7 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
4600 NW 41st St,Air Conditioning,"341,760 SF",Riverside,"Rental Rate,$4.80 /SF/YR,Property Subtype,Warehouse,Min. Divisible,55,000 SF,Rentable Building Area,341,760 SF,Property Type,Industrial,Year Built,2014",8/8/2019,16856698,$0.40 SF/Mo,Industrial,"55,000 - 118,994 SF",1 Space,MO,For Lease,Industrial,,"Lighting,Gas,Water,Sewer"
2911 E 81st St,,"12,000 SF",Kansas City,"Rental Rate,$5.14 - $5.45 /SF/YR,Rentable Building Area,12,000 SF,Property Type,Industrial,Year Built,1975,Property Subtype,Warehouse",8/28/2019,17052351,$0.43 - $0.45 SF/Mo,Industrial,"2,200 - 5,000 SF",2 Spaces,MO,For Lease,Industrial,,
2851 Hwy 60 N,"24 Hour Access,Signage,Fluorescent Lighting","16,200 SF",Billings,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,16,200 SF,Property Type,Industrial,Year Built,2000,Property Subtype,Warehouse",9/20/2019,17252202,$0.42 SF/Mo,Industrial,"1,800 SF",1 Space,MO,For Lease,Industrial,"[('Springfield-Branson National Airport', '34 min drive', '19.4 mi'), ('Port of Shreveport', '539 min drive', '442.6 mi'), ('MFA Grain Operations-Aurora', '25 min drive', '15.7 mi')]",Water - Well
1779 Scherer Pky,Signage,"10,000 SF",Saint Charles,"Rental Rate,$8.40 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,1977,Property Subtype,Warehouse",9/23/2019,17271516,$0.70 SF/Mo,Industrial,"5,000 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '22 min drive', '12.8 mi'), ('Port of Shreveport', '680 min drive', '584.1 mi'), ('HCI CHEMTECH DISTRUBITION INC.-CHESTERFIELD-MO', '17 min drive', '10.1 mi')]",
1960 E Bergman St,,"204,514 SF",Springfield,"Rental Rate,$4.95 /SF/YR,Rentable Building Area,204,514 SF,Min. Divisible,100,000 SF,Year Built,2020,Property Type,Industrial,Construction Status,Under Construction,Property Subtype,Warehouse",10/8/2019,17397036,$0.41 SF/Mo,Industrial,"100,000 - 138,600 SF",1 Space,MO,For Lease,Industrial,,"Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
3600 Big Bend Industrial Ct,Fenced Lot,"5,000 SF",Maplewood,"Rental Rate,$14.40 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",10/3/2019,17357041,$1.20 SF/Mo,Industrial,"5,000 SF",1 Space,MO,For Lease,Industrial,"[('Sunnen Transit Stop', '17 min walk', '0.9 mi'), ('Lambert-St. Louis International Airport', '22 min drive', '13.3 mi'), ('Port of Shreveport', '660 min drive', '567.1 mi'), ('BNSF-ST. LOUIS-MO', '4 min drive', '0.7 mi')]",
1600-1614 Headland Dr,"Signage,Air Conditioning","41,422 SF",Fenton,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,41,422 SF,Property Type,Industrial,Year Built/Renovated,1980/2019,Property Subtype,Warehouse,Cross Streets,Wolfner Dr",4/18/2020,17416000,$1.00 SF/Mo,Industrial,"3,400 SF",1 Space,MO,For Lease,Office,"[('Lambert-St. Louis International Airport', '34 min drive', '20.6 mi'), ('Port of Shreveport', '656 min drive', '562.7 mi'), ('BNSF-ST. LOUIS-MO', '17 min drive', '9.9 mi')]","Gas - Natural,Water - County Water,Sewer - County Sewer,Heating - Gas"
2534 N Patterson Ave,,"12,000 SF",Springfield,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,12,000 SF,Property Type,Industrial,Year Built,2003,Property Subtype,Warehouse",10/10/2019,17419411,$0.54 SF/Mo,Industrial,"6,000 SF",1 Space,MO,For Lease,Industrial,,"Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
1540 Atlantic Ave,,"156,793 SF",North Kansas City,"Rental Rate,$4.00 /SF/YR,Rentable Building Area,156,793 SF,Property Type,Industrial,Year Built,1968,Property Subtype,Warehouse",10/15/2019,17457074,$0.33 SF/Mo,Industrial,"17,807 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '24 min drive', '16.8 mi'), ('Port of Shreveport', '697 min drive', '560.4 mi'), ('Wagner Industries, Inc.', '7 min drive', '2.1 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
630 N Prince Ln,,"7,500 SF",Springfield,"Rental Rate,$5.50 /SF/YR,Rentable Building Area,7,500 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",10/15/2019,17458047,$0.46 SF/Mo,Industrial,"7,500 SF",1 Space,MO,For Lease,Industrial,"[('Springfield-Branson National Airport', '25 min drive', '14.8 mi'), ('Port of Shreveport', '523 min drive', '430.5 mi'), ('QUEEN CITY WAREHOUSE CORP.-SPRINGFIELD-MO', '4 min drive', '1.1 mi')]",
5208 Stilwell St,,"100,791 SF",Kansas City,"Rental Rate,$4.15 /SF/YR,Rentable Building Area,100,791 SF,Property Type,Industrial,Year Built,2014,Property Subtype,Warehouse",11/14/2019,17718734,$0.35 SF/Mo,Industrial,"100,791 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '30 min drive', '19.9 mi'), ('Port of Shreveport', '697 min drive', '562.2 mi'), ('HCI Chemtech Industries', '2 min drive', '0.4 mi')]","Lighting,Gas,Water - City Water"
1313 Vernon St,Signage,"68,489 SF",North Kansas City,"Rental Rate,$3.50 /SF/YR,Rentable Building Area,68,489 SF,Property Type,Industrial,Year Built,1963,Property Subtype,Warehouse",12/9/2019,17915427,$0.29 SF/Mo,Industrial,"68,489 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '29 min drive', '19.6 mi'), ('Port of Shreveport', '699 min drive', '561.3 mi'), ('CONSOLIDATED TRANSFER AND WAREHOUSE CO., INC.-N. K', '3 min drive', '0.5 mi')]",
629-639 Lambert Pointe Dr,,"105,475 SF",Hazelwood,"Rental Rate,$5.25 /SF/YR,Rentable Building Area,105,475 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse",12/13/2019,17959532,$0.44 SF/Mo,Industrial,"30,818 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '9 min drive', '3.2 mi'), ('Port of Shreveport', '679 min drive', '583.3 mi'), ('G. A. T. X. Logistics', '6 min drive', '2.5 mi')]",
1500 SE 40 Highway,,"15,860 SF",Blue Springs,"Rental Rate,$8.95 /SF/YR,Rentable Building Area,15,860 SF,Property Type,Industrial,Year Built/Renovated,2001/2016,Property Subtype,Warehouse",12/17/2019,17986294,$0.75 SF/Mo,Industrial,"15,860 SF",1 Space,MO,For Lease,Industrial,"[('Port of Shreveport', '697 min drive', '553.2 mi'), ('Interstate Underground Warehouse Industrial Park', '23 min drive', '16.5 mi')]",
4251 NE Port Dr,"24 Hour Access,Fenced Lot,Front Loading,Security System","20,816 SF",Lees Summit,"Rental Rate,$8.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,6,000 SF,Rentable Building Area,20,816 SF,Property Type,Industrial,Year Built,1992",12/31/2019,18061793,$0.71 SF/Mo,Industrial,"6,000 - 10,000 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '53 min drive', '39.0 mi'), ('Port of Shreveport', '687 min drive', '547.0 mi'), ('Siegert Transporation Services Inc.', '19 min drive', '13.7 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
1012 NE Jib Ct,,"14,892 SF",Lees Summit,"Rental Rate,$8.25 /SF/YR,Rentable Building Area,14,892 SF,Property Type,Industrial,Year Built,1991,Property Subtype,Warehouse",12/31/2019,18062033,$0.69 SF/Mo,Industrial,"4,200 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '52 min drive', '38.0 mi'), ('Port of Shreveport', '687 min drive', '547.1 mi'), ('Siegert Transporation Services Inc.', '19 min drive', '12.7 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
8661 Grant Rd,Storage Space,"18,749 SF",Crestwood,"Rental Rate,$10.98 /SF/YR,Rentable Building Area,18,749 SF,Property Type,Industrial,Year Built,1952,Property Subtype,Warehouse",1/3/2020,18085385,$0.92 SF/Mo,Industrial,"2,350 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '26 min drive', '15.8 mi'), ('Port of Shreveport', '657 min drive', '565.4 mi'), ('BNSF-ST. LOUIS-MO', '9 min drive', '5.2 mi')]","Gas,Water,Sewer - City Sewer,Heating - Gas"
3121 E Elm St,,"22,000 SF",Springfield,"Rental Rate,$6.25 /SF/YR,Rentable Building Area,22,000 SF,Property Type,Industrial,Year Built,1975,Property Subtype,Warehouse",1/6/2020,18091837,$0.52 SF/Mo,Industrial,"22,000 SF",1 Space,MO,For Lease,Industrial,"[('Springfield-Branson National Airport', '26 min drive', '14.9 mi'), ('Port of Shreveport', '523 min drive', '430.1 mi'), ('QUEEN CITY WAREHOUSE CORP.-SPRINGFIELD-MO', '4 min drive', '1.4 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
700 Crown Industrial Ct,Signage,"16,406 SF",Chesterfield,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,16,406 SF,Property Type,Industrial,Year Built,1992,Property Subtype,Warehouse",10/28/2019,12933278,$1.00 SF/Mo,Industrial,"697 - 1,428 SF",2 Spaces,MO,For Lease,"Office, Industrial","[('Port of Shreveport', '1 min drive', '467.2 mi'), ('HCI CHEMTECH DISTRUBITION INC.-CHESTERFIELD-MO', '1 min drive', '7.1 mi')]",
2901 S 22nd St,Signage,"109,035 SF",Saint Joseph,"Rental Rate,$2.50 /SF/YR,Rentable Building Area,109,035 SF,Property Type,Industrial,Year Built,1962,Property Subtype,Warehouse",1/24/2019,13327828,$0.21 SF/Mo,Industrial,"47,235 - 109,035 SF",2 Spaces,MO,For Lease,Industrial,"[('Port of Shreveport', '751 min drive', '608.7 mi'), ('Bartlett And Co., Grain', '7 min drive', '2.6 mi')]","Water - City Water,Sewer - City Sewer,Heating - Gas"
3615 Gardner Ave,,"50,854 SF",Kansas City,"Rental Rate,$3.95 /SF/YR,Rentable Building Area,50,854 SF,Property Type,Industrial,Year Built,1970,Property Subtype,Warehouse",8/30/2018,13636275,$0.33 SF/Mo,Industrial,"29,200 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '30 min drive', '20.9 mi'), ('Port of Shreveport', '697 min drive', '562.8 mi'), ('Reload, Incorporated', '4 min drive', '1.4 mi')]",
1911-1913 E Florida St,,"14,500 SF",Springfield,"Rental Rate,$4.75 /SF/YR,Rentable Building Area,14,500 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse",10/8/2018,14005936,$0.40 SF/Mo,Industrial,"8,400 SF",1 Space,MO,For Lease,Industrial,"[('Springfield-Branson National Airport', '20 min drive', '10.6 mi'), ('Port of Shreveport', '528 min drive', '433.0 mi'), ('QUEEN CITY WAREHOUSE CORP.-SPRINGFIELD-MO', '6 min drive', '2.4 mi')]","Lighting,Gas,Water,Sewer,Heating"
2176 N Fox Hollow Dr,"Floor Drains,Air Conditioning","1,620 SF",Nixa,"Rental Rate,$7.37 /SF/YR,Rentable Building Area,1,620 SF,Property Type,Industrial,Year Built,1996,Property Subtype,Warehouse",4/1/2020,14136354,$0.61 SF/Mo,Industrial,"3,240 SF",2 Spaces,MO,For Lease,"Office, Industrial",,"Water - City Water,Sewer - City Sewer,Heating - Electric"
3801 Hypoint Blvd,,"50,400 SF",Rolla,"Rental Rate,$3.75 /SF/YR,Rentable Building Area,50,400 SF,Property Type,Industrial,Year Built,1995,Property Subtype,Warehouse",10/23/2018,14169314,$0.31 SF/Mo,Industrial,"50,400 SF",1 Space,MO,For Lease,Industrial,"[('Port of Shreveport', '617 min drive', '507.4 mi'), ('MFA Agri-Services-Jefferson City', '81 min drive', '59.7 mi')]","Lighting - Metal Halide,Water - City Water,Sewer - City Sewer,Heating - Gas"
1801 Russell Blvd,,"11,143 SF",Saint Louis,"Rental Rate,$3.94 /SF/YR,Rentable Building Area,11,143 SF,Property Type,Industrial,Year Built,1949,Property Subtype,Warehouse",12/13/2018,14633008,$0.33 SF/Mo,Industrial,"11,143 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '26 min drive', '16.5 mi'), ('Port of Shreveport', '660 min drive', '569.5 mi'), ('SAVAGE INDUSTRIES, INC.-ST. LOUIS-MO', '5 min drive', '2.3 mi')]",
1067-1083 N Warson Rd,,"64,143 SF",Saint Louis,"Rental Rate,$4.25 /SF/YR,Rentable Building Area,64,143 SF,Property Type,Industrial,Year Built,1971,Property Subtype,Warehouse",12/21/2018,14690600,$0.35 SF/Mo,Industrial,"18,635 SF",1 Space,MO,For Lease,Industrial,,
5036 NW Waukomis Dr,,"10,145 SF",Kansas City,"Rental Rate,$11.00 /SF/YR,Rentable Building Area,10,145 SF,Property Type,Industrial,Year Built,2009,Property Subtype,Warehouse",1/22/2019,14950925,$0.92 SF/Mo,Industrial,"10,145 SF",1 Space,MO,For Lease,Industrial,,
13741-13781 Rider Trail N,"Bus Line,Signage","127,873 SF",Earth City,"Rental Rate,$3.50 /SF/YR,Rentable Building Area,127,873 SF,Property Type,Industrial,Year Built,1973,Property Subtype,Warehouse",1/24/2019,14970549,$0.29 SF/Mo,Industrial,"23,300 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '17 min drive', '8.9 mi'), ('Port of Shreveport', '677 min drive', '581.8 mi'), ('G. A. T. X. Logistics', '15 min drive', '8.3 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
1836 E Levee Rd,,"155,000 SF",North Kansas City,"Rental Rate,$3.95 /SF/YR,Rentable Building Area,155,000 SF,Property Type,Industrial,Year Built,1967,Property Subtype,Warehouse",2/4/2019,15073778,$0.33 SF/Mo,Industrial,"40,000 SF",1 Space,MO,For Lease,Industrial,,"Lighting - Fluorescent,Gas - Natural,Water,Sewer,Heating - Gas"
3113-3129 Bell St,"Fenced Lot,Signage","12,847 SF",Kansas City,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,12,847 SF,Property Type,Industrial,Year Built,1942,Property Subtype,Warehouse",2/13/2019,15165842,$0.54 SF/Mo,Industrial,"12,847 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '32 min drive', '21.9 mi'), ('Port of Shreveport', '694 min drive', '557.8 mi'), ('ELDERS GRAIN INC.-KANSAS CITY-KS', '2 min drive', '0.4 mi')]",
9494 Watson Industrial Park,,"7,650 SF",Crestwood,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,7,650 SF,Property Type,Industrial,Year Built,1956,Property Subtype,Warehouse",2/18/2019,15210922,$0.50 SF/Mo,Industrial,"2,400 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '28 min drive', '16.3 mi'), ('Port of Shreveport', '659 min drive', '565.1 mi'), ('BNSF-ST. LOUIS-MO', '11 min drive', '5.7 mi')]",
1324 Swift St,,"52,377 SF",Kansas City,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,52,377 SF,Property Type,Industrial,Year Built,1900,Property Subtype,Warehouse",2/27/2019,15292280,$0.50 SF/Mo,Industrial,"2,000 - 8,000 SF",2 Spaces,MO,For Lease,Industrial,"[('Kansas City International Airport', '25 min drive', '17.0 mi'), ('Port of Shreveport', '697 min drive', '560.3 mi'), ('Wagner Industries, Inc.', '6 min drive', '1.7 mi')]",
