address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
7934 US 40,,"12,442 SF",Knightstown,"Rental Rate,$6.75 /SF/YR,Rentable Building Area,12,442 SF,Property Type,Industrial,Year Built,1949,Property Subtype,Warehouse",,,6/26/2009,4213138,$0.56 SF/Mo,,Industrial,"12,442 SF","Lease rate does not include utilities, property expenses or building services,Includes 2,000 SF of dedicated office space","Rent is $7000/month. 2000 sf of office in the front. Brand new rubber roof in 2013 and exterior paint in March 2014. Long-term lease is negotiable based on offer!

Also available for sale.",1 Space,IN,For Lease,Industrial,"[('Virginia Port Authority - Richmond', '675 min drive', '593.1 mi'), ('MORRISTOWN GRAIN CO.-MORRISTOWN-IN-120 EAST B', '31 min drive', '16.4 mi')]","Lighting,Gas,Water,Sewer,Heating"
1100 W Barker Ave,"24 Hour Access,Floor Drains,Security System,Signage,Yard,Storage Space,Fluorescent Lighting","136,000 SF",Michigan City,"Rental Rate,$2.65 - $2.85 /SF/YR,Rentable Building Area,136,000 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Warehouse","Ceiling heights vary from 20'-33',Over 18 Acres of land for tons of parking and storage,Good loading,Power well distributed with new T5 high efficient lighting,Very low rental rates,New fire prevention system",,4/29/2016,4234299,$0.22 - $0.24 SF/Mo,"Mostly concrete building on an 18.26 Acre site!
NOW FOR SALE subject to offer!
Located minutes to I94 expressway.  Just outside downtown Michigan City and the beaches of Lake Michigan",Industrial,"12,708 - 26,708 SF","Listed rate may not include certain utilities, building services and property expenses,2 Loading Docks,1 Drive In Bay,Listed rate may not include certain utilities, building services and property expenses","Good ceiling heights at 20’--30’, drive in doors (docks can be added), and a VERY reasonable rate!!! There are up to 12 acres for parking, office is built to suit, the bay size vary with 2 loading docks and 1 drive in door. The power is 200 Amps.,High ceiling clear span space of 24-30' with extra land for parking. Office is built to suit, with varying bay size, 2 truck loading docks, 1 drive in door, and 200 amps of power.",2 Spaces,IN,For Lease,Industrial,"[('11th Street (Michigan City) Station', '(South Shore Line)', '20 min walk'), ('1.0 mi', 'Port of Baltimore', '722 min drive'), ('650.4 mi', 'CHICAGO SOUTHSHORE AND SOUTH BEND', '8 min drive'), ('2.9 mi',)]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
I-65,,"204,750 SF",Hebron,"Property Type,Industrial,Year Built,2022,Property Subtype,Warehouse,Construction Status,Proposed,Rentable Building Area,204,750 SF","Jobs will be created throughout all phases of the development and construction process,Upon completion, the 1.6 million SF project will ultimately generate significant tax revenue for local taxing authorities,Permanent regional jobs will be created upon completion of the project",,6/13/2014,4329143,Rent Upon Request,"Industrial Park
• 125 total acres annexed and zoned for industrial development
• 112 acre industrial park supporting over 1.6 million SF in new development
• Construction to progress in three phases from south to north
• 80 acres sold
• Zoned INDUSTRIAL
• 45 acres remains available
• Site is outside of EPA’s Non-Attainment Zone
Logistics
• Located immediately off the full interchange of I-65 and Hwy. 2
• 17 miles to I-65/I-94 Interchange
• In close proximity to the future location of Illiana Expressway connecting I-65 with I-55
Sustainability
• State-of-the-art sustainable park design with green design and construction
• Carefully considered storm water management strategy
Infrastructure
• Abundant industrial water, gas and electric at site
• Route 2 & Colorado Street intersection upgraded based on projection of traffic generated by Park 65
• Telecommunications/Fiber Optic parallel to I-65",Industrial,"204,750 SF","New space, never previously occupied",,1 Space,IN,For Lease,Industrial,,
2301 N Bendix Dr,,"30,400 SF",South Bend,"Rental Rate,$7.00 /SF/YR,Rentable Building Area,30,400 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse","Located at signalized intersection of Bendix & Lathrop with drive by Bendix @ 14,802 AADT, Lathrop @ 5,127 AADT,Flexible space and layout options,Excellent frontage & visibility",,1/23/2020,4585105,$0.58 SF/Mo,"Multi Tenant, professionally managed property, with a fenced in yard.  Convenient location & access ideally located in Aiport Industrial park, within minutes of the South Bend International Airport, US-20 Bypass, & I-80/90 Toll-road.
** Broker Disclosure: The property is owned in part by a licensed real estate broker in the state of Indiana.",Industrial,"6,375 SF","Lease rate does not include utilities, property expenses or building services","Office 8' typical, warehouse area 20' at eaves. 
Built in 1989. 
Concrete block foundation walls on continuous reinforced concrete footings.
5"" reinforced concrete floor. 
Hardener and sealer in warehouse areas, carpet in office space. 
2' x 4' suspended grid ceilings in the office area, exposed roof insulation in warehouse areas.
All areas typically have horizontal gas fired forced air furnace with central air conditioning.",1 Space,IN,For Lease,Industrial,"[('South Bend Regional Airport', '17 min drive', '4.7 mi'), ('Port of Baltimore', '686 min drive', '616.6 mi'), ('K. A. K. LLC', '10 min drive', '3.9 mi')]",
4410 New Haven Ave,"Fenced Lot,Security System","494,024 SF",Fort Wayne,"Rental Rate,$4.00 /SF/YR,Rentable Building Area,494,024 SF,Property Type,Industrial,Year Built,1947,Property Subtype,Warehouse,Industrial Manufacturing",,,10/21/2016,4680222,$0.33 SF/Mo,"A newly remodeled building with heavy floor, clear span, Buss duct system, metal Halide lighting, fresh paint, and updated mechanical systems.  There are 2 offices available.
Located in an industrial park on Fort Wayne's Southeast side just 6.5 miles from I-469 and 16.5 miles from Fort Wayne International Airport.  There is rail access to the site.",Industrial,"14,861 SF","Lease rate does not include utilities, property expenses or building services,4 Drive Ins,Newly remodeled,Includes 442 SF of dedicated office space,1 Loading Dock,Rail access to the site","Building is located on east side of industrial park. It has air supply lines, metal halide lighting, 2 restrooms, buss duct system and two offices. Floor plans available. Rail access to the site.",1 Space,IN,For Lease,Industrial,"[('Fort Wayne International Airport', '23 min drive', '13.2 mi'), ('Port of Baltimore', '634 min drive', '560.2 mi'), ('COMMERCIAL WAREHOUSE AND CARTAGE-FORT WAYNE-IN', '2 min drive', '0.8 mi')]",Lighting - Metal Halide
3600 W McGill St,,"28,500 SF",South Bend,"Rental Rate,$5.95 /SF/YR,Rentable Building Area,28,500 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse,Flex Research & Development",,,1/9/2019,5174415,$0.50 SF/Mo,"AirPark Place is a multi-tenant flex building ideal for R&D engineering or service-based organizations. Attractive monument signage; drive-up surface parking. Clean and well maintained interiors adaptive to a variety of uses.
**Broker Disclosure: The property is owned in part by a licensed real estate broker in the state of Indiana.
Prominent location in the Airport Industrial Park with convenient access to I-80/90 and US 20/31 Bypass.",Industrial,"3,500 - 9,316 SF","Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services,Fits 9 - 28 People","2,075 SF office area includes 2 private offices, 2 restrooms, large open area, and shop office. 4,425 SF warehouse/lab fully air conditioned. Can be combined with adjacent suites 150 and 300 for up to 18,468 SF.",2 Spaces,IN,For Lease,"Office, Industrial","[('South Bend Regional Airport', '20 min drive', '5.8 mi'), ('Port of Baltimore', '685 min drive', '616.2 mi'), ('K. A. K. LLC', '13 min drive', '5.0 mi')]",
344 Inderrieden Rd,,"14,456 SF",Chandler,"Rental Rate,$8.25 /SF/YR,Rentable Building Area,14,456 SF,Property Type,Industrial,Year Built,1959,Property Subtype,Warehouse,Industrial Distribution,Industrial Manufacturing",,,9/26/2018,5298805,$0.69 SF/Mo,"* For Sale and For Lease
* ± 14,456 SF Total
* ± 2 acres of Land
* Excellent Access to Highways and Evansville Airport
* Single or Multi-Tenant/User Property
* Newly-built High End 3,200 SF Office Structure
* Fully Fenced Parking / Outdoor storage yard
* C-3 Zoning
* See attached brochure for further details
Contact listing brokers for showing instructions.
Chandler, Indiana",Industrial,"3,200 SF","Listed rate may not include certain utilities, building services and property expenses,Fits 8 - 26 People","* 80' x 40'
* All Office
* Concrete Structure
* Built in 2014",1 Space,IN,For Lease,Office,,
10920 Stellhorn Rd,,"28,000 SF",New Haven,"Rental Rate,$5.50 /SF/YR,Building Class,B,Property Type,Flex,Rentable Building Area,28,000 SF,Property Subtype,Light Distribution,Showroom,Industrial Warehouse,Office Building,Year Built,1978","Office space excellent for service related business.,Located near I-469 and Chapel Ridge.,Front door parking,Building in good condition.,Access from Stellhorn Road.",,1/3/2017,5330345,$0.46 SF/Mo,"Building in good condition.
Front door parking.
Located near I-469 and Chapel Ridge.
Access from Stellhorn Road.",Flex,"1,704 - 4,404 SF","Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses",Office space excellent for service related business,2 Spaces,IN,For Lease,Industrial,"[('Fort Wayne International Airport', '33 min drive', '19.8 mi')]",
602 W Main St,,"40,344 SF",Pittsboro,"Rental Rate,$7.20 /SF/YR,Rentable Building Area,40,344 SF,Property Type,Industrial,Year Built,2001,Property Subtype,Warehouse",,,2/3/2017,5742071,$0.60 SF/Mo,"Office/Warehouse space with large truck access and turn around.
This property is located 5 miles from I-74 and 10 miles from I-65.  It has easy access to either major interstates.",Industrial,"2,500 - 15,000 SF","Listed rate may not include certain utilities, building services and property expenses,Can be combined with additional space(s) for up to 15,000 SF of adjacent space,Listed rate may not include certain utilities, building services and property expenses,Can be combined with additional space(s) for up to 15,000 SF of adjacent space,Listed rate may not include certain utilities, building services and property expenses,Can be combined with additional space(s) for up to 15,000 SF of adjacent space","Office/Warehouse space with large truck access and turn around.
22 Ft Ceilings,  3 phase power and water/trash/ sewer is  included with rent

This property is located 5 miles from I-74 and 10 miles from I-65. It has easy access to either major interstates.,Office/Warehouse space with large truck access and turn around.
22 Ft Ceilings,  3 phase power and water/trash/ sewer is  included with rent

This property is located 5 miles from I-74 and 10 miles from I-65. It has easy access to either major interstates.,Office/Warehouse space with large truck access and turn around.
22 Ft Ceilings,  3 phase power and water/trash/ sewer is  included with rent

This property is located 5 miles from I-74 and 10 miles from I-65. It has easy access to either major interstates.",3 Spaces,IN,For Lease,Industrial,,
5233 S Old SR 37,,"60,628 SF",Bloomington,"Rental Rate,$8.25 /SF/YR,Rentable Building Area,60,628 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",,,2/9/2017,5801074,$0.69 SF/Mo,"$8.25/sf NNN and $3.75/sf common charges and utilities: 4 private offices and large clerical area.  Fresh paint and new carpet - ready for occupancy.
Individual small offices can also be leased:
210SF - $250/month
378SF - $375/month
117SF - $200/month",Industrial,"1,062 SF","Lease rate does not include utilities, property expenses or building services,4 Private Offices,Fits 3 - 9 People,Space is in Excellent Condition",,1 Space,IN,For Lease,Office,,"Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
6024 Highview Dr,,"8,400 SF",Fort Wayne,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,8,400 SF,Min. Divisible,2,100 SF,Year Built,2021,Property Type,Flex,Construction Status,Proposed,Building Class,A","Build to suit,$6.50 SF, NNN",,2/17/2017,5949664,$0.54 SF/Mo,"Proposed 8,400 SF Industrial Building.  Proposed as a shell building that can be leased from a minimum of 2,100 SF up to full 8,400 SF.  Interior can be built to customers specs.  Rental rate is subject to change depending a build to suit requirements
Edgewood Industrial Park on Fort Wayne's northwest side with easy access to IN-3, U.S. 30 & U.S. 33 and I-69.",Flex,"2,100 - 8,400 SF","New space, never previously occupied,Space is in Excellent Condition,Lease rate does not include utilities, property expenses or building services","Build to suite your Industrial lease space.  8,400 SF proposed building that can be built for single tenant or multiple tenants.  Customize your layout.  Building is located in Edgewood industrial park and is 1/2 mile away from all major highways entering/exiting Fort Wayne.",1 Space,IN,For Lease,Industrial,"[('Fort Wayne International Airport', '24 min drive', '12.8 mi')]","Lighting,Gas,Water,Sewer,Heating"
6015 Highview Dr,,"14,400 SF",Fort Wayne,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,14,400 SF,Property Type,Flex,Year Built,1996,Building Class,B","20 ft Eave height,200 amp 3 phase,Very close proximity to Major highways - 1/2 mile of I-69, US-30, US-33, IN-3",,1/13/2020,6147397,$0.54 SF/Mo,"Multiple Industrial Flex spaces available.  See attached brochures for more information.  3-5 year lease terms
Edgewood Industrial Park on Fort Wayne's northwest side with easy access to U.S. 30 & U.S. 33 and I-69.",Flex,"5,400 SF","Lease rate does not include utilities, property expenses or building services,3 Drive Ins,Includes 1,823 SF of dedicated office space","5,400 SF.  This Flex space features many offices, a conference room, kitchen area, inviting foyer, and finished office that features a large executive office with a large window overlooking the large warehouse.   Plenty of windows.  Very nice finishes and is a very well maintained space.  Warehouse features 20 ft ceilings, three overheads doors, 200 amp 3 phase power.",1 Space,IN,For Lease,Flex,"[('Fort Wayne International Airport', '23 min drive', '12.5 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
3131 N Franklin Rd,,"488,925 SF",Indianapolis,"Min. Divisible,24,055 SF,Rentable Building Area,488,925 SF,Property Type,Industrial,Year Built,1962,Property Subtype,Manufacturing,Industrial Distribution,Industrial Warehouse",Heavy Power,,3/25/2019,6255796,Rent Upon Request,,Industrial,"24,055 - 50,246 SF","Includes 2,876 SF of dedicated office space,8 Loading Docks,7 Drive Ins","Available: 74,301 SF 
Divisible: 24,055 SF or 50,246 SF 
Office: 2,876 SF 
Clear Height: 24’ 
Docks: 8 (8’ x 10’) 
Drive-Ins: 2 (12’ x 14’) & 5 (14’ x 14’) 
Sprinkler System: Wet
Zoning: I-2",1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '39 min drive', '23.5 mi'), ('Virginia Port Authority - Richmond', '702 min drive', '621.2 mi'), ('H & H Steel', '7 min drive', '4.3 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
2461 Reeves Rd,,"143,000 SF",Plainfield,"Rental Rate,$5.25 /SF/YR,Property Subtype,Warehouse,Industrial Distribution,Min. Divisible,50,000 SF,Rentable Building Area,143,000 SF,Property Type,Industrial,Year Built,2019",,,7/11/2017,8876078,$0.44 SF/Mo,,Industrial,"50,000 - 71,518 SF","New space, never previously occupied,Lease rate does not include utilities, property expenses or building services","The facility can also accommodate a smaller stand alone facility as well or subdivide the larger planned facility;

Building Size: 143,000 SF 
Office: BTS
Clear Height: 28’ 
Loading:Up to 33 Dock Doors - (9’ x 10’)
(2) Drive-in Doors - (12’ x 14’)

Sprinkler: ESFR System
10 - Year Real Estate Tax Abatement
Owners Will Also Build to Suit",1 Space,IN,For Lease,Industrial,,
10650 Bennett Pky,,"30,000 SF",Zionsville,"Property Type,Industrial,Rentable Building Area,30,000 SF,Property Subtype,Warehouse,Showroom,Retail Building,Year Built,2017",,,9/5/2017,9019723,Rent Upon Request,,Industrial,"4,497 SF","New space, never previously occupied,1 Drive In Bay",,1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '39 min drive', '22.7 mi'), ('Virginia Port Authority - Richmond', '727 min drive', '639.8 mi'), ('CENTRAL SOYA CO. INC-INDIANAPOLIS-IN', '23 min drive', '12.6 mi')]",
9900 Westpoint Dr,,"121,451 SF",Indianapolis,"Rental Rate,$6.25 - $6.75 /SF/YR,Rentable Building Area,121,451 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse",,,2/26/2020,10783560,$0.52 - $0.56 SF/Mo,,Industrial,"5,063 - 40,651 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 4,442 SF of dedicated office space,4 Loading Docks,Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 1,194 SF of dedicated office space,1 Loading Dock,Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 3,427 SF of dedicated office space,3 Loading Docks,Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 1,126 SF of dedicated office space,1 Loading Dock",,4 Spaces,IN,For Lease,Industrial,"[('Virginia Port Authority - Richmond', '1 min drive', '494.5 mi'), ('H & H Steel', '1 min drive', '5.8 mi')]","Water - City Water,Sewer - City Sewer,Heating - Gas"
8719-8857 Boehning Ln,,"53,812 SF",Indianapolis,"Rental Rate,$4.00 - $4.75 /SF/YR,Property Subtype,Warehouse,Total Space Available,33,897 SF,Rentable Building Area,53,812 SF,Max. Contiguous,10,435 SF,Year Built,1990,Property Type,Industrial","Excellent I-70 frontage,Immediate access to I-465 & I-70,Near IndyGo bus Route 87 at Post Road & 21st Street Intersection,63,428 ADTC on I-70,Convenient access to I-69, I-74 & downtown Indianapolis",,3/28/2020,10787105,$0.33 - $0.40 SF/Mo,"Multi-tenant space with dock & drive-in loading
Located just off I-70 & Post Road on Indy's east side",Industrial,"3,085 - 33,897 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 2,026 SF of dedicated office space,3 Loading Docks,Lease rate does not include utilities, property expenses or building services,2 Loading Docks,Includes 200 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services,1 Loading Dock,Includes 969 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services,1 Loading Dock,Includes 4,000 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 10,435 SF of adjacent space,Includes 1,000 SF of dedicated office space,4 Loading Docks",,5 Spaces,IN,For Lease,Industrial,"[('Indianapolis International Airport', '41 min drive', '24.4 mi'), ('Virginia Port Authority - Richmond', '700 min drive', '619.8 mi'), ('H & H Steel', '11 min drive', '5.4 mi')]",Sewer - City Sewer
7951-7957 Zionsville Rd,,"128,000 SF",Indianapolis,"Min. Divisible,32,000 SF,Rentable Building Area,128,000 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",,,9/13/2018,13775054,Rent Upon Request,Located in the Park 100 Business Park,Industrial,"32,000 - 64,000 SF","Sublease space available from current tenant,1 Drive In Bay,Includes 3,648 SF of dedicated office space,12 Loading Docks","64,000 SF Available
Divisible to 32,000
3,648 SF Office (Total) 
(12) Dock Doors
(1) Drive-In Doors
22’ and 26’ Clear Heights
40’ x 40’ Column Spacing
Fully Sprinklered
Rail Served",1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '33 min drive', '18.7 mi'), ('Virginia Port Authority - Richmond', '730 min drive', '641.1 mi'), ('CENTRAL SOYA CO. INC-INDIANAPOLIS-IN', '21 min drive', '10.6 mi')]","Water - City Water,Sewer - City Sewer"
4760 Kentucky Ave,,"134,660 SF",Indianapolis,"Rental Rate,$4.95 /SF/YR,Rentable Building Area,134,660 SF,Property Type,Industrial,Year Built/Renovated,1978/2001,Property Subtype,Warehouse",,,1/10/2019,14824223,$0.41 SF/Mo,Manufacturing facility adjacent to Indianapolis International Airport and full interchange at I-465.  Close proximity to I-70 and I-74.,Industrial,"28,800 SF","Sublease space available from current tenant,Includes 1,430 SF of dedicated office space,3 Loading Docks,Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay","3 private offices, 2 restrooms, breakroom, private entrance, T-5 lighting",1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '15 min drive', '5.3 mi'), ('Virginia Port Authority - Richmond', '725 min drive', '638.2 mi'), ('Trans-City Warehousing and Distribution', '2 min drive', '0.3 mi')]","Lighting,Gas,Water,Sewer,Heating"
1530-1540 Kepner Dr,,"120,000 SF",Lafayette,"Rental Rate,$4.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,60,000 SF,Rentable Building Area,120,000 SF,Property Type,Industrial,Year Built,1996",,,4/9/2019,15681198,$0.38 SF/Mo,,Industrial,"60,000 - 120,000 SF","Lease rate does not include utilities, property expenses or building services","• 120,000 sf total (divisible to 60,000 sf)
• Minimal office build-out (will build to suit)
• Land: 6.589 acres
• 17 docks (8' 8"" x 9' 4"")
• Dock package: pit levelers, dock lights and door lock on most doors
• Three drive-ins (minimum size of 16' x 14')
• 24' to 27' ceiling clear height
• Year built: 1996
• Zoned I-3 (Industrial)
• On-site trailers parking (0.75 acre gravel lot)
• Cross-dock configuration for the entire 120,000 sf",1 Space,IN,For Lease,Industrial,,Heating - Gas
4250 S State Road 267,,"219,240 SF",Lebanon,"Rental Rate,$4.95 /SF/YR,Rentable Building Area,219,240 SF,Min. Divisible,50,000 SF,Year Built,2020,Property Type,Industrial,Construction Status,Under Construction,Property Subtype,Warehouse","Interstate Access,Real Estate tax abatement program",,4/11/2019,15702917,$0.41 SF/Mo,"Parking includes 220 spaces but can be expandable by 70 extra spaces. 22 exterior docks which are also expandable. Bay spacing: 54' x 57'6"" ; 60' spacing. LED interior lighting.",Industrial,"50,000 - 219,240 SF","New space, never previously occupied,Lease rate does not include utilities, property expenses or building services",,1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '40 min drive', '26.0 mi'), ('Virginia Port Authority - Richmond', '736 min drive', '648.2 mi'), ('WALLACE GRAIN INC.-SHERIDAN-IN', '36 min drive', '20.1 mi')]","Gas,Heating"
9202-9214 E 33rd St,,"86,500 SF",Indianapolis,"Property Type,Industrial,Rentable Building Area,86,500 SF,Property Subtype,Warehouse,Year Built,1989",,,4/29/2019,15783377,Rent Upon Request,,Industrial,"12,800 - 67,200 SF","Includes 1,210 SF of dedicated office space,3 Loading Docks,1 Drive In Bay,Includes 1,639 SF of dedicated office space,3 Loading Docks,1 Drive In Bay,Includes 4,458 SF of dedicated office space,3 Loading Docks,1 Drive In Bay",,3 Spaces,IN,For Lease,Industrial,"[('Indianapolis International Airport', '41 min drive', '24.8 mi'), ('Virginia Port Authority - Richmond', '702 min drive', '620.7 mi'), ('H & H Steel', '8 min drive', '4.0 mi')]","Lighting - Metal Halide,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
5102 E 500 South,,"848,640 SF",Whitestown,"Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed,Rentable Building Area,848,640 SF","Great Location,10-Year Real Estate Tax Abatement Program",,5/10/2019,16012752,Rent Upon Request,"Up to 848,640 sf available, BTS office, 36' or 40' ceiling height, 10-year real property abatement.",Industrial,"848,640 SF","New space, never previously occupied",,1 Space,IN,For Lease,Industrial,,
8249-8259 Zionsville Rd,,"76,800 SF",Indianapolis,"Property Type,Industrial,Rentable Building Area,76,800 SF,Property Subtype,Warehouse,Year Built,1979",,,7/25/2019,16714046,Rent Upon Request,,Industrial,"38,400 SF","Includes 1,100 SF of dedicated office space,10 Loading Docks,2 Drive Ins","Park 100 Building 40 
76,800 SF Building
38,400 SF Available
1,100 SF Office
10 Dock Doors
2 Drive-In Doors
20' Clear Height
160’ Building Depth
Fully sprinklered
Rail served",1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '34 min drive', '20.1 mi'), ('Virginia Port Authority - Richmond', '730 min drive', '641.1 mi'), ('CENTRAL SOYA CO. INC-INDIANAPOLIS-IN', '23 min drive', '12.3 mi')]","Water - City Water,Sewer - City Sewer"
5102 E South 500,,"161,598 SF",Whitestown,"Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed,Rentable Building Area,161,598 SF","Interstate Visibility,Real Estate tax abatement program",,9/10/2019,17154333,Rent Upon Request,"BTS New Construction, 10-year real estate tax abatement program, interstate access",Industrial,"161,598 SF","New space, never previously occupied",,1 Space,IN,For Lease,Industrial,,Heating - Gas
I-65 Industrial Park_Lafayette,,"279,430 SF",Lafayette,"Rental Rate,$4.65 /SF/YR,Rentable Building Area,279,430 SF,Min. Divisible,100,000 SF,Year Built,2021,Property Type,Industrial,Construction Status,Proposed,Property Subtype,Warehouse",,,3/26/2019,15545605,$0.39 SF/Mo,,Industrial,"100,000 - 200,200 SF","New space, never previously occupied,Lease rate does not include utilities, property expenses or building services","Square Feet: ± 200,200 SF
Office Area: BTS
Site Area: 22.91 acres
Structure Exterior: Precast
Clear Height: 32’
Lighting: LED w/ motion sensors
Fire Protection: ESFR
Docks: 24; expandable to 48
Drive-in Doors: Two (14’ h x 12’ w)
Column Spacing: 58’ x 55’ w/60’ staging
Utilities: Water: City of Lafayette
Gas: Vectren
Electric: Duke Energy
Auto Parking: 172
Trailer Parking: 56",1 Space,IN,For Lease,Industrial,,
8401 E Washington St,,"167,798 SF",Indianapolis,"Property Type,Industrial,Rentable Building Area,167,798 SF,Property Subtype,Warehouse,Year Built,1972",,,9/10/2019,17154954,Rent Upon Request,,Industrial,"167,798 SF",,"• Total Building: ±167,798 SF
• 100,000 SF: 31’ Clear Height
• 67,798 SF: 12-13’ Clear Height
• Multiple office areas available
• Docks: 13
• Drive-Ins: 4
• Electrical: 1,200-1,600 amps (per appraiser’s report)
• Sprinklers: Wet
• Lighting: Fluorescent
• Zoning: C-4
• 225 Parking Spaces",1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '37 min drive', '22.2 mi'), ('Virginia Port Authority - Richmond', '703 min drive', '621.6 mi'), ('AAA Warehouse', '8 min drive', '4.4 mi')]",
221 S Franklin Rd,,"54,900 SF",Indianapolis,"Property Type,Industrial,Rentable Building Area,54,900 SF,Property Subtype,Warehouse,Year Built,1978","6000 SF available with 870 SF office,1 dock, 16' clear height, zoned I-3-S,Sublease through May 2021",,9/13/2019,17188414,Rent Upon Request,,Industrial,"6,000 SF","Sublease space available from current tenant,1 Loading Dock,Includes 870 SF of dedicated office space","• Sublease through May 2021
• 6,000 SF Available
• 870 SF Office
• Dock: 1
• 16’ Clear
• Zoned I-3-S
• Less than 1 mile to I-465",1 Space,IN,For Lease,Industrial,,"Lighting,Gas,Water,Sewer,Heating"
6951 E 30th St,Signage,"44,000 SF",Indianapolis,"Property Type,Industrial,Rentable Building Area,44,000 SF,Property Subtype,Warehouse,Year Built,1995",,,9/19/2019,17241505,Rent Upon Request,,Industrial,"5,830 SF","Sublease space available from current tenant,2 Drive Ins,Includes 2,915 SF of dedicated office space,1 Loading Dock","• 5,830 SF Available
-- Approx 50% Office
• Sublease through April 2021
-- Available immediately
• 18’ Clear Height
• 2 Drive-In Doors
• 1 Dock Door
• Parking: .90/1,000 SF
• Zoned 1-3-S
• Rental Rate: Negotiable
• Furniture: Available",1 Space,IN,For Lease,Flex,"[('Indianapolis International Airport', '37 min drive', '22.2 mi'), ('Virginia Port Authority - Richmond', '703 min drive', '622.5 mi'), ('AAA Warehouse', '10 min drive', '5.6 mi')]","Lighting,Gas,Water - City Water,Sewer - City Sewer,Heating - Gas"
3522 Perry Blvd,,"440,314 SF",Whitestown,"Rental Rate,$3.95 /SF/YR,Rentable Building Area,440,314 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",25 minutes from Indianapolis International Airport,,10/9/2019,17407268,$0.33 SF/Mo,,Industrial,"175,000 SF","Sublease space available from current tenant,Space is in Excellent Condition,Lease rate does not include utilities, property expenses or building services,Great Location",Short and long term sublease option available,1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '40 min drive', '26.2 mi'), ('Virginia Port Authority - Richmond', '736 min drive', '648.5 mi'), ('WALLACE GRAIN INC.-SHERIDAN-IN', '36 min drive', '20.3 mi')]","Lighting,Gas,Water,Sewer,Heating"
2125 Future Dr,,"30,000 SF",Sellersburg,"Rental Rate,$5.60 /SF/YR,Rentable Building Area,30,000 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse",,,10/24/2019,17542901,$0.47 SF/Mo,Attractive warehouse one mile from I-65.,Industrial,"15,000 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,4 Loading Docks,Includes 1,000 SF of dedicated office space,Space is in Excellent Condition,Private Restrooms",,1 Space,IN,For Lease,Industrial,"[('Louisville International Airport', '24 min drive', '16.0 mi'), ('Virginia Port Authority - Richmond', '636 min drive', '576.6 mi'), ('LOUISVILLE AND INDIANA RAILROAD', '11 min drive', '6.9 mi')]",Lighting - Halide
1425 S Curry Pike,,"450,000 SF",Bloomington,"Property Type,Industrial,Rentable Building Area,450,000 SF,Property Subtype,Warehouse,Year Built,1971",,,11/26/2019,17818218,Rent Upon Request,,Industrial,"150,000 SF",Sublease space available from current tenant,,1 Space,IN,For Lease,Industrial,,"Lighting,Gas,Water,Sewer,Heating"
