address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
918 Hodgkins St,"Courtyard,Fenced Lot,Floor Drains,Mezzanine,Yard,Storage Space,Air Conditioning","14,314 SF",Houston,"Rental Rate,$9.34 /SF/YR,Rentable Building Area,14,314 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",2/24/2020,18627903,$0.78 SF/Mo,Industrial,"5,507 - 14,314 SF",2 Spaces,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '10 min drive', '6.7 mi'), ('William P. Hobby Airport', '40 min drive', '26.9 mi'), ('Ellington Field Airport', '52 min drive', '37.1 mi'), ('Port of Houston', '26 min drive', '19.3 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '15 min drive', '9.9 mi')]","Water - Well,Sewer - Septic Field"
16321 Loch Katrine Ln,,"10,000 SF",Houston,"Rental Rate,$10.00 /SF/YR,Property Subtype,Warehouse,Property Type,Industrial,Rentable Building Area,10,000 SF",2/24/2020,18630345,$0.83 SF/Mo,Industrial,"1,800 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '38 min drive', '28.7 mi'), ('William P. Hobby Airport', '55 min drive', '35.2 mi'), ('Port of Houston', '44 min drive', '32.5 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '26 min drive', '14.9 mi')]",
125 Fm 346 E,,"7,076 SF",Tyler,"Rental Rate,$8.48 /SF/YR,Rentable Building Area,7,076 SF,Property Type,Industrial,Year Built/Renovated,1999/2001,Property Subtype,Warehouse",2/24/2020,18630611,$0.71 SF/Mo,Industrial,"7,076 SF",1 Space,TX,For Lease,Flex,"[('Tyler Pounds Field Airport', '26 min drive', '17.6 mi'), ('Port of Shreveport', '133 min drive', '117.0 mi'), ('UP-MARSHALL-TX', '83 min drive', '72.8 mi')]",
1646 Blaisdale Rd,,"12,000 SF",Richmond,"Rental Rate,$12.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,1,500 SF,Rentable Building Area,12,000 SF,Property Type,Industrial,Year Built,2005",2/25/2020,18637580,$1.00 SF/Mo,Industrial,"1,500 - 2,500 SF",1 Space,TX,For Lease,Industrial,"[('William P. Hobby Airport', '50 min drive', '32.9 mi'), ('Port of Houston', '51 min drive', '34.7 mi'), ('INTERCONTINENTAL TERMINALS CO.-HOUSTON-TX', '35 min drive', '22.8 mi')]",
7420 Whitehall St,,"20,000 SF",Richland Hills,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,20,000 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",2/25/2020,18637871,$0.50 SF/Mo,Industrial,"20,000 SF",1 Space,TX,For Lease,Industrial,"[('Richland Hills Transit Stop', '16 min walk', '0.8 mi'), ('Dallas/Fort Worth International Airport', '24 min drive', '17.3 mi'), ('Dallas Love Field Airport', '35 min drive', '26.0 mi'), ('Port of Shreveport', '244 min drive', '224.6 mi'), ('PCI TRANSPORTATION, INC.-FORT WORTH-TX', '11 min drive', '6.2 mi')]",
2955 Gulf Fwy,"Fenced Lot,Metro/Subway","30,000 SF",Houston,"Rental Rate,$24.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,000 SF,Rentable Building Area,30,000 SF,Property Type,Industrial,Year Built,1965",2/25/2020,18638531,$2.00 SF/Mo,Industrial,"2,000 - 15,000 SF",1 Space,TX,For Lease,Office/Retail,"[('William P. Hobby Airport', '24 min drive', '11.3 mi'), ('Houston George Bush Intercontinental Airport', '27 min drive', '20.4 mi'), ('Ellington Field Airport', '37 min drive', '21.2 mi'), ('Port of Houston', '18 min drive', '10.2 mi'), ('GENERAL STEVEDORES, INC.-HOUSTON-TX', '6 min drive', '2.5 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
4851 Homestead Rd,,"135,140 SF",Houston,"Rental Rate,$7.20 /SF/YR,Rentable Building Area,135,140 SF,Property Type,Industrial,Year Built,1973,Property Subtype,Warehouse",2/26/2020,18649739,$0.60 SF/Mo,Industrial,"13,580 SF",1 Space,TX,For Lease,Industrial,"[('William P. Hobby Airport', '26 min drive', '15.8 mi'), ('Houston George Bush Intercontinental Airport', '21 min drive', '17.1 mi'), ('Ellington Field Airport', '38 min drive', '24.7 mi'), ('Port of Houston', '12 min drive', '7.4 mi'), ('GUTHRIE LUMBER SALES INC.-HOUSTON-TX', '2 min drive', '0.9 mi')]",Heating
4749-4799 Eastpark Dr,,"182,563 SF",Houston,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,182,563 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",2/26/2020,18649797,$0.50 SF/Mo,Industrial,"12,600 SF",1 Space,TX,For Lease,Industrial,"[('William P. Hobby Airport', '26 min drive', '15.5 mi'), ('Houston George Bush Intercontinental Airport', '22 min drive', '18.4 mi'), ('Ellington Field Airport', '37 min drive', '24.4 mi'), ('Port of Houston', '11 min drive', '7.0 mi'), ('GUTHRIE LUMBER SALES INC.-HOUSTON-TX', '4 min drive', '2.2 mi')]",
21251 FM 529 Rd,"Mezzanine,Skylights,Recessed Lighting","6,000 SF",Cypress,"Rental Rate,$10.80 /SF/YR,Rentable Building Area,6,000 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",2/26/2020,18649913,$0.90 SF/Mo,Industrial,"6,000 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '41 min drive', '31.6 mi'), ('Port of Houston', '48 min drive', '35.5 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '30 min drive', '17.8 mi')]",
5933 Bellaire Blvd,"24 Hour Access,Security System","22,850 SF",Houston,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,22,850 SF,Property Type,Industrial,Year Built,1972,Property Subtype,Warehouse",2/26/2020,18650614,$0.83 SF/Mo,Industrial,"1,200 SF",1 Space,TX,For Lease,Office,"[('William P. Hobby Airport', '34 min drive', '18.5 mi'), ('Houston George Bush Intercontinental Airport', '36 min drive', '29.2 mi'), ('Ellington Field Airport', '47 min drive', '30.3 mi'), ('Port of Houston', '29 min drive', '19.3 mi'), ('INTERCONTINENTAL TERMINALS CO.-HOUSTON-TX', '11 min drive', '5.1 mi')]",
1790 Industrial Park Rd,"24 Hour Access,Conferencing Facility,Fenced Lot,Front Loading,Yard,Storage Space,Recessed Lighting,Fluorescent Lighting,Air Conditioning","9,300 SF",Nederland,"Rental Rate,$9.60 /SF/YR,Rentable Building Area,9,300 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse",2/26/2020,18650864,$0.80 SF/Mo,Industrial,"9,300 SF",1 Space,TX,For Lease,Industrial,"[('Southeast Texas Regional Airport', '10 min drive', '4.5 mi'), ('Port Beaumont', '13 min drive', '7.8 mi'), ('WILSON WAREHOUSE CO. OF TEXAS, INC.-BEAUMONT-TX', '12 min drive', '8.1 mi')]","Water - City Water,Sewer - City Sewer"
9101 Lipan Rd,24 Hour Access,"16,834 SF",Houston,"Rental Rate,$9.48 /SF/YR,Property Subtype,Warehouse,Min. Divisible,1,200 SF,Rentable Building Area,16,834 SF,Property Type,Industrial,Year Built,1977",2/26/2020,18654191,$0.79 SF/Mo,Industrial,"1,200 - 2,400 SF",1 Space,TX,For Lease,Industrial,"[('William P. Hobby Airport', '35 min drive', '21.5 mi'), ('Houston George Bush Intercontinental Airport', '37 min drive', '30.3 mi'), ('Ellington Field Airport', '48 min drive', '31.3 mi'), ('Port of Houston', '30 min drive', '20.4 mi'), ('INTERCONTINENTAL TERMINALS CO.-HOUSTON-TX', '11 min drive', '6.2 mi')]","Water - City Water,Sewer - City Sewer,Heating"
116 Garrotsville St,"24 Hour Access,Commuter Rail,Fenced Lot","2,500 SF",Houston,"Rental Rate,$8.70 /SF/YR,Rentable Building Area,2,500 SF,Property Type,Industrial,Year Built,1968,Property Subtype,Warehouse",2/27/2020,18664058,$0.73 SF/Mo,Industrial,"2,480 SF",1 Space,TX,For Lease,Industrial,"[('Northline Transit Center / HCC', '3 min walk', '0.1 mi'), ('Houston George Bush Intercontinental Airport', '21 min drive', '15.3 mi'), ('William P. Hobby Airport', '30 min drive', '18.4 mi'), ('Ellington Field Airport', '43 min drive', '28.2 mi'), ('Port of Houston', '19 min drive', '12.9 mi'), ('ADAMS DISTRIBUTION CENTER, INC.-HOUSTON-TX', '6 min drive', '2.4 mi')]","Lighting - Halogen,Water - City Water,Sewer - City Sewer,Heating - Electric"
1530 Texas St,"Conferencing Facility,Fenced Lot,Yard","22,184 SF",Bonham,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,22,184 SF,Property Type,Industrial,Year Built,1994,Property Subtype,Warehouse",2/27/2020,18665168,$0.38 SF/Mo,Industrial,"22,000 SF",1 Space,TX,For Lease,Industrial,"[('Port of Shreveport', '252 min drive', '205.7 mi'), ('DENISON FARM AND RANCH SUPPLY', '39 min drive', '27.9 mi')]","Lighting,Gas,Water,Sewer,Heating"
2210 N Hwy 287,,"30,000 SF",Decatur,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,30,000 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",2/28/2020,18677877,$0.38 SF/Mo,Industrial,"10,000 SF",1 Space,TX,For Lease,Industrial,"[('Port of Shreveport', '289 min drive', '266.2 mi'), ('SADDLE CREEK CORP.-FORT WORTH-TX', '43 min drive', '32.3 mi')]",
1525 Airport Rd,Yard,"8,000 SF",Conroe,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,8,000 SF,Property Type,Industrial,Year Built,1975,Property Subtype,Warehouse",10/17/2019,18678861,$0.75 SF/Mo,Industrial,"8,000 SF",1 Space,TX,For Lease,Industrial,,"Lighting - Fluorescent,Water - City Water,Sewer - City Sewer"
20814 Sleepy Hollow Ln,"24 Hour Access,Fenced Lot,Yard,Storage Space","3,000 SF",Spring,"Rental Rate,$8.64 /SF/YR,Rentable Building Area,3,000 SF,Property Type,Industrial,Year Built,1995,Property Subtype,Warehouse",2/29/2020,18690529,$0.72 SF/Mo,Industrial,"3,000 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '22 min drive', '15.9 mi'), ('Port of Houston', '39 min drive', '31.0 mi'), ('UNION PACIFIC BULK TAINER SERVICE-SPRING-TX', '9 min drive', '4.0 mi')]","Lighting - Fluorescent,Water - County Water,Sewer - Septic Field"
6800 Bingle Rd,"24 Hour Access,Fenced Lot,Security System,Signage,Storage Space,Air Conditioning","16,553 SF",Houston,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,16,553 SF,Property Type,Industrial,Year Built,1993,Property Subtype,Warehouse",3/2/2020,18708722,$0.75 SF/Mo,Industrial,"16,553 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '26 min drive', '17.7 mi'), ('William P. Hobby Airport', '40 min drive', '25.8 mi'), ('Ellington Field Airport', '54 min drive', '35.6 mi'), ('Port of Houston', '30 min drive', '21.8 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '9 min drive', '3.8 mi')]","Lighting,Gas,Water,Sewer"
1445 High Meadows St,,"9,002 SF",Cedar Hill,"Rental Rate,$13.20 /SF/YR,Property Subtype,Warehouse,Min. Divisible,3,000 SF,Rentable Building Area,9,002 SF,Property Type,Industrial,Year Built,2012",3/2/2020,18712679,$1.10 SF/Mo,Industrial,"3,000 - 6,000 SF",1 Space,TX,For Lease,Flex,"[('Dallas Love Field Airport', '36 min drive', '25.4 mi'), ('Dallas/Fort Worth International Airport', '42 min drive', '30.0 mi'), ('Port of Shreveport', '227 min drive', '209.5 mi'), ('SOUTHERN IONICS, INC.-MIDLOTHIAN-TX', '11 min drive', '6.6 mi')]",
4414 Baldwin Blvd,,"8,550 SF",Corpus Christi,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,8,550 SF,Property Type,Industrial,Year Built,1983,Property Subtype,Warehouse",12/18/2018,18714481,$0.75 SF/Mo,Industrial,"8,550 SF",1 Space,TX,For Lease,Industrial,"[('Corpus Christi International Airport', '9 min drive', '4.9 mi'), ('Port of Corpus Christi', '7 min drive', '4.1 mi'), ('RAY WEST WAREHOUSE-CORPUS CHRISTI-TX', '2 min drive', '0.7 mi')]","Lighting,Water - City Water,Sewer - City Sewer"
15002 Tradesman,"24 Hour Access,Fenced Lot","12,000 SF",San Antonio,"Rental Rate,$12.75 /SF/YR,Rentable Building Area,12,000 SF,Min. Divisible,4,904 SF,Year Built,2014,Property Type,Industrial,Cross Streets,Quarry Run,Property Subtype,Warehouse",2/10/2020,18476876,$1.06 SF/Mo,Industrial,"4,904 - 5,510 SF",1 Space,TX,For Lease,Flex,"[('San Antonio International Airport', '21 min drive', '11.2 mi'), ('Calhoun Port', '214 min drive', '169.2 mi'), ('UP-SAN ANTONIO-TX-1205 SHERM', '28 min drive', '18.8 mi')]",
13618-13632 Neutron Rd,"24 Hour Access,Signage","21,000 SF",Dallas,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,21,000 SF,Property Type,Industrial,Year Built,1970,Property Subtype,Warehouse",2/11/2020,18483605,$1.00 SF/Mo,Industrial,"2,625 SF",1 Space,TX,For Lease,Industrial,"[('Dallas Love Field Airport', '19 min drive', '8.6 mi'), ('Dallas/Fort Worth International Airport', '26 min drive', '17.7 mi'), ('Port of Shreveport', '222 min drive', '203.4 mi'), ('COMMERCIAL WAREHOUSES, INC.-CARROLLTON-TX', '11 min drive', '7.4 mi')]",
13620 Evolution Loop,"24 Hour Access,Fenced Lot","50,000 SF",Laredo,"Rental Rate,$8.16 /SF/YR,Rentable Building Area,50,000 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",2/11/2020,18485549,$0.68 SF/Mo,Industrial,"50,000 SF",1 Space,TX,For Lease,Industrial,"[('Laredo International Airport', '26 min drive', '15.3 mi'), ('Port of Corpus Christi', '182 min drive', '158.0 mi'), ('LMS INTERNATIONAL-LAREDO-TX', '19 min drive', '10.7 mi')]","Lighting,Water,Sewer"
1715 Sawdust Rd,"Property Manager on Site,Signage,Storage Space,Recessed Lighting","20,550 SF",Spring,"Rental Rate,$17.80 /SF/YR,Rentable Building Area,20,550 SF,Property Type,Industrial,Year Built,1983,Property Subtype,Warehouse",2/11/2020,18485616,$1.48 SF/Mo,Industrial,"2,400 SF",2 Spaces,TX,For Lease,Flex,"[('Houston George Bush Intercontinental Airport', '25 min drive', '19.9 mi'), ('Port of Houston', '44 min drive', '35.7 mi'), ('UNION PACIFIC BULK TAINER SERVICE-SPRING-TX', '15 min drive', '8.3 mi')]","Lighting,Water - Well,Sewer - Septic Field,Heating - Electric"
10542 Windfern Rd,,"20,000 SF",Houston,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,20,000 SF,Property Type,Industrial,Year Built,2005,Property Subtype,Warehouse",2/11/2020,18485740,$0.50 SF/Mo,Industrial,"20,000 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '21 min drive', '16.8 mi'), ('William P. Hobby Airport', '47 min drive', '32.7 mi'), ('Port of Houston', '37 min drive', '27.8 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '9 min drive', '5.1 mi')]",
15106 Chaplin St,"Conferencing Facility,Fenced Lot,Front Loading,Security System,Storage Space,Air Conditioning","6,000 SF",Houston,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,6,000 SF,Property Type,Industrial,Year Built,2012,Property Subtype,Warehouse",2/11/2020,18487299,$0.75 SF/Mo,Industrial,"6,000 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '8 min drive', '5.7 mi'), ('William P. Hobby Airport', '41 min drive', '27.3 mi'), ('Ellington Field Airport', '50 min drive', '36.1 mi'), ('Port of Houston', '27 min drive', '19.7 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '16 min drive', '10.0 mi')]","Lighting,Water,Sewer,Heating"
2712 Saint Emanuel St,,"6,120 SF",Houston,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,6,120 SF,Property Type,Industrial,Year Built,1953,Property Subtype,Warehouse",2/11/2020,18488642,$0.83 SF/Mo,Industrial,"6,000 SF",1 Space,TX,For Lease,Industrial,"[('McGowen Transit Stop', '16 min walk', '0.8 mi'), ('William P. Hobby Airport', '24 min drive', '11.5 mi'), ('Houston George Bush Intercontinental Airport', '24 min drive', '20.3 mi'), ('Ellington Field Airport', '37 min drive', '21.4 mi'), ('Port of Houston', '18 min drive', '10.8 mi'), ('GENERAL STEVEDORES, INC.-HOUSTON-TX', '8 min drive', '3.4 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating"
14335 Interdrive W,Fenced Lot,"7,545 SF",Houston,"Rental Rate,$7.20 /SF/YR,Rentable Building Area,7,545 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse",2/12/2020,18502148,$0.60 SF/Mo,Industrial,"7,500 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '8 min drive', '5.7 mi'), ('William P. Hobby Airport', '42 min drive', '28.4 mi'), ('Ellington Field Airport', '51 min drive', '36.1 mi'), ('Port of Houston', '28 min drive', '20.8 mi'), ('THOMPSON CARGO SPECIALISTS, INC.-HOUSTON-TX', '22 min drive', '13.9 mi')]",
1959 Saratoga Blvd,,"8,400 SF",Corpus Christi,"Rental Rate,$12.84 /SF/YR,Rentable Building Area,8,400 SF,Property Type,Industrial,Year Built,2011,Property Subtype,Warehouse",2/12/2020,18505029,$1.07 SF/Mo,Industrial,"4,200 SF",1 Space,TX,For Lease,Flex,"[('Corpus Christi International Airport', '15 min drive', '8.7 mi'), ('Port of Corpus Christi', '11 min drive', '7.8 mi'), (""SKIP'S INDUSTRIAL SALVAGE-CORPUS CHRISTI-TX"", '11 min drive', '7.0 mi')]","Water - City Water,Sewer - City Sewer,Heating - Electric"
228 S Englewood Ave,"Front Loading,Storage Space","23,300 SF",Tyler,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,23,300 SF,Property Type,Industrial,Year Built,1953,Property Subtype,Warehouse",12/3/2019,18510324,$0.50 SF/Mo,Industrial,"3,000 - 12,000 SF",2 Spaces,TX,For Lease,Industrial,"[('Tyler Pounds Field Airport', '15 min drive', '7.0 mi'), ('Port of Shreveport', '123 min drive', '107.3 mi'), ('UP-MARSHALL-TX', '73 min drive', '63.1 mi')]","Lighting - Fluorescent,Water - City Water,Sewer - City Sewer,Heating - Electric"
2608 Industrial Ln,,"6,290 SF",Conroe,"Rental Rate,$6.75 /SF/YR,Rentable Building Area,6,290 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",2/14/2020,18523602,$0.56 SF/Mo,Industrial,"6,290 SF",1 Space,TX,For Lease,Industrial,,
2021 Farrington St,"Fenced Lot,Storage Space,Air Conditioning","3,500 SF",Dallas,"Rental Rate,$10.97 /SF/YR,Rentable Building Area,3,500 SF,Property Type,Industrial,Year Built,1952,Property Subtype,Warehouse",2/14/2020,18524120,$0.91 SF/Mo,Industrial,"3,500 SF",1 Space,TX,For Lease,Flex,"[('Dallas Love Field Airport', '13 min drive', '5.1 mi'), ('Dallas/Fort Worth International Airport', '24 min drive', '18.4 mi'), ('Port of Shreveport', '218 min drive', '199.7 mi'), ('DALLAS TRANSFER AND TERMINAL WAREHOUSE-DALLAS-TX', '9 min drive', '5.0 mi')]",
14001 Interdrive W,Fenced Lot,"16,850 SF",Houston,"Rental Rate,$9.36 /SF/YR,Rentable Building Area,16,850 SF,Property Type,Industrial,Year Built,2003,Property Subtype,Warehouse,Cross Streets,Maximilian",2/14/2020,18524520,$0.78 SF/Mo,Industrial,"16,850 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '12 min drive', '6.6 mi'), ('William P. Hobby Airport', '43 min drive', '25.5 mi'), ('Ellington Field Airport', '54 min drive', '37.0 mi'), ('Port of Houston', '30 min drive', '19.7 mi'), ('THOMPSON CARGO SPECIALISTS, INC.-HOUSTON-TX', '23 min drive', '11.4 mi')]",
32211 Tamina Rd,,"5,000 SF",Magnolia,"Rental Rate,$10.80 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,2014,Property Subtype,Warehouse",2/14/2020,18524541,$0.90 SF/Mo,Industrial,"5,000 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '42 min drive', '33.1 mi'), ('Port of Houston', '62 min drive', '48.8 mi'), ('UNION PACIFIC BULK TAINER SERVICE-SPRING-TX', '32 min drive', '21.4 mi')]","Lighting,Water,Sewer - Septic Field"
1333 Buena Vista St,"24 Hour Access,Bus Line,Courtyard,Fenced Lot,Signage,Air Conditioning","15,000 SF",San Antonio,"Rental Rate,$18.72 /SF/YR,Rentable Building Area,15,000 SF,Property Type,Industrial,Year Built,1927,Property Subtype,Warehouse,Cross Streets,Alazan S",2/15/2020,18531505,$1.56 SF/Mo,Industrial,930 SF,1 Space,TX,For Lease,Office/Retail,"[('San Antonio International Airport', '15 min drive', '9.0 mi'), ('Calhoun Port', '191 min drive', '153.3 mi'), ('BIG TEX GRAIN CO.', '5 min drive', '2.2 mi')]",
621 Aurora Business Park Dr,Fenced Lot,"60,000 SF",Conroe,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,60,000 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",2/17/2020,18551332,$0.75 SF/Mo,Industrial,"60,000 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '43 min drive', '35.8 mi'), ('Port of Houston', '63 min drive', '51.6 mi'), ('UNION PACIFIC BULK TAINER SERVICE-SPRING-TX', '33 min drive', '24.2 mi')]",
13107 Lookout Run,Signage,"8,000 SF",San Antonio,"Rental Rate,$10.80 /SF/YR,Property Subtype,Warehouse,Min. Divisible,4,000 SF,Rentable Building Area,8,000 SF,Property Type,Industrial,Year Built,2000",2/17/2020,18553184,$0.90 SF/Mo,Industrial,"4,000 - 8,000 SF",1 Space,TX,For Lease,Industrial,"[('San Antonio International Airport', '16 min drive', '9.3 mi'), ('Calhoun Port', '201 min drive', '149.1 mi'), ('FITE DISTRIBUTION SERVICES COMPANY-SAN ANTONIO-TX', '16 min drive', '9.6 mi')]",
14024 Susie Ln,,"5,000 SF",Alvin,"Rental Rate,$4.80 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",2/18/2020,18556836,$0.40 SF/Mo,Industrial,"5,000 SF",1 Space,TX,For Lease,Industrial,"[('William P. Hobby Airport', '41 min drive', '23.6 mi'), ('Ellington Field Airport', '46 min drive', '24.2 mi'), ('Port of Houston', '52 min drive', '31.9 mi'), ('AIMCOR GALVESTON MARINE TERMINAL-TEXAS CITY-TX', '38 min drive', '24.7 mi')]","Water - Well,Sewer - Septic Field"
18401 Intercontinental Crossing Dr,,"30,000 SF",Houston,"Rental Rate,$9.36 /SF/YR,Rentable Building Area,30,000 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Under Construction",2/18/2020,18558933,$0.78 SF/Mo,Industrial,"30,000 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '14 min drive', '8.4 mi'), ('William P. Hobby Airport', '47 min drive', '31.7 mi'), ('Ellington Field Airport', '58 min drive', '40.6 mi'), ('Port of Houston', '33 min drive', '23.2 mi'), ('UNION PACIFIC BULK TAINER SERVICE-SPRING-TX', '11 min drive', '5.3 mi')]",
8030 W Little York Rd,,"20,000 SF",Houston,"Rental Rate,$10.20 /SF/YR,Rentable Building Area,20,000 SF,Property Type,Industrial,Year Built,2014,Property Subtype,Warehouse",2/19/2020,18568063,$0.85 SF/Mo,Industrial,"5,500 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '28 min drive', '23.5 mi'), ('William P. Hobby Airport', '42 min drive', '28.2 mi'), ('Ellington Field Airport', '55 min drive', '38.1 mi'), ('Port of Houston', '30 min drive', '23.4 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '11 min drive', '5.4 mi')]",
5800 Corporate Dr,"Fenced Lot,Property Manager on Site","26,700 SF",Houston,"Rental Rate,$8.16 - $9.00 /SF/YR,Rentable Building Area,26,700 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",4/10/2020,18569374,$0.68 - $0.75 SF/Mo,Industrial,"2,930 - 18,365 SF",4 Spaces,TX,For Lease,"Office, Industrial","[('William P. Hobby Airport', '37 min drive', '25.5 mi'), ('Houston George Bush Intercontinental Airport', '38 min drive', '32.3 mi'), ('Ellington Field Airport', '48 min drive', '34.3 mi'), ('Port of Houston', '33 min drive', '22.3 mi'), ('INTERCONTINENTAL TERMINALS CO.-HOUSTON-TX', '14 min drive', '8.2 mi')]","Lighting - Fluorescent,Water - City Water,Sewer - City Sewer,Heating - Electric"
6821 Allegheny St,"24 Hour Access,Fenced Lot,Front Loading,Property Manager on Site,Air Conditioning","10,500 SF",Houston,"Rental Rate,$1.67 /SF/YR,Rentable Building Area,10,500 SF,Property Type,Industrial,Year Built,2019,Property Subtype,Warehouse",2/19/2020,18572401,$0.14 SF/Mo,Industrial,"1,500 - 10,500 SF",7 Spaces,TX,For Lease,Industrial,"[('William P. Hobby Airport', '23 min drive', '10.1 mi'), ('Ellington Field Airport', '37 min drive', '20.9 mi'), ('Houston George Bush Intercontinental Airport', '29 min drive', '23.5 mi'), ('Port of Houston', '18 min drive', '9.9 mi'), ('GULF WINDS INTERNATIONAL, INC.-MYKAWA-TX', '10 min drive', '4.3 mi')]",
9227 Alberene Dr,"Fenced Lot,Skylights","6,360 SF",Houston,"Rental Rate,$11.43 /SF/YR,Rentable Building Area,6,360 SF,Property Type,Industrial,Year Built,2012,Property Subtype,Warehouse",2/20/2020,18579526,$0.95 SF/Mo,Industrial,"6,300 SF",1 Space,TX,For Lease,Industrial,"[('William P. Hobby Airport', '34 min drive', '23.4 mi'), ('Ellington Field Airport', '46 min drive', '32.2 mi'), ('Houston George Bush Intercontinental Airport', '39 min drive', '33.1 mi'), ('Port of Houston', '32 min drive', '23.2 mi'), ('INTERCONTINENTAL TERMINALS CO.-HOUSTON-TX', '14 min drive', '8.9 mi')]",
1607 N Main St,,"16,125 SF",Pearland,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,16,125 SF,Property Type,Industrial,Year Built,1971,Property Subtype,Warehouse",2/20/2020,18579534,$1.00 SF/Mo,Industrial,"2,800 SF",1 Space,TX,For Lease,Office/Retail,"[('William P. Hobby Airport', '13 min drive', '5.0 mi'), ('Ellington Field Airport', '25 min drive', '13.8 mi'), ('Houston George Bush Intercontinental Airport', '44 min drive', '33.4 mi'), ('Port of Houston', '23 min drive', '13.3 mi'), ('BNSF-HOUSTON-TX', '8 min drive', '4.2 mi')]",
9417 Circle Dr,,"28,600 SF",Austin,"Rental Rate,$16.00 /SF/YR,Rentable Building Area,28,600 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Under Construction",1/29/2020,18341699,$1.33 SF/Mo,Industrial,"8,100 - 27,900 SF",3 Spaces,TX,For Lease,Industrial,"[('Calhoun Port', '1 min drive', '136.0 mi'), ('GUTHRIE LUMBER SALES-AUSTIN-TX', '1 min drive', '13.0 mi')]",
