address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
1200 Morgantown Ave,,"25,805 SF",Fairmont,"Rental Rate,$3.75 /SF/YR,Rentable Building Area,25,805 SF,Property Type,Industrial,Year Built,1950,Property Subtype,Warehouse",12/6/2018,14566006,$0.31 SF/Mo,Industrial,"25,805 SF",1 Space,WV,For Lease,Industrial,"[('Port of Baltimore', '256 min drive', '227.2 mi'), ('TRANSFLO-CLARKSBURG-WV', '29 min drive', '21.7 mi')]","Lighting,Gas,Water,Sewer,Heating"
1776 Davisson Run Rd,,"4,800 SF",Clarksburg,"Rental Rate,$11.50 /SF/YR,Rentable Building Area,4,800 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",3/27/2019,15559353,$0.96 SF/Mo,Industrial,"4,800 SF",1 Space,WV,For Lease,Industrial,,
1511 Badgley Fork Rd,Storage Space,"42,535 SF",Mineral Wells,"Rental Rate,$5.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,1,700 SF,Rentable Building Area,42,535 SF,Property Type,Industrial,Year Built,2018",5/27/2019,16166368,$0.42 SF/Mo,Industrial,"1,700 - 42,535 SF",1 Space,WV,For Lease,Industrial,,"Lighting,Gas - Natural,Water - City Water,Heating - Gas"
395 Mud Lick Rd,,"34,000 SF",Buckhannon,"Rental Rate,$7.28 /SF/YR,Rentable Building Area,34,000 SF,Property Type,Industrial,Year Built,2010,Property Subtype,Warehouse",5/30/2019,16189616,$0.61 SF/Mo,Industrial,"34,000 SF",1 Space,WV,For Lease,Industrial,,
500 River East Dr,,"65,456 SF",Belle,"Rental Rate,$7.91 /SF/YR,Rentable Building Area,65,456 SF,Property Type,Industrial,Year Built,1970,Property Subtype,Warehouse",6/10/2019,16301407,$0.66 SF/Mo,Industrial,"10,480 SF",1 Space,WV,For Lease,Industrial,"[('Yeager Airport', '26 min drive', '11.7 mi'), ('Virginia Port Authority - Richmond', '355 min drive', '314.4 mi'), ('TRANSFLO-SOUTH CHARLESTON-WV', '24 min drive', '13.1 mi')]",
0 Development Dr,,"324,000 SF",Martinsburg,"Rental Rate,$4.75 /SF/YR,Rentable Building Area,324,000 SF,Min. Divisible,80,000 SF,Year Built,2020,Property Type,Industrial,Construction Status,Proposed,Property Subtype,Warehouse",6/26/2019,16455015,$0.40 SF/Mo,Industrial,"80,000 - 324,000 SF",1 Space,WV,For Lease,Industrial,"[('Martinsburg Commuter Rail (Brunswick Line)', '13 min drive', '6.7 mi')]",
3715 Collins Ferry Rd,"Mezzanine,Air Conditioning","6,106 SF",Morgantown,"Rental Rate,$6.88 /SF/YR,Rentable Building Area,6,106 SF,Property Type,Industrial,Year Built,1994,Property Subtype,Warehouse",9/4/2019,17100640,$0.57 SF/Mo,Industrial,"6,106 SF",1 Space,WV,For Lease,Flex,"[('Port of Baltimore', '245 min drive', '213.5 mi'), ('TRANSFLO-CLARKSBURG-WV', '54 min drive', '42.5 mi')]",
1550 Industrial Rd,"Cooler,Mezzanine,Yard,Storage Space","10,000 SF",Bridgeport,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse",11/19/2019,17764938,$0.83 SF/Mo,Industrial,"10,000 SF",1 Space,WV,For Lease,Industrial,,
3956 Staunton Tpke,,"6,000 SF",Parkersburg,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,6,000 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",12/3/2019,17857687,$0.42 SF/Mo,Industrial,"6,000 SF",1 Space,WV,For Lease,Industrial,"[('Virginia Port Authority - Richmond', '441 min drive', '398.0 mi'), ('Keynes Brothers Inc.', '85 min drive', '67.6 mi')]",
4821 McClung St,,"7,900 SF",Charleston,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,7,900 SF,Property Type,Industrial,Year Built,1950,Property Subtype,Warehouse",1/9/2020,18140443,$0.54 SF/Mo,Industrial,"5,400 SF",1 Space,WV,For Lease,Industrial,"[('Yeager Airport', '23 min drive', '12.0 mi'), ('Virginia Port Authority - Richmond', '368 min drive', '329.4 mi'), ('TRANSFLO-SOUTH CHARLESTON-WV', '7 min drive', '3.3 mi')]","Gas - Natural,Water - County Water,Sewer - City Sewer,Heating - Gas"
2101 Grace St,"24 Hour Access,Conferencing Facility,Mezzanine,Yard,Storage Space","135,745 SF",Culloden,"Rental Rate,$2.75 /SF/YR,Property Subtype,Warehouse,Min. Divisible,16,413 SF,Rentable Building Area,135,745 SF,Property Type,Industrial,Year Built,1991",2/12/2020,18495981,$0.23 SF/Mo,Industrial,"16,413 - 135,745 SF",1 Space,WV,For Lease,Industrial,"[('Yeager Airport', '48 min drive', '34.3 mi'), ('Tri-State-Milton J. Ferguson Field Airport', '44 min drive', '34.4 mi'), ('Virginia Port Authority - Richmond', '394 min drive', '351.7 mi'), ('Allied Warehousing Services, Inc.', '19 min drive', '14.2 mi')]","Lighting - Halogen,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
1065 Greenbag Rd,,"36,200 SF",Morgantown,"Rental Rate,$11.25 /SF/YR,Property Subtype,Warehouse,Min. Divisible,100 SF,Rentable Building Area,36,200 SF,Property Type,Industrial,Year Built,1985",2/13/2020,18510741,$0.94 SF/Mo,Industrial,"100 - 3,200 SF",1 Space,WV,For Lease,Office,"[('Port of Baltimore', '240 min drive', '212.0 mi'), ('TRANSFLO-CLARKSBURG-WV', '48 min drive', '39.3 mi')]","Lighting,Gas,Water,Sewer,Heating"
1332 Hansford St,Fenced Lot,"7,600 SF",Charleston,"Rental Rate,$4.80 /SF/YR,Rentable Building Area,7,600 SF,Property Type,Industrial,Year Built,1948,Property Subtype,Warehouse",3/13/2020,18855248,$0.40 SF/Mo,Industrial,"4,000 SF",1 Space,WV,For Lease,Industrial,"[('Yeager Airport', '15 min drive', '5.5 mi'), ('Virginia Port Authority - Richmond', '360 min drive', '323.0 mi'), ('TRANSFLO-SOUTH CHARLESTON-WV', '10 min drive', '4.7 mi')]",
1524 Grafton Rd,"Fenced Lot,Signage,Yard,Storage Space","9,858 SF",Morgantown,"Rental Rate,$18.26 /SF/YR,Rentable Building Area,9,858 SF,Property Type,Industrial,Year Built,2015,Property Subtype,Warehouse",3/21/2020,18940767,$1.52 SF/Mo,Industrial,"9,858 SF",1 Space,WV,For Lease,Industrial,"[('Port of Baltimore', '242 min drive', '214.8 mi'), ('TRANSFLO-CLARKSBURG-WV', '43 min drive', '34.0 mi')]","Lighting,Gas - Propane,Water - City Water,Sewer - Septic Field,Heating"
3901 Camden Ave,"24 Hour Access,Fenced Lot,Air Conditioning","280,000 SF",Parkersburg,"Rental Rate,$1.56 /SF/YR,Rentable Building Area,280,000 SF,Property Type,Industrial,Year Built/Renovated,1972/2011,Property Subtype,Warehouse",11/16/2016,4925401,$0.13 SF/Mo,Industrial,"25,000 SF",1 Space,WV,For Lease,Industrial,"[('Virginia Port Authority - Richmond', '440 min drive', '396.8 mi'), ('Keynes Brothers Inc.', '81 min drive', '64.7 mi')]","Lighting,Gas,Water,Sewer,Heating"
800 Wisconsin St,Signage,"1,900,000 SF",Eau Claire,"Rental Rate,$4.75 - $13.00 /SF/YR,Rentable Building Area,1,900,000 SF,Property Type,Industrial,Year Built,1944,Property Subtype,Warehouse",4/16/2020,13770929,$0.40 - $1.08 SF/Mo,Industrial,"270 - 73,910 SF",14 Spaces,WI,For Lease,"Office, Flex","[('Port of Baltimore', '1,124 min drive', '1,020.6 mi'), ('WAREHOUSE OF WISCONSIN-CHIPPEWA FALLS-WI', '22 min drive', '13.6 mi')]",
2940 Wisconsin St,,"8,526 SF",Sturtevant,"Rental Rate,$6.31 - $7.14 /SF/YR,Rentable Building Area,8,526 SF,Property Type,Industrial,Year Built,1940,Property Subtype,Warehouse",2/4/2019,15073048,$0.53 - $0.60 SF/Mo,Industrial,"1,900 - 6,100 SF",2 Spaces,WI,For Lease,Industrial,"[('General Mitchell International Airport', '28 min drive', '22.0 mi'), ('Port of Baltimore', '853 min drive', '768.3 mi'), ('DISTRIBUTION SPECIALIST-STURTEVANT-WI', '10 min drive', '6.2 mi')]",
4200 N Holton St,"Fenced Lot,Signage","325,414 SF",Milwaukee,"Rental Rate,$9.72 /SF/YR,Rentable Building Area,325,414 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Warehouse",2/14/2019,15175924,$0.81 SF/Mo,Industrial,"2,092 SF",1 Space,WI,For Lease,Office,"[('General Mitchell International Airport', '21 min drive', '11.9 mi'), ('Port of Baltimore', '887 min drive', '794.9 mi'), ('WISCONSIN AND SOUTHERN RAILROAD CO-MILWAUKEE-WI-53', '8 min drive', '3.9 mi')]","Lighting,Water - City Water,Sewer - City Sewer"
2750 Vinland St,,"357,791 SF",Oshkosh,"Rental Rate,$2.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,11,000 SF,Rentable Building Area,357,791 SF,Property Type,Industrial,Year Built,1986",2/15/2019,15188699,$0.21 SF/Mo,Industrial,"11,000 - 357,791 SF",1 Space,WI,For Lease,Industrial,"[('Outagamie County Regional Airport', '31 min drive', '15.5 mi'), ('Port of Baltimore', '980 min drive', '874.8 mi'), ('CN-NEENAH-WI', '20 min drive', '12.6 mi')]",
511 N Clairemont Ave,,"19,790 SF",Eau Claire,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,19,790 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",2/26/2019,15281929,$0.42 SF/Mo,Industrial,"6,000 SF",1 Space,WI,For Lease,Industrial,,Gas
900 S Cogswell Dr,"24 Hour Access,Air Conditioning","11,059 SF",Silver Lake,"Rental Rate,$6.84 /SF/YR,Rentable Building Area,11,059 SF,Property Type,Industrial,Year Built/Renovated,1963/1983,Property Subtype,Warehouse",2/18/2020,15292876,$0.57 SF/Mo,Industrial,"11,059 SF",1 Space,WI,For Lease,Industrial,"[('Antioch Station Commuter Rail (North Central Service)', '17 min drive', '8.6 mi'), ('Port of Baltimore', '858 min drive', '768.5 mi'), ('DISTRIBUTION SPECIALIST-STURTEVANT-WI', '36 min drive', '25.0 mi')]","Lighting - Fluorescent,Gas - Natural,Water - Well,Sewer - City Sewer,Heating - Gas"
3120 N Roemer Rd,Air Conditioning,"31,030 SF",Appleton,"Rental Rate,$4.75 /SF/YR,Rentable Building Area,31,030 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",4/4/2019,15631539,$0.40 SF/Mo,Industrial,"31,030 SF",1 Space,WI,For Lease,Industrial,"[('Outagamie County Regional Airport', '20 min drive', '12.2 mi'), ('Austin Straubel International Airport', '37 min drive', '24.6 mi'), ('Port of Baltimore', '1,001 min drive', '896.9 mi'), ('WSI-COMBINED LOCKS -WI', '6 min drive', '3.7 mi')]",
4201 Reardon Rd,Air Conditioning,"7,500 SF",De Forest,"Rental Rate,$7.25 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,500 SF,Rentable Building Area,7,500 SF,Property Type,Industrial,Year Built,2018",5/3/2019,15939086,$0.60 SF/Mo,Industrial,"2,500 - 7,500 SF",1 Space,WI,For Lease,Industrial,,
2752 Capitol Dr,"24 Hour Access,Property Manager on Site,Yard,Storage Space,Fluorescent Lighting","25,000 SF",Sun Prairie,"Rental Rate,$7.00 /SF/YR,Rentable Building Area,25,000 SF,Property Type,Industrial,Year Built/Renovated,1985/2014,Property Subtype,Warehouse",5/6/2019,15967489,$0.58 SF/Mo,Industrial,"5,445 SF",1 Space,WI,For Lease,Industrial,"[('Dane County Regional Airport', '16 min drive', '7.7 mi'), ('Port of Baltimore', '939 min drive', '851.2 mi'), ('CAPITOL WAREHOUSING CORP.', '13 min drive', '8.0 mi')]","Lighting - Fluorescent,Water - City Water,Sewer - City Sewer,Heating - Electric"
N6543 Us Highway 151,"Security System,Storage Space,Air Conditioning","30,436 SF",Beaver Dam,"Rental Rate,$3.50 /SF/YR,Rentable Building Area,30,436 SF,Property Type,Industrial,Year Built,1972,Property Subtype,Warehouse",5/16/2019,16069145,$0.29 SF/Mo,Industrial,"30,000 SF",1 Space,WI,For Lease,Flex,"[('TOTAL LOGISTIC CONTROL-BEAVER DAM-WI', '10 min drive', '5.0 mi')]",
825 Plumer St,,"20,018 SF",Wausau,"Rental Rate,$2.25 /SF/YR,Rentable Building Area,20,018 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Warehouse",6/10/2019,16301807,$0.19 SF/Mo,Industrial,"20,018 SF",1 Space,WI,For Lease,Industrial,"[('Central Wisconsin Airport', '26 min drive', '14.9 mi'), ('Port of Baltimore', '1,085 min drive', '983.7 mi'), ('WAREHOUSE OF WISCONSIN-SCHOFIELD-WI', '11 min drive', '5.5 mi')]",
16150 W Lincoln Ave,Floor Drains,"67,200 SF",New Berlin,"Rental Rate,$4.75 /SF/YR,Rentable Building Area,67,200 SF,Property Type,Industrial,Year Built,1970,Property Subtype,Warehouse",1/7/2020,17013531,$0.40 SF/Mo,Industrial,"15,000 - 30,200 SF",2 Spaces,WI,For Lease,Industrial,"[('General Mitchell International Airport', '27 min drive', '15.0 mi'), ('Port of Baltimore', '892 min drive', '796.5 mi'), ('HANSEN STORAGE CO.-MILWAUKEE-WI', '17 min drive', '8.7 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating"
2825 Bowen St,,"4,284 SF",Oshkosh,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,4,284 SF,Property Type,Industrial,Year Built,1995,Property Subtype,Warehouse",10/30/2019,17590884,$0.42 SF/Mo,Industrial,"1,500 SF",1 Space,WI,For Lease,Industrial,"[('Outagamie County Regional Airport', '29 min drive', '15.7 mi'), ('Port of Baltimore', '980 min drive', '875.7 mi'), ('CN-NEENAH-WI', '19 min drive', '9.9 mi')]",
2103 Pleasant Valley Rd,"Fenced Lot,Signage,Yard","27,439 SF",Fairmont,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,27,439 SF,Property Type,Industrial,Year Built/Renovated,1978/1998,Property Subtype,Warehouse,Industrial Manufacturing",10/11/2017,4210890,$0.38 SF/Mo,Industrial,"27,439 SF",1 Space,WV,For Lease,Industrial,"[('Port of Baltimore', '257 min drive', '229.6 mi'), ('TRANSFLO-CLARKSBURG-WV', '24 min drive', '18.0 mi')]",
5550 Winchester Ave,,"389,244 SF",Martinsburg,"Rental Rate,$4.05 /SF/YR,Property Subtype,Warehouse,Min. Divisible,80,000 SF,Rentable Building Area,389,244 SF,Property Type,Industrial,Year Built/Renovated,1959/2005",6/21/2019,14261936,$0.34 SF/Mo,Industrial,"80,000 - 110,000 SF",1 Space,WV,For Lease,Industrial,"[('Martinsburg Commuter Rail (Brunswick Line)', '12 min drive', '6.5 mi'), ('Port of Baltimore', '119 min drive', '99.5 mi'), ('Hagerstown Transload Services, LLC', '34 min drive', '25.5 mi')]","Lighting,Gas,Water,Sewer,Heating"
748 McMechen St,,"173,319 SF",Benwood,"Min. Divisible,40,000 SF,Rentable Building Area,173,319 SF,Property Type,Industrial,Year Built,1940,Property Subtype,Warehouse",11/16/2018,14400613,Rent Upon Request,Industrial,"40,000 - 78,000 SF",1 Space,WV,For Lease,Industrial,"[('Port of Baltimore', '322 min drive', '277.4 mi'), ('Weirton Ice and Coal Supply Company', '45 min drive', '33.5 mi')]",
5310 Elk River Rd N,Fenced Lot,"5,200 SF",Elkview,"Rental Rate,$7.50 /SF/YR,Rentable Building Area,5,200 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Warehouse",3/18/2019,15475100,$0.63 SF/Mo,Industrial,"5,200 SF",1 Space,WV,For Lease,Industrial,"[('Yeager Airport', '25 min drive', '13.4 mi'), ('Virginia Port Authority - Richmond', '380 min drive', '339.4 mi'), ('TRANSFLO-SOUTH CHARLESTON-WV', '28 min drive', '19.8 mi')]",
1416 Old Mill Creek Rd,Yard,"14,480 SF",Charleston,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,14,480 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse",5/29/2019,16180248,$0.54 SF/Mo,Industrial,"14,480 SF",1 Space,WV,For Lease,Industrial,,
4996 Freedom Way,,"16,000 SF",Weirton,"Property Type,Industrial,Rentable Building Area,16,000 SF,Property Subtype,Warehouse,Year Built,1900",5/29/2019,16182108,Rent Upon Request,Industrial,"16,000 SF",2 Spaces,WV,For Lease,"Flex, Industrial","[('Pittsburgh International Airport', '48 min drive', '29.6 mi'), ('Port of Baltimore', '333 min drive', '276.6 mi'), ('Weirton Ice and Coal Supply Company', '10 min drive', '3.3 mi')]",
Clendening Dr,,"253,500 SF",Kearneysville,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,253,500 SF,Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed",7/8/2019,16547186,$0.38 SF/Mo,Industrial,"253,500 SF",1 Space,WV,For Lease,Industrial,"[('Duffields Commuter Rail (Brunswick Line)', '11 min drive', '3.9 mi'), ('Port of Baltimore', '103 min drive', '80.3 mi'), ('Hagerstown Transload Services, LLC', '42 min drive', '31.4 mi')]",
427 Beauregard St E,,"4,400 SF",Charleston,"Rental Rate,$5.45 /SF/YR,Rentable Building Area,4,400 SF,Property Type,Industrial,Year Built,1915,Property Subtype,Warehouse",8/19/2019,16964748,$0.45 SF/Mo,Industrial,"4,400 SF",1 Space,WV,For Lease,Industrial,"[('Yeager Airport', '13 min drive', '5.0 mi'), ('Virginia Port Authority - Richmond', '359 min drive', '322.3 mi'), ('TRANSFLO-SOUTH CHARLESTON-WV', '9 min drive', '4.6 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
942 Smithtown Rd,,"2,000 SF",Morgantown,"Rental Rate,$9.90 /SF/YR,Rentable Building Area,2,000 SF,Property Type,Industrial,Year Built,2016,Property Subtype,Warehouse",11/12/2019,17697815,$0.83 SF/Mo,Industrial,"2,000 SF",1 Space,WV,For Lease,Industrial,,
Ritchie Center Dr,,"6,250 SF",Pennsboro,"Rental Rate,$11.33 /SF/YR,Property Subtype,Warehouse,Property Type,Industrial,Rentable Building Area,6,250 SF",12/3/2019,17857450,$0.94 SF/Mo,Industrial,"1,250 - 6,250 SF",2 Spaces,WV,For Lease,Industrial,"[('Virginia Port Authority - Richmond', '410 min drive', '322.8 mi'), ('TRANSFLO-CLARKSBURG-WV', '54 min drive', '41.3 mi')]",
1351 E 3rd Ave,Fenced Lot,"33,240 SF",Kennewick,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,33,240 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",1/19/2020,18224560,$0.50 SF/Mo,Industrial,"3,600 - 12,840 SF",2 Spaces,WA,For Lease,Industrial,"[('Tri-Cities Airport', '12 min drive', '6.0 mi'), ('Port of Tacoma', '275 min drive', '238.7 mi'), ('CO-GRAIN', '3 min drive', '1.1 mi')]",
1081 Columbia Blvd,,"7,600 SF",Longview,"Rental Rate,$8.16 /SF/YR,Rentable Building Area,7,600 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse",1/22/2020,18264461,$0.68 SF/Mo,Industrial,"7,600 SF",1 Space,WA,For Lease,Industrial,"[('Port of Long View, WA', '4 min drive', '0.9 mi'), ('DAYBREAK DISPATCH AND RAIL TRANSFER', '2 min drive', '0.7 mi')]",
11605-11615 NE 116th St,,"63,148 SF",Kirkland,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,63,148 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse",1/30/2020,18350368,$1.25 SF/Mo,Industrial,"13,462 SF",1 Space,WA,For Lease,Industrial,"[('Kenmore Air Harbor Inc Airport', '18 min drive', '6.6 mi'), ('Seattle-Tacoma International Airport', '35 min drive', '23.0 mi'), ('Port of Seattle', '28 min drive', '19.0 mi'), ('CARGILL, INC.-SEATTLE', '25 min drive', '15.2 mi')]","Water - City Water,Sewer - City Sewer"
16609 E 110th Ave,"Fenced Lot,Yard,Air Conditioning","5,492 SF",Puyallup,"Rental Rate,$10.92 /SF/YR,Rentable Building Area,5,492 SF,Property Type,Industrial,Year Built,1977,Property Subtype,Warehouse",1/30/2020,18350600,$0.91 SF/Mo,Industrial,"5,492 SF",1 Space,WA,For Lease,Industrial,"[('Puyallup Station Commuter Rail (Sounder South Line)', '16 min drive', '7.0 mi'), ('Sumner Station Commuter Rail (Sounder South Line)', '20 min drive', '9.9 mi'), ('Seattle-Tacoma International Airport', '51 min drive', '28.3 mi'), ('Port of Tacoma', '28 min drive', '14.8 mi'), ('WASHINGTON COLD STORAGE, INC.-PUYALLUP-WA', '16 min drive', '7.4 mi')]",
10411 Airport Rd,"Fenced Lot,Air Conditioning","90,000 SF",Everett,"Rental Rate,$10.08 /SF/YR,Rentable Building Area,90,000 SF,Property Type,Industrial,Year Built,1992,Property Subtype,Warehouse",1/31/2020,18364678,$0.84 SF/Mo,Industrial,"32,441 SF",1 Space,WA,For Lease,Industrial,"[('Mukilteo Station Commuter Rail (Sounder South Line)', '11 min drive', '5.0 mi'), ('Everett Station Commuter Rail (Sounder South Line)', '16 min drive', '9.1 mi'), ('Kenmore Air Harbor Inc Airport', '26 min drive', '12.5 mi'), ('Port of Everett', '15 min drive', '7.7 mi'), ('CARGILL, INC.-SEATTLE', '36 min drive', '23.4 mi')]",
13026 W McFarlane Rd,Bus Line,"26,576 SF",Airway Heights,"Rental Rate,$6.60 /SF/YR,Rentable Building Area,26,576 SF,Property Type,Industrial,Year Built,1976,Property Subtype,Warehouse",1/31/2020,18364939,$0.55 SF/Mo,Industrial,"14,839 SF",1 Space,WA,For Lease,Industrial,"[('Spokane International Airport', '15 min drive', '7.0 mi'), ('Port of Everett', '338 min drive', '297.3 mi'), ('WEATHERPROOF RELOAD AND STORAGE-SPOKANE-WA', '23 min drive', '13.5 mi')]",
202-228 S Mead St,"24 Hour Access,Signage,Air Conditioning","12,597 SF",Seattle,"Rental Rate,$20.04 /SF/YR,Rentable Building Area,12,597 SF,Property Type,Industrial,Year Built/Renovated,1968/2002,Property Subtype,Warehouse",2/6/2020,18435231,$1.67 SF/Mo,Industrial,"2,013 SF",1 Space,WA,For Lease,Office,"[('King Street (Seattle) Station Commuter Rail (Sounder South Line)', '7 min drive', '3.3 mi'), ('Tukwila Station Commuter Rail (Sounder South Line)', '16 min drive', '9.6 mi'), ('Seattle-Tacoma International Airport', '17 min drive', '8.8 mi'), ('Kenmore Air Harbor Inc Airport', '31 min drive', '18.4 mi'), ('Port of Seattle', '7 min drive', '2.8 mi'), ('UP-SEATTLE-WA-402 S. DAW', '2 min drive', '0.4 mi')]",
6839-6851 S 220th St,,"33,000 SF",Kent,"Rental Rate,$7.92 /SF/YR,Rentable Building Area,33,000 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",2/4/2020,18406505,$0.66 SF/Mo,Industrial,"7,344 SF",1 Space,WA,For Lease,Industrial,"[('Kent Station Commuter Rail (Sounder South Line)', '6 min drive', '2.3 mi'), ('Tukwila Station Commuter Rail (Sounder South Line)', '10 min drive', '4.5 mi'), ('Seattle-Tacoma International Airport', '18 min drive', '7.2 mi'), ('Kenmore Air Harbor Inc Airport', '48 min drive', '30.4 mi'), ('Port of Tacoma', '29 min drive', '18.8 mi'), ('APEX COLD STORAGE-KENT-WA', '4 min drive', '1.4 mi')]","Water - City Water,Sewer - City Sewer"
3003 S Huson St,"Bus Line,Signage","8,360 SF",Tacoma,"Rental Rate,$24.00 /SF/YR,Rentable Building Area,8,360 SF,Property Type,Industrial,Year Built,2004,Property Subtype,Warehouse",2/6/2020,18436995,$2.00 SF/Mo,Industrial,700 SF,1 Space,WA,For Lease,Office,"[('Tacoma Dome Station Commuter Rail (Sounder South Line, Tacoma Link)', '8 min drive', '4.2 mi'), ('Seattle-Tacoma International Airport', '40 min drive', '25.9 mi'), ('Port of Tacoma', '11 min drive', '6.2 mi'), ('TRI PAK-TACOMA-WA', '4 min drive', '2.0 mi')]",
13701 24th St E,"Bus Line,Signage","20,000 SF",Sumner,"Rental Rate,$13.20 /SF/YR,Rentable Building Area,20,000 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse",2/11/2020,18488036,$1.10 SF/Mo,Industrial,"2,002 SF",1 Space,WA,For Lease,Industrial,"[('Sumner Station Commuter Rail (Sounder South Line)', '8 min drive', '2.8 mi'), ('Puyallup Station Commuter Rail (Sounder South Line)', '11 min drive', '6.1 mi'), ('Seattle-Tacoma International Airport', '34 min drive', '20.2 mi'), ('Port of Tacoma', '22 min drive', '11.1 mi'), ('WASHINGTON COLD STORAGE, INC.-PUYALLUP-WA', '11 min drive', '5.7 mi')]",
13701 24th St E,,"20,000 SF",Sumner,"Rental Rate,$13.20 /SF/YR,Rentable Building Area,20,000 SF,Property Type,Industrial,Year Built,2005,Property Subtype,Warehouse",3/4/2020,18488270,$1.10 SF/Mo,Industrial,"4,006 - 14,826 SF",2 Spaces,WA,For Lease,Industrial,"[('Sumner Station Commuter Rail (Sounder South Line)', '8 min drive', '2.8 mi'), ('Puyallup Station Commuter Rail (Sounder South Line)', '11 min drive', '6.2 mi'), ('Seattle-Tacoma International Airport', '34 min drive', '20.2 mi'), ('Port of Tacoma', '21 min drive', '11.2 mi'), ('WASHINGTON COLD STORAGE, INC.-PUYALLUP-WA', '11 min drive', '5.7 mi')]",
1826 112th St E,"Bus Line,Signage","18,240 SF",Tacoma,"Rental Rate,$10.20 /SF/YR,Rentable Building Area,18,240 SF,Property Type,Industrial,Year Built,2003,Property Subtype,Warehouse",2/13/2020,18511822,$0.85 SF/Mo,Industrial,"4,928 SF",1 Space,WA,For Lease,Industrial,"[('Tacoma Dome Station Commuter Rail (Tacoma Link, Sounder South Line)', '13 min drive', '7.1 mi'), ('Puyallup Station Commuter Rail (Sounder South Line)', '12 min drive', '7.9 mi'), ('Seattle-Tacoma International Airport', '42 min drive', '27.0 mi'), ('Port of Tacoma', '14 min drive', '7.4 mi'), ('TRIMAX, LTD (WEYERHAEUSER)-TACOMA-WA-805 PUYALL', '12 min drive', '6.9 mi')]",
4058 Hammer Dr,"24 Hour Access,Bio-Tech/ Lab Space,Bus Line,Signage","13,659 SF",Bellingham,"Rental Rate,$9.21 /SF/YR,Rentable Building Area,13,659 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",2/27/2020,18665184,$0.77 SF/Mo,Industrial,"1,564 SF",1 Space,WA,For Lease,Flex,"[('Bellingham International Airport', '13 min drive', '4.5 mi'), ('Port of Bellingham, WA', '13 min drive', '5.3 mi'), ('BELLINGHAM COLD STORAGE-BELLINGHAM-WA', '11 min drive', '4.5 mi')]",
