address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
19401 S Main St,"Fenced Lot,Air Conditioning","37,280 SF",Gardena,"Rental Rate,$20.40 /SF/YR,Rentable Building Area,37,280 SF,Property Type,Industrial,Year Built,1982,Property Subtype,Warehouse",,,11/5/2019,17641815,$1.70 SF/Mo,,Industrial,"4,594 SF","Rate includes utilities, building services and property expenses,Open Floor Plan Layout,3 Private Offices,11 Workstations,Fully Built Out as Standard Office,Fits 12 - 37 People,1 Conference Room",New Carpet & Paint done by landlord. CAM fee is $0.2 per sq/ft per month /or/ $2.40 per sq/ft per year.,1 Space,CA,For Lease,Office,"[('Long Beach-Daugherty Field Airport', '14 min drive', '8.5 mi'), ('Los Angeles International Airport', '21 min drive', '13.0 mi'), ('Bob Hope Airport', '42 min drive', '29.5 mi'), ('Port of Long Beach', '17 min drive', '10.3 mi'), ('NOBLE DISTRIBUTION SYSTEMS-RANCHO DOMINGUEZ-CA', '7 min drive', '3.9 mi')]",
19224 E Walnut Dr N,"Skylights,Air Conditioning","72,535 SF",City Of Industry,"Rental Rate,$15.48 /SF/YR,Rentable Building Area,72,535 SF,Property Type,Industrial,Year Built,2003,Property Subtype,Warehouse",,,11/6/2019,17654780,$1.29 SF/Mo,,Industrial,"6,848 SF","Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay,Includes 2,058 SF of dedicated office space","Pomona 60 Freeway Exposure and Signage
Unincorporated L.A. County
Wholesale & Retail Uses Permitted",1 Space,CA,For Lease,Industrial,"[('Industry Commuter Rail (Riverside Line)', '8 min drive', '4.0 mi'), ('Covina Commuter Rail (San Bernardino Line)', '19 min drive', '9.2 mi'), ('Ontario International Airport', '29 min drive', '20.6 mi'), ('John Wayne Airport', '38 min drive', '26.4 mi'), ('Long Beach-Daugherty Field Airport', '40 min drive', '29.8 mi'), ('Port of Long Beach', '47 min drive', '34.8 mi'), ('CALIFORNIA DISTRIBUTION-CITY OF INDUSTRY-CA', '5 min drive', '1.1 mi')]",Lighting - Halogen
701 W Broadway,"Fenced Lot,Signage,Skylights","14,730 SF",Glendale,"Rental Rate,$12.60 /SF/YR,Rentable Building Area,14,730 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Manufacturing",,,11/8/2019,17674873,$1.05 SF/Mo,,Industrial,"14,730 SF","Listed rate may not include certain utilities, building services and property expenses",,1 Space,CA,For Lease,Industrial,"[('Glendale Commuter Rail (Ventura County, Antelope Valley Lines)', '5 min drive', '2.1 mi'), ('Downtown Burbank Commuter Rail (Ventura County, Antelope Valley Lines)', '8 min drive', '4.0 mi'), ('Bob Hope Airport', '17 min drive', '9.4 mi'), ('Los Angeles International Airport', '36 min drive', '20.5 mi'), ('Long Beach-Daugherty Field Airport', '43 min drive', '29.6 mi'), ('Port of Long Beach', '45 min drive', '32.4 mi'), ('UP-LOS ANGELES-CA-750 LAMAR', '14 min drive', '8.6 mi')]",
20417 Nordhoff St,"Fenced Lot,Signage","28,682 SF",Chatsworth,"Rental Rate,$16.80 - $24.00 /SF/YR,Rentable Building Area,28,682 SF,Property Type,Industrial,Year Built,1969,Property Subtype,Manufacturing","High Image Low-Rise Building Located in Chatsworth with Main Street Exposure.,High Speed Fiber-Optic Internet Service (via Spectrum).,Glass Entry Doors, Beautiful Reception Area with Marble Floors and 20' Ceiling.",,11/12/2019,17702711,$1.40 - $2.00 SF/Mo,,Industrial,"3,000 - 8,000 SF","Rate includes utilities, building services and property expenses,Office intensive layout,Partitioned Offices,Central Air Conditioning,Wi-Fi Connectivity,Fully Built Out as Professional Services Office,Fits 8 - 16 People,Space is in Excellent Condition,Reception Area,Private Restrooms,Listed rate may not include certain utilities, building services and property expenses,Mostly Open Floor Plan Layout,Partitioned Offices,Space is in Excellent Condition,Wi-Fi Connectivity,Private Restrooms,Drop Ceilings,Fully Built Out as Professional Services Office,Fits 8 - 20 People,Conference Rooms,Central Air Conditioning,Balcony,Fully Carpeted,Natural Light","1st Floor Suite. Beautiful Hardwood Floors. Individual Private Offices and Open ""Bullpen"" Areas. Two (2) Restrooms. High Speed Fiber Optic Internet Service (via Spectrum). 12 Parking Spaces. Available January 1, 2020. Call Listing Agent for More Details and to Arrange Showings.,2nd Floor Suite. Open Floor Plan. Large Conference/Work Room. Private Offices and Two (2) Restrooms. High Speed Fiber Optic Internet Service (via Spectrum). 18 Parking Spaces. Very Desirable Space at LOW Industrial Gross Rental Rate! Available January 1, 2020. Call Listing Agent for More Details and to Arrange Showings.",2 Spaces,CA,For Lease,Office,"[('Northridge Commuter Rail (Ventura County Line)', '5 min drive', '2.3 mi'), ('Chatsworth Commuter Rail (Ventura County Line)', '6 min drive', '2.6 mi'), ('Bob Hope Airport', '26 min drive', '14.5 mi'), ('Los Angeles International Airport', '40 min drive', '28.3 mi'), ('The Port of Hueneme', '63 min drive', '45.7 mi'), ('UP-LOS ANGELES-CA-750 LAMAR', '39 min drive', '29.6 mi')]",
718 Gladys Ave,,"18,000 SF",Los Angeles,"Rental Rate,$9.60 /SF/YR,Rentable Building Area,18,000 SF,Property Type,Industrial,Year Built,1911,Property Subtype,Warehouse",,,11/7/2019,17361938,$0.80 SF/Mo,,Industrial,"3,885 SF","Lease rate does not include utilities, property expenses or building services","Large Open Area, 2 Restrooms, Gated Parking, Freight Elevator, Approx. 105’ x 37’ (tenant to verify) 	
No cannabis-related uses",1 Space,CA,For Lease,Industrial,"[('Little Tokyo-Arts District Transit Stop', '20 min walk', '1.0 mi'), ('Union Station Commuter Rail (Ventura County, Antelope Valley, San Bernardino, Riverside, Orange County, 91 Lines)', '5 min drive', '2.0 mi'), ('Cal State LA Commuter Rail (San Bernardino Line)', '8 min drive', '5.9 mi'), ('Los Angeles International Airport', '25 min drive', '15.5 mi'), ('Bob Hope Airport', '27 min drive', '16.3 mi'), ('Long Beach-Daugherty Field Airport', '31 min drive', '20.7 mi'), ('Port of Long Beach', '34 min drive', '23.5 mi'), ('RAPID DEPLOYMENT SYSTEMS, INC.-LOS ANGELES-CA', '4 min drive', '1.7 mi')]","Lighting,Gas,Water,Sewer"
2135 Dominguez St,,"37,000 SF",Torrance,"Rental Rate,$12.48 /SF/YR,Rentable Building Area,37,000 SF,Property Type,Industrial,Year Built,1956,Property Subtype,Manufacturing","Prime Torrance Location,Minutes to Ports, Downtown LA, Beach Cities, LAX",,10/4/2019,17365902,$1.04 SF/Mo,"Prime Torrance Location, Minutes to Ports of Los Angeles and Long Beach, Downtown LA, Beach Cities, LAX.  Walking distance to ""Old Torrance"" restaurants and amenities. Across the street from Honda National HQ. Easy access to 405.  Estimated CAM fees $0.07PSF/mo.",Industrial,"18,000 SF","Listed rate may not include certain utilities, building services and property expenses,4 Drive Ins,Central Air Conditioning,Natural Light,Includes 400 SF of dedicated office space,1 Loading Dock,Private Restrooms","Excellent Layout, 180'x100' space.  Open office area, 2 restrooms.  Clean, open warehouse with 4 GL loading doors, small private fenced side-yard, immediate access to common truck well. 400A 480V Power (user confirm with SCE).",1 Space,CA,For Lease,Industrial,"[('Long Beach-Daugherty Field Airport', '19 min drive', '12.0 mi'), ('Los Angeles International Airport', '20 min drive', '12.1 mi'), ('Bob Hope Airport', '47 min drive', '31.9 mi'), ('Port of Los Angeles', '23 min drive', '12.0 mi'), ('SANKYU USA-CARSON-CA', '9 min drive', '4.8 mi')]",
925 S Hooper Ave,"Bus Line,Cooler,Fenced Lot","21,420 SF",Los Angeles,"Rental Rate,$30.00 - $32.40 /SF/YR,Rentable Building Area,21,420 SF,Property Type,Industrial,Year Built,1975,Property Subtype,Warehouse",Directly across from the New Produce Market at Olympic and Central,,10/7/2019,17391970,$2.50 - $2.70 SF/Mo,"60'X40' fully refrigerated warehouse.  Included in rent is all electrical(monthly power costs), water and mechanical/cooler equipment repairs and maintenance.  Dock high loading.",Industrial,"4,800 SF","Listed rate may not include certain utilities, building services and property expenses,2 Loading Docks,1 Drive In Bay,Listed rate may not include certain utilities, building services and property expenses,2 Loading Docks,1 Drive In Bay,Freezer Space","100% Refrigerated Produce Unit
Rent Includes Electricity For Cooler + Maintenance
Best Produce Location
Dock High Loading
Across From New Produce Market (Olympic & Central),100% Refrigerated Produce Unit
Rent Includes Electricity For Cooler + Maintenance
Best Produce Location
Dock High Loading
Across From New Produce Market (Olympic & Central)",2 Spaces,CA,For Lease,Industrial,"[('Washington Station', '15 min walk', '0.7 mi'), ('Union Station Commuter Rail (Ventura County, Antelope Valley, San Bernardino, Riverside, Orange County, 91 Lines)', '6 min drive', '2.5 mi'), ('Cal State LA Commuter Rail (San Bernardino Line)', '9 min drive', '6.3 mi'), ('Los Angeles International Airport', '25 min drive', '15.4 mi'), ('Bob Hope Airport', '28 min drive', '16.8 mi'), ('Long Beach-Daugherty Field Airport', '32 min drive', '18.6 mi'), ('Port of Long Beach', '34 min drive', '20.1 mi'), ('RAPID DEPLOYMENT SYSTEMS, INC.-LOS ANGELES-CA', '3 min drive', '1.0 mi')]",Lighting - Incandescent
444 Alaska Ave,Fenced Lot,"25,125 SF",Torrance,"Rental Rate,$14.28 /SF/YR,Rentable Building Area,25,125 SF,Property Type,Industrial,Year Built,1961,Property Subtype,Warehouse",,,10/7/2019,17392069,$1.19 SF/Mo,,Industrial,"25,125 SF","Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay,Power: 400 AMPS,1 Ground Level loading Door with Steel Loading Ram,Includes 2,400 SF of dedicated office space,4 Loading Docks,4 Dock High Positions: 2 (10’x10’); 1 (20’x10’),4 Restrooms","Property to be Refurbished including new exterior paint, new slurry coat yard, install new fence in rear, etc. Buyer to verify all property specifications including but not limited to zoning, power, clearance, number of parking stalls, building square footage. Etc. Short-term, month-to-month or long-term leases available.",1 Space,CA,For Lease,Industrial,"[('Los Angeles International Airport', '20 min drive', '10.9 mi'), ('Long Beach-Daugherty Field Airport', '21 min drive', '13.0 mi'), ('Bob Hope Airport', '48 min drive', '34.6 mi'), ('Port of Los Angeles', '24 min drive', '12.6 mi'), ('SANKYU USA-CARSON-CA', '11 min drive', '5.4 mi')]",
785-803 E 14th Pl,,"31,400 SF",Los Angeles,"Rental Rate,$10.20 - $11.04 /SF/YR,Rentable Building Area,31,400 SF,Property Type,Industrial,Year Built,1956,Property Subtype,Warehouse",,,2/12/2020,17392163,$0.85 - $0.92 SF/Mo,,Industrial,"6,400 - 31,400 SF","Listed rate may not include certain utilities, building services and property expenses,Includes 3,000 SF of dedicated office space,Listed rate may not include certain utilities, building services and property expenses,Includes 700 SF of dedicated office space","*Just Seconds Off 10 Fwy at San Pedro St.
*Close to LA Face & San Pedro Wholesale Mart
*Excellent For Garment/Textile/Warehouse Uses
*Can Also Be Combined with 803 E 14th Pl
**Add'l APN 5132-021-003. Parking across the street at 790 E 14th Pl. Call re: commission. Not for marijuana uses. Amps expandable to 600. Please verify all information herein as Broker does not warrant its accuracy.,*Just Seconds Off 10 Fwy at San Pedro St.
*Close to LA Face & San Pedro Wholesale Mart
*Excellent For Garment/Textile/Warehouse Uses
*Tenant receives three car parking in lot across the street at 790 E 14th Pl. Not for marijuana uses. Please verify all information herein as Broker does not warrant its accuracy.",2 Spaces,CA,For Lease,Industrial,"[('San Pedro Station', '12 min walk', '0.6 mi'), ('Union Station Commuter Rail (Ventura County, Antelope Valley, San Bernardino, Riverside, Orange County, 91 Lines)', '7 min drive', '2.7 mi'), ('Cal State LA Commuter Rail (San Bernardino Line)', '10 min drive', '6.6 mi'), ('Los Angeles International Airport', '24 min drive', '14.6 mi'), ('Bob Hope Airport', '28 min drive', '17.0 mi'), ('Long Beach-Daugherty Field Airport', '31 min drive', '21.9 mi'), ('Port of Long Beach', '34 min drive', '23.8 mi'), ('RAPID DEPLOYMENT SYSTEMS, INC.-LOS ANGELES-CA', '4 min drive', '1.5 mi')]",Heating
14438-14458 E Don Julian Rd,"Fenced Lot,Skylights","120,200 SF",City Of Industry,"Rental Rate,$10.20 /SF/YR,Rentable Building Area,120,200 SF,Property Type,Industrial,Year Built/Renovated,1977/1993,Property Subtype,Manufacturing","Western City of Industry,Concrete Tilt-Up,4 Dock High Loading and Two Grade Level Doors,Close Proximity to 605 and 60 Freeways,Fully Sprinkled",,10/8/2019,17396951,$0.85 SF/Mo,"62,680 SF unit of a two-unit industrial complex. Fully fenced with 4 dock high doors and 2 ground level doors. 24' minimum clear. Space is fully racked which could be purchased from current tenant.",Industrial,"62,680 SF","Listed rate may not include certain utilities, building services and property expenses,2 Drive Ins,Fenced Complex,4 Dock High Doors,24' Minimum Clear,Includes 13,985 SF of dedicated office space,4 Loading Docks,13,985 SF of Office,2 Ground Level Doors","62,680 SF unit of a two-unit industrial complex. Fully fenced with 4 dock high doors and 2 ground level doors. 24' minimum clear. Space is fully racked which could be purchased from current tenant.",1 Space,CA,For Lease,Industrial,"[('El Monte Commuter Rail (San Bernardino Line)', '12 min drive', '5.3 mi'), ('Baldwin Park Commuter Rail (San Bernardino Line)', '12 min drive', '5.6 mi')]","Lighting,Water,Sewer,Heating"
11173 W Pico Blvd,,"7,810 SF",Los Angeles,"Rental Rate,$39.00 /SF/YR,Rentable Building Area,7,810 SF,Property Type,Industrial,Year Built,1957,Property Subtype,Manufacturing",,,10/8/2019,17400574,$3.25 SF/Mo,Industrial building converted to retail on signalized corner of Pico & Cotner.,Industrial,"7,810 SF","Lease rate does not include utilities, property expenses or building services,Central Air Conditioning,Corner Space,Drop Ceilings,405 visibility.,8 free parking spaces.,Fully Built Out as Standard Retail Space,Private Restrooms,High Ceilings,Signalized corner.,m2-1 zoning.,Very low NNN's ($0.10/psf).","RATE REDUCED
Classic Westside clear-span industrial building repurposed for current retail use. The building features high ceilings, secured access, HVAC & free parking.
The property is located on the signalized corner of Pico Blvd. and Cotner Ave. with amazing visibility from all directions, including from eh 405 freeway. Just across Pico is the new 10-story Linea apartment building featuring 595 new luxury apartments and the new Pico / Expo Metro station.",1 Space,CA,For Lease,Retail,"[('Los Angeles International Airport', '15 min drive', '8.3 mi'), ('Bob Hope Airport', '27 min drive', '18.6 mi'), ('Long Beach-Daugherty Field Airport', '34 min drive', '25.8 mi'), ('Port of Los Angeles', '41 min drive', '28.8 mi'), ('RAPID DEPLOYMENT SYSTEMS, INC.-LOS ANGELES-CA', '17 min drive', '12.7 mi')]",
7901 Canoga Ave,"Signage,Skylights","14,640 SF",Canoga Park,"Rental Rate,$15.60 /SF/YR,Rentable Building Area,14,640 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",,,4/13/2020,17401134,$1.30 SF/Mo,,Industrial,"2,700 SF","Listed rate may not include certain utilities, building services and property expenses,2 Drive Ins,Signage on Canoga Ave,Air conditioned office,Includes 150 SF of dedicated office space,Private Restrooms,Roll-up doors","Signage space available on Canoga Ave.
Air Conditioned Office 150 sf
Bathroom
Evaporative Cooling in warehouse
200 Amp 3 Phase
Two 10 x 10 roll-up doors
No Marijuana, no marble, and no auto uses.
6 parking spaces",1 Space,CA,For Lease,Industrial,"[('Roscoe Transit Stop', '9 min walk', '0.4 mi'), ('Sherman Way Transit Stop', '18 min walk', '0.9 mi'), ('Chatsworth Commuter Rail (Ventura County Line)', '7 min drive', '3.0 mi'), ('Northridge Commuter Rail (Ventura County Line)', '8 min drive', '4.1 mi'), ('Bob Hope Airport', '28 min drive', '14.5 mi'), ('Los Angeles International Airport', '39 min drive', '28.4 mi'), ('The Port of Hueneme', '59 min drive', '42.5 mi'), ('UP-LOS ANGELES-CA-750 LAMAR', '39 min drive', '29.7 mi')]","Water - City Water,Sewer - City Sewer,Heating"
23510 Telo Ave,,"53,283 SF",Torrance,"Rental Rate,$15.60 /SF/YR,Rentable Building Area,53,283 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",,,10/10/2019,17422086,$1.30 SF/Mo,,Industrial,"5,065 SF","Listed rate may not include certain utilities, building services and property expenses,Space is in Excellent Condition,Central Air Conditioning,Private Restrooms,Includes 2,010 SF of dedicated office space,1 Drive In Bay,Kitchen",3 offices / 2 restrooms / open space / warehouse space / roll up door at loading dock of warehouse / small kitchen,1 Space,CA,For Lease,Flex,"[('Long Beach-Daugherty Field Airport', '22 min drive', '12.4 mi'), ('Los Angeles International Airport', '23 min drive', '13.2 mi'), ('Bob Hope Airport', '52 min drive', '36.9 mi'), ('Port of Los Angeles', '23 min drive', '10.1 mi'), ('SANKYU USA-CARSON-CA', '9 min drive', '4.4 mi')]",
630-634 S Hambledon Ave,,"40,000 SF",City Of Industry,"Rental Rate,$13.44 /SF/YR,Rentable Building Area,40,000 SF,Property Type,Industrial,Year Built,1984,Property Subtype,Warehouse","Part of a Master-Planned Business Park,Clearance 22' @ First Column,Occupancy - February 1st, 2020,Rare C-M Zoning which allows for Retail, Commercial and Light Industrial Uses,Sublease Through December 31, 2022",,10/10/2019,17422894,$1.12 SF/Mo,,Industrial,"25,000 SF","Sublease space available from current tenant,Includes 2,582 SF of dedicated office space,Space is in Excellent Condition,Listed rate may not include certain utilities, building services and property expenses,2 Drive Ins,3 Loading Docks","• Offices: ±2,582 square feet
• Loading: 3 dock high positions 2 ground level doors
• Clearance:	22’	@	first	column
• Power:	200	amps,	277/480	volts,	3	phase
• Sprinkler System:.415 GPM/4,000 calculated
• Lighting: Strip fluorescent",1 Space,CA,For Lease,Industrial,,
1105 Kearney St,,"8,914 SF",Los Angeles,"Rental Rate,$12.84 /SF/YR,Rentable Building Area,8,914 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse","East River Industrial Property Built in 1980,East Access to DTLA and All Freeways,Abundant Secure, Gated Parking",,10/10/2019,17424761,$1.07 SF/Mo,"Rent reduced! Excellent East River location. Ideal clean warehouse with high foil ceiling (flat roof). Former nut processing facility. Secure, gated parking for 20± vehicles. Great location adjacent to DTLA Arts District. Located a few blocks from the 101/I-5 freeway interchange. Midway between 1st Street and the 101 Freeway. 330 SF showroom and 130 SF office area. 150A/120-240V/1-ph and 200A/120-240V/3-ph power service; 2 ground level loading doors. Lease rental: $9,500 per month gross (year 2 = $10,000 per month gross).",Industrial,"8,914 SF","Rate includes utilities, building services and property expenses",Rent reduced!,1 Space,CA,For Lease,Industrial,"[('Pico-Aliso Transit Stop', '7 min walk', '0.3 mi'), ('Mariachi Plaza Transit Stop', '14 min walk', '0.7 mi'), ('Little Tokyo-Arts District Transit Stop', '18 min walk', '0.9 mi'), ('Union Station', '20 min walk', '1.0 mi'), ('Union Station Commuter Rail (Ventura County, Antelope Valley, San Bernardino, Riverside, Orange County, 91 Lines)', '19 min walk', '1.0 mi'), ('Cal State LA Commuter Rail (San Bernardino Line)', '7 min drive', '5.3 mi'), ('Los Angeles International Airport', '28 min drive', '17.4 mi'), ('Bob Hope Airport', '26 min drive', '17.5 mi'), ('Long Beach-Daugherty Field Airport', '32 min drive', '20.9 mi'), ('Port of Long Beach', '34 min drive', '23.8 mi'), ('UP-LOS ANGELES-CA-750 LAMAR', '5 min drive', '2.2 mi')]",
3216-3220 S Hill St,,"7,995 SF",Los Angeles,"Rental Rate,$16.20 - $18.00 /SF/YR,Rentable Building Area,7,995 SF,Property Type,Industrial,Year Built/Renovated,1945/1974,Property Subtype,Showroom",,,10/11/2019,17428146,$1.35 - $1.50 SF/Mo,,Industrial,"2,419 - 7,995 SF","Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses,Includes 200 SF of dedicated office space,Listed rate may not include certain utilities, building services and property expenses",419 SF of warehouse,3 Spaces,CA,For Lease,"Office, Industrial","[('Jefferson/USC Transit Stop', '7 min walk', '0.3 mi'), ('LATTC/Ortho Institute Transit Stop', '17 min walk', '0.9 mi'), ('Expo Park/USC Transit Stop', '18 min walk', '0.9 mi'), ('Grand Station', '20 min walk', '1.0 mi'), ('Union Station Commuter Rail (Ventura County, Antelope Valley, San Bernardino, Riverside, Orange County, 91 Lines)', '8 min drive', '3.8 mi'), ('Cal State LA Commuter Rail (San Bernardino Line)', '12 min drive', '7.8 mi'), ('Los Angeles International Airport', '21 min drive', '12.9 mi'), ('Bob Hope Airport', '29 min drive', '16.3 mi'), ('Long Beach-Daugherty Field Airport', '28 min drive', '20.2 mi'), ('Port of Long Beach', '31 min drive', '22.1 mi'), ('RAPID DEPLOYMENT SYSTEMS, INC.-LOS ANGELES-CA', '5 min drive', '2.8 mi')]",
571 S Anderson St,,"20,986 SF",Los Angeles,"Rental Rate,$18.96 /SF/YR,Rentable Building Area,20,986 SF,Property Type,Industrial,Year Built,1947,Property Subtype,Warehouse","100% HVAC Creative Industrial/Office Space,Clear Span/Dock High Loading Position,Brick Building with Wood Bow Truss Roof,Former Art Gallery/Great for Multiple Uses",,10/11/2019,17431794,$1.58 SF/Mo,"Now vacant.  Beautiful creative space immediately East of the LA Arts District.  Space is temperature controlled with two private rooms, three large open areas, storage room and two clean restrooms.  There's one dock high loading door for loading access into the space.  Tenant has 3 secured parking spaces in the parking lot on the North side of the property.  Call broker for additional parking options.",Industrial,"9,360 SF","Lease rate does not include utilities, property expenses or building services,1 Loading Dock,Private Restrooms,Brick Building with Wood Bow Truss Roof,Former Art Gallery/ Great for Multiple Uses,Space is in Excellent Condition,Central Air Conditioning,100% HVAC Creative Industrial/Office Space,Clear Span/Dock High Loading Door","Beautiful temperature controlled creative Industrial/Office space for lease immediately East of the LA Arts district.  A former Art gallery, the space has tremendous potential for multiple uses.  Primarily an open layout with three large areas, two private offices, storage room, entrance with a lobby and two clean restrooms.  One dock high loading door.  Polished floors and black ceiling treatment.  200 amps of power at 240 volts, both single and three phase power.   Ownership open to a variety of uses.  Please contact broker for additional information.",1 Space,CA,For Lease,Industrial,"[('Pico-Aliso Transit Stop', '13 min walk', '0.6 mi'), ('Mariachi Plaza Transit Stop', '17 min walk', '0.8 mi'), ('Union Station Commuter Rail (Ventura County, Antelope Valley, San Bernardino, Riverside, Orange County, 91 Lines)', '6 min drive', '2.0 mi'), ('Cal State LA Commuter Rail (San Bernardino Line)', '9 min drive', '6.0 mi'), ('Los Angeles International Airport', '28 min drive', '17.1 mi'), ('Bob Hope Airport', '26 min drive', '17.9 mi'), ('Long Beach-Daugherty Field Airport', '31 min drive', '19.7 mi'), ('Port of Long Beach', '33 min drive', '22.6 mi'), ('RAPID DEPLOYMENT SYSTEMS, INC.-LOS ANGELES-CA', '6 min drive', '2.4 mi')]",
19877 E Quiroz Ct,Skylights,"24,680 SF",City of Industry,"Rental Rate,$12.96 /SF/YR,Rentable Building Area,24,680 SF,Property Type,Industrial,Year Built,1981,Property Subtype,Warehouse",,,10/11/2019,17433096,$1.08 SF/Mo,,Industrial,"24,680 SF","Rate includes utilities, building services and property expenses,1 Drive In Bay,Includes 7,566 SF of dedicated office space,3 Loading Docks",Freestanding building with showroom and freeway frontage.,1 Space,CA,For Lease,Industrial,"[('Industry Commuter Rail (Riverside Line)', '5 min drive', '2.2 mi'), ('Ontario International Airport', '26 min drive', '18.8 mi'), ('John Wayne Airport', '36 min drive', '27.4 mi'), ('Long Beach-Daugherty Field Airport', '45 min drive', '36.9 mi'), ('Port of Long Beach', '47 min drive', '36.4 mi'), ('CALIFORNIA DISTRIBUTION-CITY OF INDUSTRY-CA', '10 min drive', '5.0 mi')]",
5251-5301 S Santa Fe Ave,"Bus Line,Fenced Lot","71,600 SF",Los Angeles,"Rental Rate,$18.00 /SF/YR,Rentable Building Area,71,600 SF,Property Type,Industrial,Year Built,1925,Property Subtype,Manufacturing","State of the art fully remodeled creative space with high ceilings.,Incredible views from concrete roof top deck.,Ideal for production, office or design space.,Kitchen, dining, gymnasium & showroom.,40,000 SF of zoned HVAC.,Ample fenced parking.",,10/11/2019,17433118,$1.50 SF/Mo,,Industrial,"71,600 SF","Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition,2 Loading Docks,Includes 40,000 SF of dedicated office space,Can be combined with additional space(s) for up to 71,600 SF of adjacent space",Prime Vernon Industrial/Creative office.,1 Space,CA,For Lease,Flex,"[('Union Station Commuter Rail (Ventura County, Antelope Valley, San Bernardino, Riverside, Orange County, 91 Lines)', '11 min drive', '5.4 mi'), ('Commerce Commuter Rail (Orange County, 91 Lines)', '13 min drive', '6.4 mi'), ('Los Angeles International Airport', '23 min drive', '13.9 mi'), ('Long Beach-Daugherty Field Airport', '27 min drive', '14.9 mi'), ('Bob Hope Airport', '31 min drive', '20.9 mi'), ('Port of Long Beach', '29 min drive', '17.3 mi'), ('ANCON TRANSPORTATION-VERNON-CA', '2 min drive', '0.4 mi')]",
17928 Star of India Ln,,"6,000 SF",Carson,"Rental Rate,$13.20 /SF/YR,Rentable Building Area,6,000 SF,Property Type,Industrial,Year Built,1975,Property Subtype,Warehouse",CAM estimated at $.131 PSF,,10/11/2019,17434224,$1.10 SF/Mo,,Industrial,"6,000 SF","Listed rate may not include certain utilities, building services and property expenses,2 Drive Ins,Includes 1,800 SF of dedicated office space,1 Loading Dock","Outstanding Business Park with excellent security, completely fenced and gated. Great Access to the Artesia Fwy(91), San Diego (405), & Harbor (110) Freeways.

Truck high loading is shared with adjacent building. CAM is estimated @ $0.131 PSF.",1 Space,CA,For Lease,Industrial,"[('Long Beach-Daugherty Field Airport', '15 min drive', '9.4 mi'), ('Los Angeles International Airport', '20 min drive', '12.8 mi'), ('Bob Hope Airport', '42 min drive', '29.3 mi'), ('Port of Long Beach', '18 min drive', '11.3 mi'), ('NOBLE DISTRIBUTION SYSTEMS-RANCHO DOMINGUEZ-CA', '8 min drive', '4.2 mi')]",
