address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
50 S Center St,Fenced Lot,"28,839 SF",Orange,"Rental Rate,$12.85 /SF/YR,Rentable Building Area,28,839 SF,Property Type,Industrial,Year Built,1983,Property Subtype,Manufacturing,Industrial Warehouse","In UEZ Zone,At I-280 (Exit 11),Fenced Complex",,5/1/2019,8111236,$1.07 SF/Mo,"Units have 22' ceilings, drive-in loading, offices and ample parking.  Complex is fenced & in UEZ zone.
At I-280 (Exit 11), 1 block from highway, minutes from Garden State Parkway & NJTPKE.  Within 10 miles to NYC Tunnels & Newark Airport.",Industrial,"3,173 - 12,185 SF","Lease rate does not include certain property expenses,1 Drive In Bay,Lease rate does not include certain property expenses,1 Drive In Bay,Lease rate does not include certain property expenses,1 Drive In Bay","PROPERTY HIGHLIGHTS 
• 4,815 +/- Sq. Ft. Available 
• 22’ Ceilings 
• 1 Drive-in Door 
• Office To Suit 
• Ample Car Parking 
• Within 10 miles to NYC Tunnels & Newark Airport 

taxes are $3.20 psf,• 4,197 +/- Sq. Ft. Available 
• 22’ Ceilings 
• 1 Drive-in Door 
• Office To Suit 
• Ample Car Parking 
• Within 10 miles to NYC Tunnels & Newark Airport 
• Available 9/1/2019

Taxes: $3.20 psf,• 3,173+/- Sq. Ft. Available 
• 22’ Ceilings 
• 1 Drive-in Door 
• Office To Suit 
• Ample Car Parking 
• Within 10 miles to NYC Tunnels & Newark Liberty International Airport 
• Available Immediately

Taxes: $3.20 psf",3 Spaces,NJ,For Lease,Industrial,"[('Brick Church Commuter Rail (Morris & Essex Morristown Line, Morris & Essex Gladstone Branch)', '10 min walk', '0.5 mi'), ('Orange Commuter Rail (Morris & Essex Morristown Line, Morris & Essex Gladstone Branch)', '11 min walk', '0.6 mi'), ('Newark Liberty International Airport', '24 min drive', '9.7 mi'), ('La Guardia Airport', '38 min drive', '24.8 mi'), ('John F. Kennedy International Airport', '48 min drive', '32.7 mi'), ('Port Newark Container Terminal', '21 min drive', '10.1 mi'), ('POINIER STREET LUMBER TRANSFER AND DISTRIBUTION C', '11 min drive', '5.3 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
601 Penhorn Ave,,"50,000 SF",Secaucus,"Rental Rate,$14.00 /SF/YR,Rentable Building Area,50,000 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse",,,3/13/2020,8355333,$1.17 SF/Mo,"50,000 SF Industrial warehouse
6 minute drive to Secaucus Junction Commuter Rail 
16 minute drive Newark Liberty International Airport",Industrial,"4,953 SF","Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition,Partitioned Offices,Includes 990 SF of dedicated office space,2 Loading Docks",,1 Space,NJ,For Lease,Industrial,"[('Secaucus Junction Commuter Rail (Northeast Corridor Line, North Jersey Coast Line, Morris & Essex Morristown Line, Bergen County/Port Jervis Line, Montclair-Boonton Line, Pascack Valley Line, Morris & Essex Gladstone Branch, Main/Port Jervis Line)', '7 min drive', '2.3 mi'), ('Hoboken Terminal Commuter Rail (North Jersey Coast Line, Morris & Essex Morristown Line, Raritan Valley Line, Bergen County/Port Jervis Line, Montclair-Boonton Line, Pascack Valley Line, Morris & Essex Gladstone Branch, Main/Port Jervis Line)', '11 min drive', '5.4 mi'), ('Newark Liberty International Airport', '24 min drive', '10.9 mi'), ('La Guardia Airport', '26 min drive', '15.5 mi'), ('John F. Kennedy International Airport', '36 min drive', '23.4 mi'), ('NY - Red Hook Container Terminal', '22 min drive', '10.2 mi'), ('NDS-NORTH BERGEN-NJ', '2 min drive', '0.4 mi')]",Heating - Gas
190 19th Ave,,"34,000 SF",Paterson,"Rental Rate,$7.25 /SF/YR,Property Subtype,Manufacturing,Industrial Warehouse,Property Type,Industrial,Rentable Building Area,34,000 SF","22' Ceilings,Trailer parking & outside storage allowed,Fully Fenced and paved lot",,8/7/2017,8510766,$0.60 SF/Mo,"Excellent newer building with 22' high ceilings and tailgate docks. The entire site is fenced and paved. Fully sprinklered, offices fully air conditioned
Located just a few blocks off Route 20 at a full interchange of Route 80.
Urban Enterprise Zone property featuring full NJ UEZ Zone benefits. 
Contact: Mark Sanders 973-785-8404",Industrial,"11,500 SF","Listed rate may not include certain utilities, building services and property expenses",,1 Space,NJ,For Lease,Industrial,"[('Paterson Commuter Rail (Main/Port Jervis Line)', '5 min drive', '1.5 mi'), ('Broadway Commuter Rail (Bergen County/Port Jervis Line)', '7 min drive', '3.0 mi'), ('Newark Liberty International Airport', '33 min drive', '19.2 mi'), ('La Guardia Airport', '34 min drive', '23.4 mi'), ('Westchester County Airport', '54 min drive', '42.1 mi'), ('Port Newark Container Terminal', '29 min drive', '19.6 mi'), ('NS INDEPENDENT BULK TRANSFER TERMINAL-PATTERSON-NJ', '5 min drive', '1.6 mi')]",
70 Sewell St,"Fenced Lot,Signage,Skylights,Yard,Fluorescent Lighting","371,326 SF",Glassboro,"Rental Rate,$3.25 /SF/YR,Rentable Building Area,371,326 SF,Property Type,Industrial,Year Built/Renovated,1961/2011,Property Subtype,Warehouse","Prime low cost manufacturing/distribution space,Outside storage and trailer parking,Ample loading,Multiple units/various configurations,Predominantly 19-21 foot ceilings",,7/31/2019,8832627,$0.27 SF/Mo,"Multi-tenant industrial rental facility. Tailgate loading, heavy power, natural gas, sprinklered, ample parking
Near Route 55 interchange",Industrial,"23,390 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 1,500 SF of dedicated office space,5 Loading Docks","23,390 sq. ft. industrial unit available for lease. 13'10"" clear ceilings with 1,500 sq. ft. office, 5 exclusive tailgate/van height doors and 1 drive-in door. Contiguous unit within a multi-tenant industrial complex just off Route 55 - Glassboro Exit.",1 Space,NJ,For Lease,Industrial,"[('Philadelphia International Airport', '40 min drive', '27.4 mi'), ('New Castle County Airport', '50 min drive', '32.0 mi'), ('South Jersey Port', '28 min drive', '20.2 mi'), ('T&T Freezers', '24 min drive', '15.5 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
290 Elizabeth Ave,,"48,000 SF",Newark,"Rental Rate,$13.00 - $14.83 /SF/YR,Rentable Building Area,48,000 SF,Property Type,Industrial,Year Built,1946,Property Subtype,Warehouse",,,2/11/2020,8892631,$1.08 - $1.24 SF/Mo,"4800SF Warehouse space, with dedicated loading dock. No long-term lease required.
11' to 15' Ceiling Height.  
Epoxy floors , FRP walls , Floor drains , Drop Ceiling , LED lights , Energy efficient windows. 
Can be used as production space , kitchen , packaging area and more. 
No. Dock-High Doors/Loading: 1 
Clear Ceiling Height: 11-15 ft.
Features: Lighting and Hi-Speed internet, Heavy Power and Restroom - Included in the price
Rate includes Utilities, building services and property expenses.
Located just off the exit 56 ramp of route 78, 1 mile from Newark Airport and Sea Port Newark & exit 14 of NJ Turnpike.",Industrial,"2,400 - 38,400 SF","Rate includes utilities, building services and property expenses,1 Loading Dock,Includes 800 SF of dedicated office space,Rate includes utilities, building services and property expenses,1 Loading Dock,Rate includes utilities, building services and property expenses,1 Loading Dock,Rate includes utilities, building services and property expenses,1 Loading Dock,Includes 800 SF of dedicated office space,Rate includes utilities, building services and property expenses,1 Loading Dock,Includes 800 SF of dedicated office space,Rate includes utilities, building services and property expenses,1 Loading Dock,Includes 800 SF of dedicated office space","6800SF Warehouse space , could be used for food production.  with dedicated loading dock and 800 SF office. 
11' to 15' Ceiling Height.  
Epoxy floors , FRP walls , Floor drains , Drop Ceiling , LED lights , Energy efficient windows. 
Can be used as production space , kitchen , packaging area and more. 
No. Dock-High Doors/Loading: 1 
Clear Ceiling Height: 11-15 ft.
Features: Lighting and Hi-Speed internet - Included in the price,2400SF Warehouse space, with dedicated loading dock. No long-term lease required.
11' to 15' Ceiling Height.  
Epoxy floors , FRP walls , Floor drains , Drop Ceiling , LED lights , Energy efficient windows. 
Can be used as production space , kitchen , packaging area and more. 
No. Dock-High Doors/Loading: 1 
Clear Ceiling Height: 11-15 ft.
Features: Lighting and Hi-Speed internet - Included in the price
Rate includes Utilities, building services and property expenses.
Located just off the exit 56 ramp of route 78, 1 mile from Newark Airport and Sea Port Newark & exit 14 of NJ Turnpike.,3600SF Warehouse space, with dedicated loading dock. No long-term lease required.
11' to 15' Ceiling Height.  
Epoxy floors , FRP walls , Floor drains , Drop Ceiling , LED lights , Energy efficient windows. 
Can be used as production space , kitchen , packaging area and more. 
No. Dock-High Doors/Loading: 1 
Clear Ceiling Height: 11-15 ft.
Features: Lighting and Hi-Speed internet, Heavy Power and Restroom - Included in the price
Rate includes Utilities, building services and property expenses.
Located just off the exit 56 ramp of route 78, 1 mile from Newark Airport and Sea Port Newark & exit 14 of NJ Turnpike.,11600SF Warehouse space , could be used for food production.  with dedicated loading dock and 800 SF office. 
11' to 15' Ceiling Height.  
Epoxy floors , FRP walls , Floor drains , Drop Ceiling , LED lights , Energy efficient windows. 
Can be used as production space , kitchen , packaging area and more. 
No. Dock-High Doors/Loading: 1 
Clear Ceiling Height: 11-15 ft.
Features: Lighting and Hi-Speed internet - Included in the price,9200SF Warehouse space , could be used for food production.  with dedicated loading dock and 800 SF office. 
11' to 15' Ceiling Height.  
Epoxy floors , FRP walls , Floor drains , Drop Ceiling , LED lights , Energy efficient windows. 
Can be used as production space , kitchen , packaging area and more. 
No. Dock-High Doors/Loading: 1 
Clear Ceiling Height: 11-15 ft.
Features: Lighting and Hi-Speed internet - Included in the price,4800SF Warehouse space , could be used for food production.  with dedicated loading dock and 800 SF office. 
11' to 15' Ceiling Height.  
Epoxy floors , FRP walls , Floor drains , Drop Ceiling , LED lights , Energy efficient windows. 
Can be used as production space , kitchen , packaging area and more. 
No. Dock-High Doors/Loading: 1 
Clear Ceiling Height: 11-15 ft.
Features: Lighting and Hi-Speed internet - Included in the price",6 Spaces,NJ,For Lease,Industrial,"[('Newark Airport Commuter Rail (Northeast Corridor, North Jersey Coast Lines)', '8 min drive', '2.1 mi'), ('Newark Penn Station Commuter Rail (Northeast Corridor Line, North Jersey Coast Line, Raritan Valley Line, Grove Street - Newark Penn Station, Broad Street Station - Newark Penn Station)', '5 min drive', '2.6 mi'), ('Newark Liberty International Airport', '14 min drive', '3.9 mi'), ('La Guardia Airport', '34 min drive', '24.1 mi'), ('John F. Kennedy International Airport', '43 min drive', '27.2 mi'), ('Maher Terminal', '9 min drive', '4.4 mi'), ('POINIER STREET LUMBER TRANSFER AND DISTRIBUTION C', '2 min drive', '0.8 mi')]",
100 Jersey Ave,"24 Hour Access,Bio-Tech/ Lab Space,Fenced Lot,Property Manager on Site,Restaurant,Air Conditioning","250,000 SF",New Brunswick,"Rental Rate,$7.00 - $11.00 /SF/YR,Building Class,A,Min. Divisible,440 SF,Rentable Building Area,250,000 SF,Property Type,Flex,Year Built/Renovated,1930/1999,Property Subtype,R&D,Industrial Warehouse",,,6/25/2019,8774199,$0.58 - $0.92 SF/Mo,"on-site management
on-site cafeteria
UPS and Fedex Dropbox with daily pickup in Complex.
Tenant and visitor parking.
Can accomodate tenants with all sizes and needs with additional build to suite options or customizations.
AC340 Fully built as laboratory 

New Brunswick Technology Center offers convenient access to I-95/NJ Turnpike I-295 I-278 Routes 130, 18, 1,   , 36 Miles to NYC - 31 Miles  to Brooklyn.
Located near Rutgers University.",Flex,"440 - 3,800 SF","Listed rate may not include certain utilities, building services and property expenses,Space is in Excellent Condition,Central Heating System,Fits 2 - 7 People,Laboratory,Drop Ceilings,Listed rate may not include certain utilities, building services and property expenses,1 Loading Dock,Space is in Excellent Condition",,2 Spaces,NJ,For Lease,"Office/Medical, Flex","[('New Brunswick Commuter Rail (Northeast Corridor Line)', '19 min walk', '1.0 mi'), ('Jersey Avenue Commuter Rail (Northeast Corridor Line)', '4 min drive', '1.2 mi'), ('Trenton Mercer Airport', '44 min drive', '27.2 mi'), ('Newark Liberty International Airport', '46 min drive', '29.0 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
900 Joyce Kilmer Ave,Fenced Lot,"24,000 SF",North Brunswick,"Rental Rate,$10.50 - $16.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,400 SF,Rentable Building Area,24,000 SF,Property Type,Industrial,Year Built,1950",,,1/14/2019,8695169,$0.88 - $1.33 SF/Mo,"Also known as 901 Joyce Kilmer Ave. Great accessibility and plenty of parking. Contiguous warehouse space of 7,500-10,000 sf with counter area and office/kitchen area.  Retail area of 3,000-5,000 sf. Owner will divide. There are also individual units with overhead doors.(2,200-2,600 sf, can be combined)   Large rear yard for outside storage and additional parking.
On the North Brunswick/New Brunswick border. 
 
Minutes to: 
•	Downtown New Brunswick 
•	Route 1
•	Route 18 
•	New Jersey Turnpike 
•	Route 287 
•	Garden State Parkway 

Also known as 901 Joyce Kilmer Ave.",Industrial,"2,400 - 14,600 SF","Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay,Includes 2,000 SF of dedicated office space,Kitchen,Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay,Includes 2,000 SF of dedicated office space","Newly demised space. Former plumbing supply. Owner will divide. Warehouse is approx. 17,000 sf. Retail space is 3,000-5,000 sf. Office 2,000sf. Great accessibility and plenty of parking.,Excellent accessibility and parking.",3 Spaces,NJ,For Lease,"Retail, Industrial","[('Jersey Avenue Commuter Rail (Northeast Corridor Line)', '6 min drive', '1.9 mi'), ('New Brunswick Commuter Rail (Northeast Corridor Line)', '6 min drive', '2.6 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
233 Clifton Blvd,,"16,600 SF",Clifton,"Rental Rate,$9.75 /SF/YR,Rentable Building Area,16,600 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse",,,8/29/2017,8893165,$0.81 SF/Mo,"Modern high ceiling, industrial space with 2 loading docks  and 24' ceilings.
Very close to Routes 46 & 80, & 3
Overnight parking for 2 for tractor trailers",Industrial,"6,600 SF","Lease rate does not include utilities, property expenses or building services,2 Loading Docks,Includes 800 SF of dedicated office space",24' clear height,1 Space,NJ,For Lease,Industrial,"[('Clifton Commuter Rail (Main/Port Jervis Line)', '5 min walk', '0.3 mi'), ('Passaic Commuter Rail (Main/Port Jervis Line)', '5 min drive', '2.1 mi'), ('Newark Liberty International Airport', '30 min drive', '16.3 mi'), ('La Guardia Airport', '34 min drive', '23.5 mi'), ('John F. Kennedy International Airport', '44 min drive', '31.4 mi'), ('Port Newark Container Terminal', '26 min drive', '16.6 mi'), ('NS INDEPENDENT BULK TRANSFER TERMINAL-PATTERSON-NJ', '7 min drive', '3.4 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
149-151 Randolph St,,"19,000 SF",Passaic,"Rental Rate,$7.50 /SF/YR,Property Subtype,Warehouse,Property Type,Industrial,Rentable Building Area,19,000 SF",,,6/19/2018,8893170,$0.63 SF/Mo,"Fully fenced building located in the Passaic Park section of Passaic with great access to Route 3 and Route 21
800 + amps power, dry sprinkler, gas heat, large yard for tractor trailer parking,
Move in condition
Urban Enterprise Zone property featuring full NJ UEZ Zone benefites.",Industrial,"14,500 SF","Listed rate may not include certain utilities, building services and property expenses,3 Loading Docks,Includes 400 SF of dedicated office space",,1 Space,NJ,For Lease,Industrial,"[('Passaic Commuter Rail (Main/Port Jervis Line)', '6 min walk', '0.3 mi'), ('Clifton Commuter Rail (Main/Port Jervis Line)', '6 min drive', '2.2 mi')]",
232 Terhune Ave,,"422,284 SF",Passaic,"Rental Rate,$4.95 - $7.95 /SF/YR,Rentable Building Area,422,284 SF,Property Type,Industrial,Year Built,1922,Property Subtype,Manufacturing,Industrial Warehouse","3 Blocks to Route 21 interchange,3 private loading docks with overnight parking for trailers",,6/24/2019,8911725,$0.41 - $0.66 SF/Mo,"Warehouse space with 2 private loading docks in which trailers can remain at the docks overnight inside the yard.
3 Blocks to Route 21 interchange",Industrial,"12,500 - 49,000 SF","Listed rate may not include certain utilities, building services and property expenses,Includes 2,500 SF of dedicated office space,Listed rate may not include certain utilities, building services and property expenses,1 Loading Dock,Includes 400 SF of dedicated office space,Listed rate may not include certain utilities, building services and property expenses,2 Loading Docks,Includes 2,000 SF of dedicated office space",2 private loading docks,3 Spaces,NJ,For Lease,Industrial,"[('Passaic Commuter Rail (Main/Port Jervis Line)', '18 min walk', '0.9 mi'), ('Delawanna Commuter Rail (Main/Port Jervis Line)', '19 min walk', '1.0 mi'), ('Newark Liberty International Airport', '28 min drive', '13.9 mi'), ('La Guardia Airport', '30 min drive', '21.1 mi'), ('John F. Kennedy International Airport', '40 min drive', '29.0 mi'), ('Port Newark Container Terminal', '24 min drive', '14.3 mi'), ('THE ABRACHEM GROUP-CLINTON-NJ', '4 min drive', '1.2 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
6955 Central Hwy,,"26,000 SF",Pennsauken,"Property Type,Industrial,Rentable Building Area,26,000 SF,Property Subtype,Warehouse,Year Built,1965",,,3/13/2020,18827332,Rent Upon Request,,Industrial,"10,000 SF","1 Drive In Bay,1 Loading Dock,Private Restrooms,16' clear,Onsite parking,Space is in Excellent Condition,Central Heating System,Natural Light,10,000sf","6955 Central Highway will be delivered vacant. The space is 10,000sf with 16' clear heights, 1 loading dock, and 1 drive-in door. The space also features separate ADA bathrooms.",1 Space,NJ,For Lease,Industrial,"[('Cherry Hill Commuter Rail (Atlantic City Line)', '7 min drive', '2.9 mi'), ('Philadelphia 30th Street Commuter Rail (Atlantic City Line)', '13 min drive', '6.5 mi'), ('Philadelphia International Airport', '24 min drive', '14.3 mi'), ('Trenton Mercer Airport', '52 min drive', '35.3 mi'), ('South Jersey Port', '8 min drive', '3.4 mi'), ('Penn Truck & Warehouse', '13 min drive', '8.1 mi')]",
46 Poinier St,,"20,000 SF",Newark,"Property Type,Industrial,Rentable Building Area,20,000 SF,Property Subtype,Warehouse,Year Built,1950","Entire Yard Paved, Fenced and Lighted,Unobstructed Clear-Span Warehouse Space,0.40-Acre Yard for Parking and Storage",,3/13/2020,18857667,Rent Upon Request,"±0.68 Miles to I-78
±2.74 Miles to NJ Turnpike Exit 14
±4.03 Miles to GSP Exit 142B
±6.42 Miles to I-280
±6.98 Miles to I-278",Industrial,"20,000 SF","Rate includes utilities, building services and property expenses,Includes 2,000 SF of dedicated office space","±20,000 SF Industrial Facility on ±0.83 Acres
±2,000 SF Newly Finished Office Space",1 Space,NJ,For Lease,Industrial,"[('Newark Penn Station Commuter Rail (Northeast Corridor Line, North Jersey Coast Line, Raritan Valley Line, Grove Street - Newark Penn Station, Broad Street Station - Newark Penn Station, Northeast Corridor Line, North Jersey Coast Line, Raritan Valley Line, Grove Street - Newark Penn Station, Broad Street Station - Newark Penn Station)', '4 min drive', '1.9 mi'), ('Newark Airport Commuter Rail (Northeast Corridor, North Jersey Coast Lines)', '8 min drive', '2.4 mi'), ('Newark Liberty International Airport', '15 min drive', '4.3 mi'), ('La Guardia Airport', '35 min drive', '24.5 mi'), ('John F. Kennedy International Airport', '44 min drive', '27.6 mi'), ('Port Newark Container Terminal', '11 min drive', '4.7 mi'), ('POINIER STREET LUMBER TRANSFER AND DISTRIBUTION C', '1 min drive', '0.2 mi')]",Heating - Gas
260 W Crescent Ave,Signage,"28,000 SF",Allendale,"Property Type,Industrial,Rentable Building Area,28,000 SF,Property Subtype,Warehouse,Year Built,1974","The units available in this property have recently been remodeled.,The property is located at a signalized intersection.",,3/16/2020,18885164,Rent Upon Request,"Currently built out as a training facility, this property has very flexible use. It can be divided into smaller spaces with drive-in doors, but it can also be used as an office.",Industrial,"2,213 - 9,423 SF","Can be combined with additional space(s) for up to 9,423 SF of adjacent space,1 Drive In Bay,Fits 6 - 20 People,Can be combined with additional space(s) for up to 9,423 SF of adjacent space,Fits 6 - 18 People,Can be combined with additional space(s) for up to 9,423 SF of adjacent space,Can be combined with additional space(s) for up to 9,423 SF of adjacent space,1 Drive In Bay",,4 Spaces,NJ,For Lease,"Office/Medical, Flex","[('Allendale Commuter Rail (Bergen County/Port Jervis, Main/Port Jervis Lines)', '11 min walk', '0.5 mi'), ('Ramsey Commuter Rail (Bergen County/Port Jervis, Main/Port Jervis Lines)', '7 min drive', '2.5 mi'), ('La Guardia Airport', '43 min drive', '28.5 mi'), ('Newark Liberty International Airport', '49 min drive', '29.6 mi'), ('Westchester County Airport', '53 min drive', '37.8 mi'), ('Port Newark Container Terminal', '45 min drive', '30.0 mi'), ('NS CONNECTING LINE BULK TRANSFER TERMINAL- SADDLE', '20 min drive', '12.1 mi')]","Lighting,Gas - Natural,Water,Sewer,Heating - Gas"
205 Hedding Rd,Air Conditioning,"59,000 SF",Bordentown,"Property Type,Industrial,Rentable Building Area,59,000 SF,Property Subtype,Warehouse,Year Built,1992",,,4/1/2020,19079120,Rent Upon Request,"24,000 SF and truck parking available, 20’-22’8” ceiling height, three (3) 8’ x 10’ and one (1) 12’ x 14’ tailgates and one (1) 9.5’ x 10’ drive-in (expandable). 40’ x 40’ column spacing. 600-800 amp electric service. Wet sprinkler system, paddle fans.",Industrial,"24,000 SF","Rate includes utilities, building services and property expenses,4 Loading Docks,1 Drive In Bay",,1 Space,NJ,For Lease,Industrial,"[('Trenton Transit Center (NJT) Commuter Rail (Northeast Corridor Line, River LINE)', '18 min drive', '9.5 mi'), ('Trenton Mercer Airport', '28 min drive', '14.7 mi'), ('Port of Philadelphia', '37 min drive', '28.6 mi'), ('NS INDEPENDENT BULK TRANSFER TERMINAL-MORRISVILLE-', '23 min drive', '12.5 mi')]","Lighting,Water,Sewer,Heating"
300-390 Mac Ln,"24 Hour Access,Air Conditioning","236,650 SF",Keasbey,"Property Type,Industrial,Rentable Building Area,236,650 SF,Property Subtype,Warehouse,Year Built,1988","Immediate access to Garden State Parkway, Route 440, NJ Turnpike Exit 10, Routes 1 &9, Route 287,ESFR sprinkler,28' Ceiling Height",,4/3/2020,19099823,Rent Upon Request,,Industrial,"110,056 SF","Rate includes utilities, building services and property expenses,1 Drive In Bay,13 Loading Docks,Includes 11,227 SF of dedicated office space,Space is in Excellent Condition",,1 Space,NJ,For Lease,Industrial,"[('Perth Amboy Commuter Rail (North Jersey Coast Line)', '10 min drive', '3.5 mi'), ('Metuchen Commuter Rail (Northeast Corridor Line)', '12 min drive', '5.4 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
411-417 Adams St,,"3,300 SF",Newark,"Property Type,Industrial,Rentable Building Area,3,300 SF,Property Subtype,Warehouse,Year Built,1993",,,4/7/2020,19141003,Rent Upon Request,"The property is located in the Ironbound section of Newark, directly off of South Street within the 2nd
industrial zone. This zone will permit a variety of users from trucking facilities, contractors, and mechanics, easily
accessible for Ironbound residents. employees and customers.",Industrial,"3,300 SF","1 Drive In Bay,1,500 sq ft shed with 14' ceilings,Outdoor storage and Industrial uses permitted,1,800 sq ft Insulated garage with 20' ceilings,Fenced and Gated,Available Immediately","As an exclusive agent, PRE Commercial is pleased to offer
for Lease this Ironbound Industrial Opportunity.
This facility consists of a 1,800 sq ft garage and a 1,500 sq
ft shed.
 The garage structure is a steel
butler A-Frame building, 20' clearance at the center and 14'
along the walls. It has fully insulated walls and ceiling and
florescent lighting with one overhead door.
The Shed has 4 bays with 14' clear ceilings and constructed
by block walls and a wood roof.
The facility is serviced by 220 amps of electricity with
outdoor lighting.
The .4072 acre exterior is concrete slab and graded milling's
with an 8' to 10' chain link fence with barb wire, one ingress
and egress by a 20' swing gate.
Water and sewer is municipal

We would be happy to discuss this project further with you at your
convenience
The property taxes are $ 7,244.60 per year
Offering $12,000.00 per month NNN",1 Space,NJ,For Lease,Industrial,"[('Newark Penn Station Commuter Rail (Northeast Corridor Line, North Jersey Coast Line, Raritan Valley Line, Grove Street - Newark Penn Station, Broad Street Station - Newark Penn Station)', '4 min drive', '1.4 mi'), ('Newark Airport Commuter Rail (Northeast Corridor, North Jersey Coast Lines)', '9 min drive', '3.5 mi')]","Lighting,Gas,Water,Sewer"
76 Carter Dr,,"40,700 SF",Edison,"Property Type,Industrial,Rentable Building Area,40,700 SF,Property Subtype,Warehouse,Year Built,2006",,,4/20/2020,19281621,Rent Upon Request,"40,700 SF  warehouse available
Located at the signalized intersection of Talmadge Road and Carter Drive in Edison, NJ.
Easy access  to all major NJ thoroughfares. Route 287, New Jersey Turnpike, Garden State Parkway, Route 27 and Route 1",Industrial,"40,700 SF","Rate includes utilities, building services and property expenses,Central Air Conditioning,Space is in Excellent Condition,Easy access to all major NJ thoroughfares","30' Clear ceilings
(5) 8' x 10' loading doors/docks
Wet sprinkler
800 Amps
Fully air conditioned (2) 50-Ton RTU's
1,500 SF office",1 Space,NJ,For Lease,Industrial,"[('Edison Commuter Rail (Northeast Corridor Line)', '6 min drive', '2.3 mi'), ('Metuchen Commuter Rail (Northeast Corridor Line)', '8 min drive', '2.7 mi'), ('Newark Liberty International Airport', '40 min drive', '24.2 mi'), ('Trenton Mercer Airport', '53 min drive', '33.0 mi'), ('New York Container Terminal', '28 min drive', '19.0 mi'), ('Metroplex Distributors', '7 min drive', '3.0 mi')]",
400 Delancy St,Property Manager on Site,"274,000 SF",Newark,"Rental Rate,$12.00 - $16.00 /SF/YR,Property Type,Industrial,Total Space Available,58,230 SF,Property Subtype,Warehouse,Min. Divisible,1,000 SF,Rentable Building Area,274,000 SF,Max. Contiguous,8,430 SF,Year Built,1990",,,2/13/2019,3927811,$1.00 - $1.33 SF/Mo,"Property Description:Fomerly ""Red Star Trucking"", this existing 274,000 SF three-story, masonry and steel frame office-industrial building is undergoing complete renovation for multi-tenant office and retail. Situated on a total of 23.5 acres, and visible from Routes 1 & 9, the site has 4.5 acres of contiguous land remaining for ground lease. Major building renovations underway for 2006 include a high speed passenger and freight elevator, redesigned common areas, new windows and HVAC and mechanical systems. On-site security provided during evening hours. CommentsGDesignated by Newark as part of it's Redevelopment and Regeneration efforts, including 3% Sales Tax within Urban Enterprise Zone.GContinental Hardware & Trading Company has opened a 50,000 SF showroom along with a 134,000 SF warehouse/outside storage. Other tenants include a cafe/restaurant and a transportation company.GSuitable retail uses include: Specialty grocer, banking/financial, automotive supplies, health & fitness, fast food, convenience stores, dry-cleaners, discount & variety stores, child care.GSuitable office uses include: Airline vendors, customs agencies, finance companies, vocational and tec
Located at the base of the Delancy Street exit ramp from Routes 1 & 9 North.  First exit off Routes 1 & 9, after Newark Liberty Int'l Airport.",Industrial,"1,000 - 58,230 SF","Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 8,430 SF of adjacent space,Fits 3 - 68 People,Listed rate may not include certain utilities, building services and property expenses,Fits 41 - 132 People,Listed rate may not include certain utilities, building services and property expenses,Fits 5 - 268 People","divisible to 1000 SF. New bathrooms, elevators, and HVAC. Delivery 30 days from lease execution,Immediate occupancy,Immediate occupancy",3 Spaces,NJ,For Lease,Office,"[('Newark Penn Station Commuter Rail (Northeast Corridor Line, North Jersey Coast Line, Raritan Valley Line, Grove Street - Newark Penn Station, Broad Street Station - Newark Penn Station)', '5 min drive', '1.7 mi'), ('Newark Airport Commuter Rail (Northeast Corridor, North Jersey Coast Lines)', '8 min drive', '3.4 mi')]","Water - City Water,Sewer - City Sewer"
