address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
1000 SW 3rd Ave,,"5,250 SF",Carmel,"Rental Rate,$13.50 /SF/YR,Rentable Building Area,5,250 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse",,,1/30/2020,18348817,$1.13 SF/Mo,"Warehouse/Showroom. Fully air-conditioned ""showroom"" space, open ceiling with drive-in door.
7,000 square ft available 2nd quarter 2020.  Minimum divisibility: 
Suite 100: 1,750 sf.  $1,968/month. Fully air-conditioned ""industrial/showroom space"". One office space. Kitchenette.  One drive-in door. One restroom.
Suite 200 & 300: 3,500 sf.  $3,950/month. 2/3 open showroom space. Fully air-conditioned large office and storage area.One restroom. Two drive-in doors. 
Suite 400: 1,750 sf. $1,965/month. All open ""showroom"" space, one restroom, kitchenette and one drive-in door. 
Industrial Gross net of utilities and interior maintenance.",Industrial,"5,200 SF","Rate includes utilities, building services and property expenses",,1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '50 min drive', '30.1 mi'), ('Virginia Port Authority - Richmond', '724 min drive', '635.7 mi'), ('H & H Steel', '26 min drive', '15.9 mi')]",
215 Industrial Dr,"Floor Drains,Storage Space,Air Conditioning","10,779 SF",Franklin,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,10,779 SF,Property Type,Industrial,Year Built,2004,Property Subtype,Warehouse","Renovated in 2014,4 private offices with open office space/kitchenette,Quick access to U.S 31,400a/800v 3 Phase power",,1/31/2020,18360160,$0.83 SF/Mo,"Great warehouse/office opportunity. 10,000+ square foot industrial space south of Greenwood Indiana. 8,000 square feet of warehouse space with 2,225 square feet of office space. There is an additional 600 square feet of space built into an upper deck (see pictures). Warehouse boasts 6"" reinforced concrete floors and 3 Drive-ins. Power 400a/800v 3P. Large kitchenette and 4 private office rooms plus additional space for cubicles included in the office portion of the building. Quick access to U.S 31 and only 5 miles from I-65",Industrial,"10,779 SF","Lease rate does not include utilities, property expenses or building services,Central Air and Heating,400a/800v 3Phase power.,Includes 2,225 SF of dedicated office space,Kitchen,6 IN reinforced concrete floors",Renovated in 2014. 6 IN reinforced concrete floors. 3 Drive-Ins.,1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '43 min drive', '26.7 mi'), ('Virginia Port Authority - Richmond', '727 min drive', '633.5 mi'), ('KELSAY AND SON GRAIN CORP.-WHITELAND-IN', '7 min drive', '3.6 mi')]","Lighting,Gas,Water - City Water,Sewer - City Sewer,Heating"
25 Woodrow Ave,,"60,010 SF",Indianapolis,"Rental Rate,$4.15 /SF/YR,Rentable Building Area,60,010 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse","Outside storage permissable,Additional 12,000 SF of second floor office (not included in overall square footage),Fenced truck court,Over 80 auto parking spaces",,4/7/2020,18432579,$0.35 SF/Mo,"This freestanding +/- 60,000 square foot facility offers a unique opportunity for a user with larger office needs. The property features 12,000 square feet of office build-out on the first floor included in the overall square footage PLUS an additional 12,000 square feet of office on the second floor NOT included in the overall building total. The site is also zoned appropriately for outdoor storage and the truck court is fully fenced. The facility is available for occupancy on October 1, 2020.",Industrial,"60,010 SF","Lease rate does not include utilities, property expenses or building services,2 Drive Ins,2 Loading Docks,Includes 12,000 SF of dedicated office space,Can be combined with additional space(s) for up to 60,010 SF of adjacent space","Additional 12,000 SF of second floor office build-out not included in overall building square footage",1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '20 min drive', '9.7 mi'), ('Virginia Port Authority - Richmond', '720 min drive', '633.5 mi'), ('NATIONAL STARCH AND CHEMICAL CO.-INDIANAPOLIS-IN', '10 min drive', '5.0 mi')]",
5314-5356 W 79th St,,"37,200 SF",Indianapolis,"Rental Rate,$8.75 /SF/YR,Rentable Building Area,37,200 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",,,2/24/2020,18630160,$0.73 SF/Mo,,Industrial,"1,200 SF","Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay,Includes 700 SF of dedicated office space","Hard to find, nice small office space.  2/3 office / 1/3 warehouse.",1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '33 min drive', '18.9 mi'), ('Virginia Port Authority - Richmond', '730 min drive', '639.1 mi'), ('CENTRAL SOYA CO. INC-INDIANAPOLIS-IN', '21 min drive', '10.4 mi')]","Water - City Water,Sewer - City Sewer,Heating - Gas"
5020 Industrial Rd,,"16,112 SF",Fort Wayne,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,16,112 SF,Property Type,Industrial,Year Built,1989,Property Subtype,Warehouse","exterior fenced in yard,Large parking lot,Buss ducts throughout",,2/27/2020,18665348,$0.50 SF/Mo,"5020 Industrial Rd is located in Fort Wayne's Northwest side.  The property is located just 1/4 mile to the north off Coliseum Blvd, 1/2 mile to the south off Coldwater Rd, and 1/4 miles southeast from I-69 on/off ramp at Lima Rd/SR-3.  It is 1 mile to the east from US-33, US-30 access points.
Only two sheet metal company occupants in over 30 years.",Industrial,"14,400 SF","Lease rate does not include utilities, property expenses or building services,3 Drive Ins,Includes 2,900 SF of dedicated office space","14,400 SF building, 2,900 SF office, 11,500 warehouse
20' ceiling height
(3) 14' OHD's
Large parking lot
Fenced in yard
1200 amp 480 volt 3 phase power
Buss ducts",1 Space,IN,For Lease,Industrial,"[('Fort Wayne International Airport', '23 min drive', '14.5 mi'), ('Port of Baltimore', '642 min drive', '562.8 mi'), ('TRISTATE WAREHOUSING, INC.-FORT WAYNE-IN', '8 min drive', '4.5 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
2551 Commercial Dr,,"20,000 SF",Plainfield,"Rental Rate,$8.49 /SF/YR,Rentable Building Area,20,000 SF,Property Type,Industrial,Year Built,2005,Property Subtype,Warehouse",,,3/2/2020,18711001,$0.71 SF/Mo,,Industrial,"20,000 SF","Lease rate does not include utilities, property expenses or building services,2 Loading Docks,Space is in Excellent Condition,Central Heating System","Great Location, Close to International Airport. 1.5 miles from Interstate 70.",1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '15 min drive', '4.9 mi'), ('Virginia Port Authority - Richmond', '735 min drive', '644.4 mi'), ('UP-PLAINFIELD-IN-3345 E. MAI', '6 min drive', '3.4 mi')]","Water - City Water,Sewer - City Sewer"
1601-1609 Orinoco Ave,,"8,604 SF",Columbus,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,8,604 SF,Property Type,Industrial,Year Built,1972,Property Subtype,Warehouse",,,3/10/2020,18816752,$1.00 SF/Mo,,Industrial,600 SF,"Rate includes utilities, building services and property expenses",,1 Space,IN,For Lease,Office,"[('Virginia Port Authority - Richmond', '708 min drive', '641.2 mi'), ('KELSAY AND SON GRAIN CORP.-WHITELAND-IN', '38 min drive', '27.6 mi')]",
6625 Daniel Burnham Dr,,"65,962 SF",Portage,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,65,962 SF,Property Type,Industrial,Year Built,2007,Property Subtype,Warehouse","City provided utilities,30 miles from downtown Chicago,High-speed, high-capacity fiber optic telecommunications services,Easy access of I-94,On-site amenities: hotels, shopping, restaurants and trails,Located within 385-acre master-planned business park",,3/10/2020,18818781,$0.75 SF/Mo,"The 65,000 SF Addison building sets the pace for flexibility, design and technological ‘readiness’ in Chicagoland. With a mixture of office, production and warehouse space, the Addison is home to a diverse group of businesses, including: Yongli America, Flavor Revolution, and Applied Industrial Technologies.",Industrial,"16,000 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,1 Loading Dock,Includes 4,640 SF of dedicated office space,Space is in Excellent Condition,Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 500 SF of dedicated office space,1 Loading Dock","Available immediately! Suite C - 8,000 square feet at the Addison Building in Portage, IN. Located in the AmeriPlex at the Port business park. Expandable to 16,000 square feet with the adjacent space at Suite B. Existing build-out in warehouse features second floor mezzanine area.,Now available! Suite B - 8,000 square foot in the Addison Building at AmeriPlex at the Port. Expandable to 16,000 square feet with adjacent space at Suite C.",2 Spaces,IN,For Lease,Industrial,"[('Port of Baltimore', '737 min drive', '665.6 mi'), ('EMDE WAREHOUSE AND PROCESSING-GARY-IN', '19 min drive', '12.1 mi')]","Lighting - Halide,Gas,Water - Well,Sewer - City Sewer"
600 N Harrington St,,"68,000 SF",Remington,"Rental Rate,$4.25 /SF/YR,Rentable Building Area,68,000 SF,Property Type,Industrial,Year Built,1994,Property Subtype,Warehouse",,,3/17/2020,18893594,$0.35 SF/Mo,"68,000 SF warehouse/distribution building on 10 acres has 33,000 SF available for lease. The space includes 7 docks, 26 clear eave height 60x25 bay spacing, reinforced concrete floor and is 100% sprinkled. The building is served by 1200 & 600 amp, 277/480 volt, 3 Phase, 750 KVA electric service, municpal utilities, and features a large concrete parking lot with dolly strips for 50 trailers. In addition to base rent tenant is responsible for utilities, janitorial, trash, real estate taxes, insurance, lawn service, and snow removal.
Remington is located in northwest Indiana. The property is approximately one mile from I-65, the nations fastest growing TDL freight corridor; one block from US 24 and US 231; 90 miles southeast of Chicago; 90 miles northwest of Indianapolis; 270 miles to both St. Louis, MO and Columbus, OH. Remington offers low taxes, TIF districts, and a quality labor force at affordable scales with good ethics.",Industrial,"33,000 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,IN,For Lease,Industrial,"[('Port of Baltimore', '751 min drive', '665.3 mi'), ('AGMAX-REMINGTON-IN', '2 min drive', '0.7 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
101 W Lincoln St,"24 Hour Access,Yard,Storage Space","28,000 SF",Danville,"Rental Rate,$7.20 - $14.64 /SF/YR,Rentable Building Area,28,000 SF,Property Type,Industrial,Year Built,1952,Property Subtype,Warehouse","Great location,Easy access--on state highway",,4/11/2020,18940238,$0.60 - $1.22 SF/Mo,This is a 3634 square foot cold storage area. Ideal for any type of storage needs for a small business. A three year lease is required. The rent price is $2500 per month with a $2500 security deposit. Please text 317-227-9923 for more information or to see the property. Office space is also available in the same building if needed.,Industrial,"843 - 7,517 SF","Listed lease rate plus proportional share of electrical cost,Space is in Excellent Condition,Listed lease rate plus proportional share of utilities,1 Drive In Bay,Secure Storage,Includes 780 SF of dedicated office space,Partitioned Offices,Listed lease rate plus proportional share of electrical cost,1 Drive In Bay,Listed lease rate plus proportional share of utilities,2 Private Offices,Central Air and Heating,Open Floor Plan Layout,Conference Rooms,Private Restrooms","Cold storage,3 separated offices with a warehouse attached. Ideal for small businesses or contractors. This space has heat but not air conditioning. There is 780 sq ft of loft space above the offices which will give you plenty of storage! Please text 317-227-9923 for more information or to see the space.,1200 sq ft cold storage space with electricity. Ideal for small businesses or contractors. This unit has a 12 ft wide by 10 ft tall overhead door as well as a walk in door. Unit has lights and it's own electrical panel.,843 sq ft of office space available in Danville. This is a great small office. Please text 317-227-9923 for more information.",4 Spaces,IN,For Lease,"Office, Flex","[('Indianapolis International Airport', '29 min drive', '18.2 mi'), ('Virginia Port Authority - Richmond', '739 min drive', '649.3 mi'), ('UP-PLAINFIELD-IN-3345 E. MAI', '19 min drive', '13.2 mi')]",Lighting - Fluorescent
1338 E Main St,,"11,900 SF",Attica,"Rental Rate,$4.00 /SF/YR,Rentable Building Area,11,900 SF,Property Type,Industrial,Year Built,1971,Property Subtype,Warehouse","Excellent Visibility,Easy Access,Close to Greater Lafayette,Large Showroom with Plenty of Light,Ample Parking",,3/25/2020,18983191,$0.33 SF/Mo,"Large commercial building with great frontage and visibility in Attica, IN. This former car dealership is a great investment opportunity or perfect for the right owner/operator. Includes:
- 2 large shop areas (7,400 SF): heated & include 2 lifts, a wash area with a catch trough drain (additional equipment available and negotiable).
- Large showroom (3,500 SF)
- 4 offices and reception area (1,000 SF)
This building is in a prime, highly visible location in Attica, Indiana, a family-oriented and friendly city located along the Wabash River just 27 miles southwest of Lafayette.  The major highways, US 41, IN 28 and IN 55 all find their way through the center of the city.",Industrial,"8,700 SF","Rate includes utilities, building services and property expenses","Rent is $3,000.",1 Space,IN,For Lease,Industrial,"[('Virginia Port Authority - Richmond', '805 min drive', '705.6 mi'), ('RALSTON PURINA CO.-LAFAYETTE-IN', '42 min drive', '22.6 mi')]",
3403 E Washington Blvd,,"4,000 SF",Fort Wayne,"Rental Rate,$7.20 /SF/YR,Rentable Building Area,4,000 SF,Property Type,Industrial,Year Built,1989,Property Subtype,Warehouse","Highly visible location,Very clean property,22,500 VPD",,3/31/2020,19062082,$0.60 SF/Mo,"Very clean, well-maintained industrial building.  Highly visible location on north side of E Washington Blvd.  Less than 4 miles to I-469 loop and 3 miles to downtown Fort Wayne.  Traffic counts of 22,500 VPD (2018).  Abundant paved parking with easy entrance/exit. Property has one 10' x 10' overhead door and 16' clear ceilings in warehouse/shop area.
For more information on this, and all BND properties, please visit our website at www.bnd.net/listings.",Industrial,"3,470 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay",,1 Space,IN,For Lease,Industrial,"[('Fort Wayne International Airport', '23 min drive', '13.1 mi'), ('Port of Baltimore', '634 min drive', '561.0 mi'), ('COMMERCIAL WAREHOUSE AND CARTAGE-FORT WAYNE-IN', '4 min drive', '2.1 mi')]",
170-174 Commerce Dr,"24 Hour Access,Signage,Storage Space","15,532 SF",Franklin,"Rental Rate,$7.00 /SF/YR,Rentable Building Area,15,532 SF,Property Type,Industrial,Year Built/Renovated,1998/2004,Property Subtype,Warehouse",,,1/24/2020,19210920,$0.58 SF/Mo,,Industrial,"6,600 SF","Rate includes utilities, building services and property expenses,1 Drive In Bay,Space is in Excellent Condition,1 Loading Dock",,1 Space,IN,For Lease,Flex,"[('Indianapolis International Airport', '43 min drive', '27.3 mi'), ('Virginia Port Authority - Richmond', '726 min drive', '633.1 mi'), ('KELSAY AND SON GRAIN CORP.-WHITELAND-IN', '8 min drive', '4.2 mi')]","Lighting,Gas,Water,Sewer,Heating"
325 W Wiley St,"Fenced Lot,Floor Drains,Mezzanine,Signage,Fluorescent Lighting","6,840 SF",Greenwood,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,6,840 SF,Property Type,Industrial,Year Built,1930,Property Subtype,Warehouse",,,4/20/2020,19284380,$0.75 SF/Mo,"Former Auto Detailing Shop.  6,000 SF Warehouse Building with floor drains.  Currently without 3-Phase.  20' maximum ceiling height.  2 restrooms. 840 SF detached office.  Automatic overhead doors (4) 12 x 12'.  Asphalt Lot.  In the heart of Downtown Greenwood, within walking distance to restaurants, City offices, post office, etc.  Lot size is 0.66 acres.  In need of renovation.  Immediately available.",Industrial,"6,840 SF","Lease rate does not include utilities, property expenses or building services,4 Drive Ins,Downtown Greenwood,Includes 820 SF of dedicated office space,Space In Need of Renovation","Downtown Greenwood
Free Designated Parking
Fenced in Lot",1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '34 min drive', '19.9 mi'), ('Virginia Port Authority - Richmond', '725 min drive', '638.7 mi'), ('KELSAY AND SON GRAIN CORP.-WHITELAND-IN', '10 min drive', '5.1 mi')]","Water - City Water,Sewer - City Sewer"
4350 Sam Jones Expy,"Fenced Lot,Security System","262,640 SF",Indianapolis,"Min. Divisible,100,000 SF,Rentable Building Area,262,640 SF,Property Type,Industrial,Year Built,1971,Property Subtype,Warehouse","In a great location with easy access to I-70,There is 9,000 SF of office space in the space available,6 miles from downtown Indianapolis,Over 260,000 SF of warehouse space zoned I-3-S,The property is very secure with a fenced in lot and security system",,4/13/2020,19213082,Rent Upon Request,"This 262,000 SF industrial warehouse building is equipped with 20 external loading docks (with levelators) and 1 drive in bay. The property owner also recently installed a top of the line security and internet system.",Industrial,"100,000 - 262,640 SF","Includes 9,000 SF of dedicated office space,20 Loading Docks,1 Drive In Bay,Secure Storage",,1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '16 min drive', '8.1 mi'), ('Virginia Port Authority - Richmond', '720 min drive', '635.8 mi'), ('Trans-City Warehousing and Distribution', '8 min drive', '4.2 mi')]","Lighting - Halide,Water - City Water,Sewer - City Sewer,Heating - Gas"
15012 Edgerton Rd,,"284,920 SF",New Haven,"Rental Rate,$2.75 /SF/YR,Property Subtype,Manufacturing,Industrial Warehouse,Min. Divisible,40,000 SF,Rentable Building Area,284,920 SF,Property Type,Industrial,Year Built,1958","40,000 SF up to 160,000 SF available for lease,16-22 FT ceiling height",,3/22/2017,4022739,$0.23 SF/Mo,"15012 Edgerton Rd-  
Property amenities include: 22’ ceilings, wide bay spacing (see floor plan), 100% dry sprinkler throughout, (25) twenty five docks - (15) fifteen 8’ x 8’6”; (8) eight 8’ x 9’; (2) two 10’ x 10’, (6) six grade level doors - (1) one 8’ x 8’6”; (5) five 12’ x 14’, and drive in access. Small office also available. Truck scale on site. Zoned I-3 for heavy Industrial use. The property has new paint and LED lighting. Lease rate is $2.50 - $2.75/SF/YR.
15202 Edgerton Rd-
• Up to 172,000 SF available (can be divided)
• Office buildout available
• Several docks & overhead doors
• Truck scale on site
• 100% Dry sprinkled
• On-site warehouse manager
Property is 5 miles from I-469 ramp just east of Fort Wayne in New Haven. Good truck access to I-469 / US 30.",Industrial,"40,000 - 160,000 SF","Lease rate does not include utilities, property expenses or building services,11 Loading Docks",,1 Space,IN,For Lease,Industrial,"[('Fort Wayne International Airport', '37 min drive', '20.7 mi'), ('Port of Baltimore', '630 min drive', '554.6 mi'), ('Casad Industrial Park', '2 min drive', '0.4 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
3200 Sheffield Ave,"Fenced Lot,Security System","600,000 SF",Hammond,"Rental Rate,$3.95 /SF/YR,Property Subtype,Manufacturing,Industrial Warehouse,Min. Divisible,20,000 SF,Rentable Building Area,600,000 SF,Property Type,Industrial,Year Built,1961",,,6/28/2016,4073080,$0.33 SF/Mo,"Office to suit  
18' Clear
Outside Trailer Parking & Storage 
Sprinklered 
Indiana Harbor Belt Rail 
Heavy Power
Extremely clean / well-maintained
24 hr. building maintenance staff and security
Immediate access to full expressway interchange
25 minutes to downtown Chicago
Completely fenced and secured site
300,000 - 400,000 SF build-to-suit potential
Adjacent to Calumet Harbor, Illinois & Port of Indiana
Immediate access to full expressway interchange
Close to new Ford Supplier Park",Industrial,"20,000 - 80,000 SF","Listed rate may not include certain utilities, building services and property expenses","• 20,000 - 100,000 SF available 
• 600,000 SF (total 3 buildings) 
• Office-to-suit 
• 72 Acres 
• 16’ - 18’ clear height 
• Heavy power 
• Outside trailer parking & storage 
• Sprinklered 
• Gas forced air 
• 25’ x 25’ bay sizes 
• Rail - Indiana Harbor Belt 
• $3.95 - $4.25/sf Gross",1 Space,IN,For Lease,Industrial,"[('Chicago Midway International Airport', '34 min drive', '19.8 mi'), (""Chicago O'Hare International Airport"", '55 min drive', '36.9 mi'), ('Port of Baltimore', '758 min drive', '686.4 mi'), ('Wolf Lake Terminal', '3 min drive', '0.7 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
3702 W Sample St,,"207,000 SF",South Bend,"Rental Rate,$3.25 - $6.00 /SF/YR,Property Subtype,Warehouse,Industrial Manufacturing,Min. Divisible,180 SF,Rentable Building Area,207,000 SF,Property Type,Industrial,Year Built,1965","Utilities Included!,24/7 access, fenced in with security camera,2 covered docks with levelers,16' to 28' ceilings,4 interior docks, 3 with automatic levelers,2 shared fork lifts available",,7/10/2017,4078723,$0.27 - $0.50 SF/Mo,"Sample Street Business Complex is a multi-tenant business incubator operated by the Urban Enterprise Association of South Bend. On-site management/maintenance, shared fork lifts, 4 interior truck docks with levelers and 2 ext. docks with levelers. New roof 3Q 2001; new forced air heating units & fire system updated 4Q 2001. New Co-broker commission structure (10% to 14%).  MFG: 700-40,000 SF. WHSE: 180-40,000 SF.
Located just minutes from downtown and the airport, easy access to US 20 Bypass and Indiana 80/90 Toll Road.",Industrial,"180 - 125,100 SF","Listed rate may not include certain utilities, building services and property expenses,Fits 13 - 41 People,Listed rate may not include certain utilities, building services and property expenses,Includes 741 SF of dedicated office space,Listed rate may not include certain utilities, building services and property expenses,Includes 741 SF of dedicated office space,Listed rate may not include certain utilities, building services and property expenses,Fits 2 - 320 People","Manufacturing space for lease. 
A full service business incubator. Various size suites available. Ample parking and on-site property management.
Centrally located just minutes from the center of South Bend. Easy access to the U.S. 20 Bypass and the Indiana Toll Road.,Approx. 285' long x 140' wide. 741 SF office space & 250 SF shop space. Craneway in place.,Approx. 285' long x 140' wide. 741 SF office space & 250 SF shop space. Craneway in place.,Manufacturing space for lease. 
A full service business incubator. Various size suites available. Ample parking and on-site property management.
Centrally located just minutes from the center of South Bend. Easy access to the U.S. 20 Bypass and the Indiana Toll Road.",4 Spaces,IN,For Lease,"Office, Industrial","[('South Bend Regional Airport', '19 min drive', '5.3 mi'), ('Port of Baltimore', '689 min drive', '614.4 mi'), ('K. A. K. LLC', '4 min drive', '1.4 mi')]",
1180 E 86th Pl,,"36,206 SF",Merrillville,"Rental Rate,$5.89 /SF/YR,Rentable Building Area,36,206 SF,Property Type,Industrial,Year Built,1991,Property Subtype,Service,Flex Research & Development,Showroom,Industrial Warehouse","Great Visibility,Located near major transporation routes",,3/30/2015,4132347,$0.49 SF/Mo,"Large Industrial warehouse complex located in Merrillville Indiana with direct visibility from Interstate 65
PLEASE VISIT: WWW.GRANDCORP.NET
Property is located East on 84th Street just off Mississippi Street.",Industrial,"2,240 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,IN,For Lease,Industrial,"[('Port of Baltimore', '754 min drive', '680.0 mi'), ('EMDE WAREHOUSE AND PROCESSING-GARY-IN', '20 min drive', '14.3 mi')]",
NE Georgia St & 99th Ct,,"65,000 SF",Merrillville,"Rental Rate,$6.75 /SF/YR,Rentable Building Area,65,000 SF,Min. Divisible,8,000 SF,Year Built,2021,Property Type,Industrial,Construction Status,Proposed,Property Subtype,Warehouse,Industrial Distribution,Industrial Manufacturing","386-acre master planned ""Indiana Certified Technology Park"".,Build to suit single user or multi-tenant.,Drive-in doors and truck docks available.,High-speed, high capacity 'AT&T Smartmoves' fiber optic telecommunications.,10 year tax abatement available.,30 miles southeast of downtown Chicago.",,3/24/2009,4160950,$0.56 SF/Mo,"The Allison is a proposed multi-tenant facility now pre-leasing to be located in AmeriPlex at the Crossroads business park which is a joint venture between Purdue University and Holladay Properties. AmeriPlex at the Crossroads is an Indiana Certified Technology Park. Suites will be ranging from 8,000-65,000 SF. Prices range from $6.75/SF. There will be 14 (8'x10') docks. There will also be 6 (12'x14') drive-in doors. Building construction will be quality precast insulated core panel with quality EPDM roof, floor with 6"" reinforced concrete and fully sprinklered. With ceiling of 24', companies can take advantage of high cube height compared to most competing nearby properties. 1200 amp power (with the capacity to increase to suit). 'At&T Smartmoves' dark fiber optic lines throughout the business park. Park covenants emphasize architectural design, quality construction materials and landscape guidelines prepared jointly with the Horticulture department at Purdue University which provides a constant park-like atmosphere. Also see Loopnet #16152969 for preleasing of Studebaker Building and Loopnet #16145500 for land sites.
The Allison Building will be at the NEC of Georgia Street and 99th Court adjacent to the present Ross Building located at the southeast side of AmeriPlex at the Crossroads in the portion of the park zoned for Precision Manufacturing/Flex. This premier business park is 30 miles southwest of Chicago fronting along I-65 and 1.2 miles south of U.S. Highway 30. The park can be accessed from Broadway (S.R. 53), 93rd Avenue and 101st Avenue. The new I-65 interchange is now open at 109th Avenue.",Industrial,"8,000 - 65,000 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,IN,For Lease,Industrial,,
1827 N Bendix Dr,"Skylights,Air Conditioning","204,104 SF",South Bend,"Rental Rate,$3.25 /SF/YR,Property Subtype,Distribution,Industrial Manufacturing,Industrial Warehouse,Min. Divisible,21,423 SF,Rentable Building Area,204,104 SF,Property Type,Industrial,Year Built/Renovated,1987/1990","Well-maintained, multi-tenant warehouse/distribution facility,Available for lease is 40,000 SF to 204,104 SF suites, which includes (5) five dock doors,Offices are heated and air conditioned,204,104 SF facility built on 10.16 +/- acres,24’ ceiling heights, 100% sprinkled, heavy power electric service,Located on the west side of N. Bendix Drive in the Airport Industrial Park",,10/29/2018,4171727,$0.27 SF/Mo,"Well-maintained, multi-tenant warehouse/distribution facility centrally located in the Midwest with the capability of reaching 40.2 million people nationally (14.32%) with one day ground service. The building is a 204,104 SF facility built on 10.16 +/- acres. Available for lease is 40,000 SF to 204,104 SF suites, which includes (5) five dock doors. The building features 24’ ceiling heights, 100% sprinkled, heavy power electric service with heating provided by rotational heat and suspended units in the warehouse area. Offices are heated and air conditioned. The site is served by municipal utilities and high-speed data connectivity via the Metronet. It features 150 on-site parking spaces, additional room for trailer parking and is fenced. Zoned LI-Light Industrial.
The property is owned wholly or in part by licensed real estate brokers in the State of Indiana.

The property is located on the west side of N. Bendix Drive in the Airport Industrial Park which is part of the 2010 Development Area. The Airport Economic (Blackthorn) Development Area has provided an environment at the city' s far northwest side for new industrial, warehouse and business development. The 3,500-acre economic development area includes immediate access to the South Bend Airport, the Indiana Toll Road and the U.S. 31 Bypass (St. Joseph Valley Parkway). Virtually all cross-country east/west traffic generated north of I-80 and east of Lake Michigan passes through St. Joseph County, Indiana. As a result, the interstate, state and local transportation systems serving the St. Joseph County, Indiana area have developed as one of the nation's strongest, from both a facility and a services perspective.",Industrial,"21,423 - 204,104 SF","Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 204,104 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 204,104 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,5 Loading Docks,Can be combined with additional space(s) for up to 204,104 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 204,104 SF of adjacent space","Rental rate is $2.75-$3.25 PSF/YR rate will depend the the space lease and lease term signed,Rental rate is $2.75-$3.25 PSF/YR rate will depend the the space lease and lease term signed,Rental rate is $2.75-$3.25 PSF/YR rate will depend the the space lease and lease term signed,Rental rate is $2.75-$3.25 PSF/YR rate will depend the the space lease and lease term signed",4 Spaces,IN,For Lease,Industrial,"[('South Bend Airport Station', '(South Shore Line)', '19 min walk'), ('1.0 mi', 'South Bend Regional Airport', '15 min drive'), ('4.1 mi', 'Port of Baltimore', '687 min drive'), ('617.5 mi', 'K. A. K. LLC', '8 min drive'), ('3.2 mi',)]","Lighting - Metal Halide,Gas,Water,Sewer"
7934 US 40,,"12,442 SF",Knightstown,"Rental Rate,$6.75 /SF/YR,Rentable Building Area,12,442 SF,Property Type,Industrial,Year Built,1949,Property Subtype,Warehouse",,,6/26/2009,4213138,$0.56 SF/Mo,,Industrial,"12,442 SF","Lease rate does not include utilities, property expenses or building services,Includes 2,000 SF of dedicated office space","Rent is $7000/month. 2000 sf of office in the front. Brand new rubber roof in 2013 and exterior paint in March 2014. Long-term lease is negotiable based on offer!

Also available for sale.",1 Space,IN,For Lease,Industrial,"[('Virginia Port Authority - Richmond', '675 min drive', '593.1 mi'), ('MORRISTOWN GRAIN CO.-MORRISTOWN-IN-120 EAST B', '31 min drive', '16.4 mi')]","Lighting,Gas,Water,Sewer,Heating"
