,address,amenities,buildingSize,city,highlights,hoodMarket,listingDate,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,subType,transport,utilities,yearBuilt,yearRenovated,ceilingHeight,numDriveIns,numLoadingDocks,propInfo
93,2235 Castor Ave,None,194155,Philadelphia,,,2018-11-16,0.38,"190,000± SF industrial building. 1,512± SF office area on 2nd floor. Ceiling heights: 14'-7"" clear in warehouse. 14 interior loading docks on Castor Ave and Tulip Street. Power: 400 amp/120/240V. Gas heat. Fluorescent lighting. Sprinklered. Street parking. Locker rooms and restrooms in warehouse.
Easy access to I-95. Minutes to the Betsy Ross Bridge. Only 1.5 miles to Port of Philadelphia-Tioga.",Industrial,190911,"Lease rate does not include utilities, property expenses or building services,Includes 1,512 SF of dedicated office space",,1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [7.0, 13.0, 32.3], 'Cherry Hill Commuter Rail (Atlantic City Line)': [9.7, 17.0, 34.2], 'Philadelphia International Airport': [15.5, 25.0, 37.2], 'Trenton Mercer Airport': [28.9, 44.0, 39.4], 'Port of Philadelphia': [1.6, 4.0, 24.0], 'Atlantic Systems': [0.4, 2.0, 12.0]})",[],1940,1940,10,1,1,"

Lease rate does not include utilities, property expenses or building services,Includes 1,512 SF of dedicated office space
190,000± SF industrial building. 1,512± SF office area on 2nd floor. Ceiling heights: 14'-7"" clear in warehouse. 14 interior loading docks on Castor Ave and Tulip Street. Power: 400 amp/120/240V. Gas heat. Fluorescent lighting. Sprinklered. Street parking. Locker rooms and restrooms in warehouse.
Easy access to I-95. Minutes to the Betsy Ross Bridge. Only 1.5 miles to Port of Philadelphia-Tioga.
"
94,2809-2813 Southampton Rd,None,63000,Philadelphia,Partially air-conditioned,,2019-12-17,0.63,"Premier Northeast Philadelphia Industrial Center
Superbly located just east of US Route 1 (Roosevelt Boulevard) and just north of Route 63 (Woodhaven Road).  There is immediate access to Interstate 95 via Woodhaven Road and Exit 351 of the Pennsylvania Turnpike is two (2) miles north.",Flex,24000,"Lease rate does not include utilities, property expenses or building services,4 Loading Docks,2 Drive Ins",,1,PA,Flex,"defaultdict(None, {})","['Heating', 'Gas', 'Sewer']",1984,1984,10,2,4,"Partially air-conditioned

Lease rate does not include utilities, property expenses or building services,4 Loading Docks,2 Drive Ins
Premier Northeast Philadelphia Industrial Center
Superbly located just east of US Route 1 (Roosevelt Boulevard) and just north of Route 63 (Woodhaven Road).  There is immediate access to Interstate 95 via Woodhaven Road and Exit 351 of the Pennsylvania Turnpike is two (2) miles north.
"
95,1921 Washington Ave,None,10748,Philadelphia,,,2019-04-29,1.25,"$5,750/Month + NNN
» Large 4,600 SF drive-in garage door on Washington Avenue
» 50’ frontage on Washington Avenue
» ADA accessible retail entrance on Washington Avenue
» 1 ADA bathroom
» High ceilings
» Concrete flooring
» Rear office space
» Additional storage space on the second floor
» Short-term lease
» Zoning: I-2
» Situated in a central location between South Philadelphia and Center City, this location offers proximity major roadways including 1-76 and 1-95. Located on one of the widest roads in the city, this is an ideal space for loading and unloading.",Industrial,4600,"Lease rate does not include utilities, property expenses or building services","» Large 4,600 SF drive-in garage door on Washington Avenue
» 50’ frontage on Washington Avenue
» ADA accessible retail entrance on Washington Avenue
» 1 ADA bathroom
» High ceilings
» Concrete flooring
» Rear office space
» Additional storage space on the second floor
» Short-term lease
» Zoning: I-2
» Situated in a central location between South Philadelphia and Center City, this location offers proximity major roadways including 1-76 and 1-95. Located on one of the widest roads in the city, this is an ideal space for loading and unloading.",1,PA,Retail,"defaultdict(None, {})",[],1900,1900,10,1,1,"
» Large 4,600 SF drive-in garage door on Washington Avenue
» 50’ frontage on Washington Avenue
» ADA accessible retail entrance on Washington Avenue
» 1 ADA bathroom
» High ceilings
» Concrete flooring
» Rear office space
» Additional storage space on the second floor
» Short-term lease
» Zoning: I-2
» Situated in a central location between South Philadelphia and Center City, this location offers proximity major roadways including 1-76 and 1-95. Located on one of the widest roads in the city, this is an ideal space for loading and unloading.
Lease rate does not include utilities, property expenses or building services
$5,750/Month + NNN
» Large 4,600 SF drive-in garage door on Washington Avenue
» 50’ frontage on Washington Avenue
» ADA accessible retail entrance on Washington Avenue
» 1 ADA bathroom
» High ceilings
» Concrete flooring
» Rear office space
» Additional storage space on the second floor
» Short-term lease
» Zoning: I-2
» Situated in a central location between South Philadelphia and Center City, this location offers proximity major roadways including 1-76 and 1-95. Located on one of the widest roads in the city, this is an ideal space for loading and unloading.
"
96,5400 Grays Ave,None,115000,Philadelphia,,,2019-02-24,0.25,"FOR RENT 115,000 SQ FT  ONE STORY WAREHOUSE ON 2.66 ACRES
this warehouse located in the opportunity zone. 107,300 sq ft warehouse plus 7,700 sq ft office space 
18 ft ceiling heights, 6 tailgate loading ducks, one drive in garage door, heavy power distribution, RAIL SERVICE CRX serves the building with 3 existing 
rail doors, 100% Dry sprinkler system, ZONE I-2
located minutes from center city, airport, university city,  interstate 76 and interstate 95 , downtown Philadelphia and the Walt Whitman bridge.",Industrial,115000,"Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition,1 Drive In Bay,6 Loading Docks","FOR SALE OR FOR RENT 115,000 SQ FT  ONE STORY WAREHOUSE ON 2.66 ACRES
this warehouse located in the opportunity zone. 107,300 sq ft warehouse plus 7,700 sq ft office space 
18 ft ceiling heights, 6 tailgate loading ducks, one drive in garage door,heavy power distribution, RAIL SERVICE  CRX serves the building with 3 existing 
rail doors, 100% wet sprinkler system,ZONE I-2
located minutes from interstate 76 and interstate 95 , downtown Philadelphia and the Walt Whitman bridge",1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [3.5, 8.0, 26.2], 'Philadelphia International Airport': [6.3, 13.0, 29.1], 'New Castle County Airport': [31.4, 46.0, 41.0], 'South Jersey Port': [8.6, 18.0, 28.7], 'TRANSFLO-PHILADELPHIA-PA': [2.1, 6.0, 21.0]})",[],1940,1940,10,1,6,"
FOR SALE OR FOR RENT 115,000 SQ FT  ONE STORY WAREHOUSE ON 2.66 ACRES
this warehouse located in the opportunity zone. 107,300 sq ft warehouse plus 7,700 sq ft office space 
18 ft ceiling heights, 6 tailgate loading ducks, one drive in garage door,heavy power distribution, RAIL SERVICE  CRX serves the building with 3 existing 
rail doors, 100% wet sprinkler system,ZONE I-2
located minutes from interstate 76 and interstate 95 , downtown Philadelphia and the Walt Whitman bridge
Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition,1 Drive In Bay,6 Loading Docks
FOR RENT 115,000 SQ FT  ONE STORY WAREHOUSE ON 2.66 ACRES
this warehouse located in the opportunity zone. 107,300 sq ft warehouse plus 7,700 sq ft office space 
18 ft ceiling heights, 6 tailgate loading ducks, one drive in garage door, heavy power distribution, RAIL SERVICE CRX serves the building with 3 existing 
rail doors, 100% Dry sprinkler system, ZONE I-2
located minutes from center city, airport, university city,  interstate 76 and interstate 95 , downtown Philadelphia and the Walt Whitman bridge.
"
97,300-332 E Allegheny Ave,None,420600,Philadelphia,,,2019-08-14,0.2,,Industrial,152300,"Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services",,2,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [5.7, 13.0, 26.3]})",['Sewer'],1935,1935,10,1,1,"

Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services

"
98,3525 Amber St,['Fenced Lot'],146655,Philadelphia,"24/7 access.,Off street parking.,4 minutes from the Aramingo Avenue Exit of I-95 and Betsy Ross Bridge Ramp.",,2019-09-19,0.31,"2,000 - 10,600 square feet of warehouse/industrial space for rent in a fully secure, well managed industrial complex. Space has a 10’ ceiling. Building has sprinklers. Electric Service 1Ø, 120/240 volt and 3Ø, 240 volt. Fluorescent lighting. City of Philadelphia water and sewer. Loading dock and drive in access. Multiple-use space. All brokers protected.",Industrial,10600,"Rate includes utilities, building services and property expenses,4 Loading Docks,1 Drive In Bay",,1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [7.0, 14.0, 30.0], 'Philadelphia International Airport': [15.4, 26.0, 35.5], 'Trenton Mercer Airport': [29.2, 44.0, 39.8], 'Port of Philadelphia': [1.9, 5.0, 22.8], 'Atlantic Systems': [0.4, 2.0, 12.0]})",['Sewer'],1937,1937,10,1,4,"24/7 access.,Off street parking.,4 minutes from the Aramingo Avenue Exit of I-95 and Betsy Ross Bridge Ramp.

Rate includes utilities, building services and property expenses,4 Loading Docks,1 Drive In Bay
2,000 - 10,600 square feet of warehouse/industrial space for rent in a fully secure, well managed industrial complex. Space has a 10’ ceiling. Building has sprinklers. Electric Service 1Ø, 120/240 volt and 3Ø, 240 volt. Fluorescent lighting. City of Philadelphia water and sewer. Loading dock and drive in access. Multiple-use space. All brokers protected.
"
99,1901-1921 Washington Ave,"['Signage', 'Storage Space']",21437,Philadelphia,"High Daily Traffic Count,Corner Lot",,2019-11-05,1.17,"Warehouse / Distribution / Industrial just blocks from Center City Philadelphia. Located at 19th & Washington Avenue with tremendous proximity and immediate availability to the heart of the city.  Easy in-and-out access. Convenient from I-95 and the Schuylkill Expressway, 1901-21 Washington offers spaces of 2,650 sq ft, 3,029 sq ft, 4,700+ sq, 9100+ sq and combinations thereof. 
Well lit space. Recently remodeled, climate control, Drive-in availability, Garage availability. Loading Dock/s. Climate Controlled Offices.
Gross Lease all-inclusive of RE Tax and Insurance from $3,100/month [$14/square ft].
•	10' - 26' clear ceiling heights
•	I-2 Zoning (City of Philadelphia)
•	Taxes (Included in Rent)
•	Signage",Industrial,3029,"Rate includes utilities, building services and property expenses,$3,550 month gross all inclusive.  Loading Dock.,1 Loading Dock","Warehouse / Distribution / Industrial just blocks from Center City Philadelphia. Located at 19th & Washington Avenue with tremendous proximity and immediate availability to the heart of the city.  Easy in-and-out access. Convenient from I-95 and the Schuylkill Expressway, 1901-21 Washington offers spaces of 2,650 sq ft, 3,029 sq ft, 4,700+ sq, 9100+ sq and combinations thereof. 

Well lit space. Recently remodeled, climate control, Drive-in availability, Garage availability. Loading Dock/s. Climate Controlled Offices.

Gross Lease all-inclusive of RE Tax and Insurance from $3,100/month [$14/square ft].

•	10' - 26' clear ceiling heights
•	I-2 Zoning (City of Philadelphia)
•	Taxes (Included in Rent)
•	Signage",1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [1.7, 6.0, 17.0], 'Cherry Hill Commuter Rail (Atlantic City Line)': [9.0, 18.0, 30.0], 'Philadelphia International Airport': [8.7, 18.0, 29.0], 'New Castle County Airport': [34.8, 51.0, 40.9], 'South Jersey Port': [5.6, 14.0, 24.0], 'CONRAIL-PHILADELPHIA-PA-2001 MARKE': [1.1, 5.0, 13.2]})",[],1930,1930,10,1,1,"High Daily Traffic Count,Corner Lot
Warehouse / Distribution / Industrial just blocks from Center City Philadelphia. Located at 19th & Washington Avenue with tremendous proximity and immediate availability to the heart of the city.  Easy in-and-out access. Convenient from I-95 and the Schuylkill Expressway, 1901-21 Washington offers spaces of 2,650 sq ft, 3,029 sq ft, 4,700+ sq, 9100+ sq and combinations thereof. 

Well lit space. Recently remodeled, climate control, Drive-in availability, Garage availability. Loading Dock/s. Climate Controlled Offices.

Gross Lease all-inclusive of RE Tax and Insurance from $3,100/month [$14/square ft].

•	10' - 26' clear ceiling heights
•	I-2 Zoning (City of Philadelphia)
•	Taxes (Included in Rent)
•	Signage
Rate includes utilities, building services and property expenses,$3,550 month gross all inclusive.  Loading Dock.,1 Loading Dock
Warehouse / Distribution / Industrial just blocks from Center City Philadelphia. Located at 19th & Washington Avenue with tremendous proximity and immediate availability to the heart of the city.  Easy in-and-out access. Convenient from I-95 and the Schuylkill Expressway, 1901-21 Washington offers spaces of 2,650 sq ft, 3,029 sq ft, 4,700+ sq, 9100+ sq and combinations thereof. 
Well lit space. Recently remodeled, climate control, Drive-in availability, Garage availability. Loading Dock/s. Climate Controlled Offices.
Gross Lease all-inclusive of RE Tax and Insurance from $3,100/month [$14/square ft].
•	10' - 26' clear ceiling heights
•	I-2 Zoning (City of Philadelphia)
•	Taxes (Included in Rent)
•	Signage
"
100,1300 Adams Ave,"['Fenced Lot', 'Security System']",55150,Philadelphia,Multiple rental options with different square footages,,2019-12-30,0.31000000000000005,"Property is between two metro stations (Church and Erie-Torresdale), and near East Hunting Park Avenue",Industrial,33990,"Lease rate does not include utilities, property expenses or building services,7 Loading Docks,Security System,Security system,1 Drive In Bay,Private Restrooms,New roof installed in 2003,Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services","Rent is $2,950 per month. Building is single-story stand alone building attached to a larger building. Site enclosed by 8' concrete wall and 10' security fencing (2' in ground) and wire mesh over casement windows. 200 amp three phase electrical power. Zoning is G-2 Industrial, allowing a wide variety of light, medium and heavy industrial uses.,Rent is $5,500 per month.,-Rent is $3.39/SF/Yr if you lease 8,840 SF, or $5.04/SF/Yr if you lease 4,400 SF",3,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [8.3, 16.0, 31.1], 'Philadelphia International Airport': [16.7, 28.0, 35.8], 'Trenton Mercer Airport': [28.8, 44.0, 39.3], 'Port of Philadelphia': [2.8, 7.0, 24.0], 'Atlantic Systems': [1.0, 3.0, 20.0]})",['Sewer'],1930,1930,10,1,7,"Multiple rental options with different square footages
Rent is $2,950 per month. Building is single-story stand alone building attached to a larger building. Site enclosed by 8' concrete wall and 10' security fencing (2' in ground) and wire mesh over casement windows. 200 amp three phase electrical power. Zoning is G-2 Industrial, allowing a wide variety of light, medium and heavy industrial uses.,Rent is $5,500 per month.,-Rent is $3.39/SF/Yr if you lease 8,840 SF, or $5.04/SF/Yr if you lease 4,400 SF
Lease rate does not include utilities, property expenses or building services,7 Loading Docks,Security System,Security system,1 Drive In Bay,Private Restrooms,New roof installed in 2003,Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services
Property is between two metro stations (Church and Erie-Torresdale), and near East Hunting Park Avenue
"
101,3133 E Thompson St,None,4980,Philadelphia,"A 4,980 SF open span, double A-frame building ideal for a variety of commercial uses,Ceiling heights 18’ to 25’,Property is ideally located along the I-95 corridor w/ easy access to Center City, Northeast Philadelphia, and South Jersey.,80’ of frontage on E. Clementine St + 62’ of frontage on E Thompson St,Space lends itself ideally for boutique fitness, artist studio, creative office & light industrial uses,RSA-5 Zoning",,2019-12-04,1.0,"This double A-frame building is looking for a tenant! $5,000/month + NNN for the entire building, which has high corner visibility on E Thompson and E Clementine Streets. 
Located in the Port Richmond area, just a block from E Allegheny Avenue and immediately by the I-95 highway entrance and exit.",Industrial,4980,"Listed rate may not include certain utilities, building services and property expenses,18' - 25' Finished Ceilings,4,980 +/- SF double A-frame building for lease,62’ of frontage on E Thompson St,Mostly Open Floor Plan Layout,High Ceilings,Ceiling heights 18’ to 25’,80’ of frontage on E. Clementine St","Corner creative office/light retail space for lease in Port Richmond, Philadelphia. Space lends itself ideally for boutique fitness, artist studio, creative office, & light industrial uses. This is a double A-frame building with ceiling heights up ranging from 18' to 25'.",1,PA,Office,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [6.3, 12.0, 31.5]})",[],1940,1940,10,1,1,"A 4,980 SF open span, double A-frame building ideal for a variety of commercial uses,Ceiling heights 18’ to 25’,Property is ideally located along the I-95 corridor w/ easy access to Center City, Northeast Philadelphia, and South Jersey.,80’ of frontage on E. Clementine St + 62’ of frontage on E Thompson St,Space lends itself ideally for boutique fitness, artist studio, creative office & light industrial uses,RSA-5 Zoning
Corner creative office/light retail space for lease in Port Richmond, Philadelphia. Space lends itself ideally for boutique fitness, artist studio, creative office, & light industrial uses. This is a double A-frame building with ceiling heights up ranging from 18' to 25'.
Listed rate may not include certain utilities, building services and property expenses,18' - 25' Finished Ceilings,4,980 +/- SF double A-frame building for lease,62’ of frontage on E Thompson St,Mostly Open Floor Plan Layout,High Ceilings,Ceiling heights 18’ to 25’,80’ of frontage on E. Clementine St
This double A-frame building is looking for a tenant! $5,000/month + NNN for the entire building, which has high corner visibility on E Thompson and E Clementine Streets. 
Located in the Port Richmond area, just a block from E Allegheny Avenue and immediately by the I-95 highway entrance and exit.
"
102,2815-2817 N Mascher St,None,6624,Philadelphia,,,2020-02-21,0.28,2815-17 N Mascher is a 3 unit industrial property located near the busy intersection of Frankford & Lehigh in the Kensington neighborhood. CMX2 Zoning.,Industrial,2837,Space In Need of Renovation,"There is approximately 2837 sqft of second-floor space available for rent. This space is ideal for storage, office, and creative uses. Note that the entirety of this space is on the 2nd floor and that it is accessed via staircase. The ceiling heights range between 11.5' and 13.5'.",1,PA,Industrial,"defaultdict(None, {})",[],1950,1950,10,1,1,"
There is approximately 2837 sqft of second-floor space available for rent. This space is ideal for storage, office, and creative uses. Note that the entirety of this space is on the 2nd floor and that it is accessed via staircase. The ceiling heights range between 11.5' and 13.5'.
Space In Need of Renovation
2815-17 N Mascher is a 3 unit industrial property located near the busy intersection of Frankford & Lehigh in the Kensington neighborhood. CMX2 Zoning.
"
103,967-973 N 9th St,None,17225,Philadelphia,"The property is close to center city . Directly on Septa rail line center city to Trenton NJ. Right in the middle of major high residential projects.,LED lighting,High ceilings with concrete floor separations,Gas radiant heat",,2019-12-15,0.88,"2900 sqft warehouse for rent close to 9th and Girard ave. This area is up and coming and is in great proximity to center city without the high-end cost of center city rent. The building has 17 ft ceilings with 1 large 16ft roll-up door and 1 smaller roll-up door both opening on to 9th st. The building can be used as a light auto mechanic shop. Additional 2500 sq ft available in June 2020.
Space has high beams and led lighting with a separate office. The bathroom and office have been remodeled. The building is in good condition with gas radiant overhead heat. The electric includes 3 phase, and single-phase electric services. The building can have many uses including parking trucks, equipment storage, woodworking shop, auto mechanic and many more uses. The rental term for 2 years or more. Rent: $2,500.00 per month with a month security deposit. 
Available January 1st, 2020 Call Mike at (215)-280-3114.",Industrial,5800,"Lease rate does not include property expenses,Central Heating System,Reception Area,Security System,1 Drive In Bay,Partitioned Offices,Private Restrooms,Drop Ceilings",Warehouse for rent with separate offices,1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [2.7, 9.0, 18.0], 'Cherry Hill Commuter Rail (Atlantic City Line)': [7.8, 15.0, 31.2], 'Philadelphia International Airport': [13.5, 24.0, 33.8], 'Trenton Mercer Airport': [32.7, 49.0, 40.0], 'South Jersey Port': [4.4, 11.0, 24.0], 'CONRAIL-PHILADELPHIA-PA-2001 MARKE': [2.3, 7.0, 19.7]})","['Gas', 'Heating', 'Lighting']",1900,1900,10,1,1,"The property is close to center city . Directly on Septa rail line center city to Trenton NJ. Right in the middle of major high residential projects.,LED lighting,High ceilings with concrete floor separations,Gas radiant heat
Warehouse for rent with separate offices
Lease rate does not include property expenses,Central Heating System,Reception Area,Security System,1 Drive In Bay,Partitioned Offices,Private Restrooms,Drop Ceilings
2900 sqft warehouse for rent close to 9th and Girard ave. This area is up and coming and is in great proximity to center city without the high-end cost of center city rent. The building has 17 ft ceilings with 1 large 16ft roll-up door and 1 smaller roll-up door both opening on to 9th st. The building can be used as a light auto mechanic shop. Additional 2500 sq ft available in June 2020.
Space has high beams and led lighting with a separate office. The bathroom and office have been remodeled. The building is in good condition with gas radiant overhead heat. The electric includes 3 phase, and single-phase electric services. The building can have many uses including parking trucks, equipment storage, woodworking shop, auto mechanic and many more uses. The rental term for 2 years or more. Rent: $2,500.00 per month with a month security deposit. 
Available January 1st, 2020 Call Mike at (215)-280-3114.
"
104,850 W Dauphin St,None,164026,Philadelphia,"drive-in doors,multiple entrances,storage space",,2020-02-03,0.31,"2200 North 8th Street, also known as 850 W Dauphin, is a multi-tenant industrial building. 30,592 square feet is currently available, with entrances on 8th Street and Dauphin St. The space is divided between two connecting units, #4 (17,152sqft)  and #10 (13,440sqft). Ceiling heights in both spaces range between 20'-22' high, and there are garage door entrances to both. There is an upper level, and a separate area which could be finished to serve as a private office.
The I2 zoning (Medium Industrial) allows for a myriad of uses in - see the zoning quick reference guide for specifics.
8th and Dauphin is a central and easily accessible intersection - Temple University Main campus is to the west and Kensington/Fishtown is to the East. This building is in the heart of an industrial corridor which has recently undergone a resurgence making it the ideal location to open a new business or relocate your existing business. 1-12 month lease = one month’s rent due at lease signing. Additional one month’s rent due when and if tenant enters years 2&3 of lease. No fees due after 3rd year of lease. 12 month + to 36 month lease = two month’s rent due at lease signing. Additional one month’s rent due when and if tenant enters any renewal term. No further fees due after 3 total month’s rent commission have been collected. 36+ month lease = two month's rent is due at lease signing. Third month will be invoiced for when the tenant enters into the third year of the lease term. NNN lease.",Industrial,30592,"Lease rate does not include utilities, property expenses or building services","Monthly Rent: $9,407 

The space is divided between two connecting units, #4 (17,152sqft)  and #10 (13,440sqft). Ceiling heights in both spaces range between 20'-22' high, and there are garage door entrances to both. There is an upper level, and a separate area which could be finished to serve as a private office.",1,PA,Industrial,"defaultdict(None, {})",['Sewer'],1960,1960,10,1,1,"drive-in doors,multiple entrances,storage space
Monthly Rent: $9,407 

The space is divided between two connecting units, #4 (17,152sqft)  and #10 (13,440sqft). Ceiling heights in both spaces range between 20'-22' high, and there are garage door entrances to both. There is an upper level, and a separate area which could be finished to serve as a private office.
Lease rate does not include utilities, property expenses or building services
2200 North 8th Street, also known as 850 W Dauphin, is a multi-tenant industrial building. 30,592 square feet is currently available, with entrances on 8th Street and Dauphin St. The space is divided between two connecting units, #4 (17,152sqft)  and #10 (13,440sqft). Ceiling heights in both spaces range between 20'-22' high, and there are garage door entrances to both. There is an upper level, and a separate area which could be finished to serve as a private office.
The I2 zoning (Medium Industrial) allows for a myriad of uses in - see the zoning quick reference guide for specifics.
8th and Dauphin is a central and easily accessible intersection - Temple University Main campus is to the west and Kensington/Fishtown is to the East. This building is in the heart of an industrial corridor which has recently undergone a resurgence making it the ideal location to open a new business or relocate your existing business. 1-12 month lease = one month’s rent due at lease signing. Additional one month’s rent due when and if tenant enters years 2&3 of lease. No fees due after 3rd year of lease. 12 month + to 36 month lease = two month’s rent due at lease signing. Additional one month’s rent due when and if tenant enters any renewal term. No further fees due after 3 total month’s rent commission have been collected. 36+ month lease = two month's rent is due at lease signing. Third month will be invoiced for when the tenant enters into the third year of the lease term. NNN lease.
"
105,460-474 N 2nd St,['Fenced Lot'],22000,Philadelphia,,,2020-02-04,1.5,"11,000 square feet of 2nd floor office space is now available at 460 N. 2nd Street! This highly visible building is directly off of I-95 and has ample parking for tenant use. Additionally, this location is directly off of the Spring Garden subway station and serviced by multiple bus routes. 460 N. 2nd Street is adjacent to other thriving neighborhood amenities and ample coffee and restaurant destinations, including Dolce Caffe, Kettle Black, Target, City Fitness, and more.
Right in between Old City and Northern Liberties, 460 N 2nd Street is easily accessible by all - it even has a Bike and Transit Score of 92 and a Walk Score of 88. Surrounded by neighborhood establishments such as Yards Brewing Company, Green Eggs Cafe, and Silk City, as well as numerous independent art galleries and even a Target, this location is in the midst of a neighborhood growing at an extraordinary rate while retaining it's uniquely Philly character. 458 N 2nd Street is steps away from the Market-Frankford subway line, the busiest transit route in Philadelphia, and is serviced by numerous bus routes.",Industrial,11000,"Listed rate may not include certain utilities, building services and property expenses,Fits 28 - 88 People,Mostly Open Floor Plan Layout",,1,PA,Office/Retail,"defaultdict(None, {})","['Heating', 'Gas', 'Sewer']",1981,1981,10,1,1,"

Listed rate may not include certain utilities, building services and property expenses,Fits 28 - 88 People,Mostly Open Floor Plan Layout
11,000 square feet of 2nd floor office space is now available at 460 N. 2nd Street! This highly visible building is directly off of I-95 and has ample parking for tenant use. Additionally, this location is directly off of the Spring Garden subway station and serviced by multiple bus routes. 460 N. 2nd Street is adjacent to other thriving neighborhood amenities and ample coffee and restaurant destinations, including Dolce Caffe, Kettle Black, Target, City Fitness, and more.
Right in between Old City and Northern Liberties, 460 N 2nd Street is easily accessible by all - it even has a Bike and Transit Score of 92 and a Walk Score of 88. Surrounded by neighborhood establishments such as Yards Brewing Company, Green Eggs Cafe, and Silk City, as well as numerous independent art galleries and even a Target, this location is in the midst of a neighborhood growing at an extraordinary rate while retaining it's uniquely Philly character. 458 N 2nd Street is steps away from the Market-Frankford subway line, the busiest transit route in Philadelphia, and is serviced by numerous bus routes.
"
106,939-941 N Front St,['Fenced Lot'],8676,Philadelphia,,,2020-02-17,0.83,"Two story commercial property on Front Street in Northern Liberties just 1 block from the Piazza on 2nd Street and 1 block off of the  Delaware Avenue water front in the River's Casino area and just 3 blocks from the Penns Landing area. Rear access on Canal Street just 100 yards from the Filmore Music Venue. Formerly a Weight Training Center this space is excellent for office, retail, or light industry. It has front and rear Street frontage with a roll down rear door for loading or interior parking. The space has 12' ceilings and 26' of open span on each floor, the 1st floor is on Front Street and the lower level which is at Street level on Canal Street. There are mens and women's bathrooms as well as an employee bathroom and a powder room. There is ample storage and a kitchenette.",Industrial,8676,"Lease rate does not include utilities, property expenses or building services",,1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [3.1, 9.0, 20.7], 'Cherry Hill Commuter Rail (Atlantic City Line)': [7.7, 15.0, 30.8], 'Philadelphia International Airport': [12.2, 22.0, 33.3], 'Trenton Mercer Airport': [31.9, 49.0, 39.1], 'South Jersey Port': [4.3, 11.0, 23.5], 'CONRAIL-PHILADELPHIA-PA-2001 MARKE': [2.7, 7.0, 23.1]})",[],1950,1950,10,1,1,"

Lease rate does not include utilities, property expenses or building services
Two story commercial property on Front Street in Northern Liberties just 1 block from the Piazza on 2nd Street and 1 block off of the  Delaware Avenue water front in the River's Casino area and just 3 blocks from the Penns Landing area. Rear access on Canal Street just 100 yards from the Filmore Music Venue. Formerly a Weight Training Center this space is excellent for office, retail, or light industry. It has front and rear Street frontage with a roll down rear door for loading or interior parking. The space has 12' ceilings and 26' of open span on each floor, the 1st floor is on Front Street and the lower level which is at Street level on Canal Street. There are mens and women's bathrooms as well as an employee bathroom and a powder room. There is ample storage and a kitchenette.
"
107,4649 Lancaster Ave,None,13400,Philadelphia,,,2020-03-03,0.75,"Available immediately
warehouse space 11,400 sq ft
Office space 2000 sq ft
Price is $9 per sq ft per year, minimum 5000 sq ft
30 ft ceiling
Also space can be leased as short term storage.
Able to enter from one side and exit from the other
Another option is to be divided in half.
Only 5 minutes from DREXELL, UPENN and Center City.
If interested please email us and include name and phone number for more information.",Industrial,13400,"Listed rate may not include certain utilities, building services and property expenses,Includes 2,000 SF of dedicated office space",,1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [2.8, 7.0, 24.0], 'Philadelphia International Airport': [10.4, 20.0, 31.2], 'New Castle County Airport': [35.5, 54.0, 39.4], 'Trenton Mercer Airport': [37.2, 55.0, 40.6], 'South Jersey Port': [7.6, 16.0, 28.5], 'CONRAIL-PHILADELPHIA-PA-2001 MARKE': [3.4, 7.0, 29.1]})",[],2008,2008,10,1,1,"

Listed rate may not include certain utilities, building services and property expenses,Includes 2,000 SF of dedicated office space
Available immediately
warehouse space 11,400 sq ft
Office space 2000 sq ft
Price is $9 per sq ft per year, minimum 5000 sq ft
30 ft ceiling
Also space can be leased as short term storage.
Able to enter from one side and exit from the other
Another option is to be divided in half.
Only 5 minutes from DREXELL, UPENN and Center City.
If interested please email us and include name and phone number for more information.
"
